        nu  unc1  unc2 nu1' nu2' nu3' nu4' L3' L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"          E'        Calc'  Obs-Calc'          Source Method  BandMatch
7737.12064  0.01  0.01    1    1    1    0   1   0   4   2  a    E"   -8     0     0     0     0    0    0   3   1  a    E'    2 7853.398935  7853.304007   0.094928  16BaYuTeBe.497     CD       True
7572.68014  0.01  0.01    1    1    1    0   1   0   4   0  a    E"   -9     0     0     0     0    0    0   5   1  a    E'    4 7867.310196  7867.273224   0.036972  16BaYuTeBe.184     CD       True
7671.69918  0.01  0.01    1    1    1    0   1   0   4   0  a    E"   -9     0     0     0     0    0    0   4   1  a    E'    3 7867.310501  7867.273224   0.037277  16BaYuTeBe.366     CD       True
7791.29704  0.01  0.01    0    1    2    0   2   0   4   4  a    E"  -10     0     0     0     0    0    0   5   5  a    E'    1 7997.384520  7997.315540   0.068980  16BaYuTeBe.607     Br       True
7773.71920  0.01  0.01    0    1    2    0   2   0   4   3  s    E"  -11     0     0     0     0    0    0   5   4  s    E'    2 8012.371867  8012.243461   0.128406  16BaYuTeBe.571     Br       True
7857.80630  0.01  0.01    0    1    2    0   2   0   4   1  s    E"  -12     0     0     0     0    0    0   4   2  s    E'    2 8041.635411  8041.277082   0.358329  16BaYuTeBe.720     CD       True
7758.69956  0.01  0.01    0    1    2    0   2   0   4   1  s    E"  -12     0     0     0     0    0    0   5   2  s    E'    3 8041.636759  8041.277082   0.359677  16BaYuTeBe.538     CD       True
7747.68540  0.01  0.01    0    1    2    0   2   0   4   2  a    E"  -13     0     0     0     0    0    0   5   1  a    E'    4 8042.315456  8042.465518  -0.150062  16BaYuTeBe.512     Br       True
7759.49006  0.01  0.01    0    1    2    0   2   0   4   0  a    E"  -14     0     0     0     0    0    0   5   1  a    E'    4 8054.120116  8054.116068   0.004048  16BaYuTeBe.541     CD       True
7858.50950  0.01  0.01    0    1    2    0   2   0   4   0  a    E"  -14     0     0     0     0    0    0   4   1  a    E'    3 8054.120821  8054.116068   0.004753  16BaYuTeBe.722     CD       True
7937.84281  0.01  0.01    0    1    2    0   2   0   4   0  a    E"  -14     0     0     0     0    0    0   3   1  a    E'    2 8054.121105  8054.116068   0.005037  16BaYuTeBe.789     CD       True
8011.15644  0.01  0.01    2    0    0    1   0   1   4   4  a    E"  -15     0     0     0     0    0    0   5   5  a    E'    1 8217.243920  8218.792770  -1.548850  16BaYuTeBe.868     Br       True
8157.09171  0.01  0.01    2    0    0    1   0   1   4   3  s    E"  -16     0     0     0     0    0    0   3   2  s    E'    1 8261.513798  8263.707073  -2.193275 16BaYuTeBe.1137     Br       True
8164.56838  0.01  0.01    2    0    0    1   0   1   4   2  a    E"  -17     0     0     0     0    0    0   3   1  a    E'    2 8280.846675  8282.768066  -1.921391 16BaYuTeBe.1161     Br       True
8103.85660  0.01  0.01    2    0    0    1   0   1   4   1  s    E"  -18     0     0     0     0    0    0   4   2  s    E'    2 8287.685711  8290.333723  -2.648012 16BaYuTeBe.1024     Br       True
8208.34952  0.01  0.01    1    0    1    1   1   1   4   2  a    E"  -19     0     0     0     0    0    0   3   2  s    E'    1 8312.771608  8313.508320  -0.736712 16BaYuTeBe.1278     Br      False
8095.09943  0.01  0.01    1    0    1    1   1   1   4   1  s    E"  -20     0     0     0     0    0    0   5   4  s    E'    2 8333.752097  8333.850504  -0.098407 16BaYuTeBe.1009     Br       True
8229.73004  0.01  0.01    1    0    1    1   1   1   4   3  s    E"  -21     0     0     0     0    0    0   3   2  s    E'    1 8334.152128  8333.850504   0.301624 16BaYuTeBe.1344     CD       True
8150.32303  0.01  0.01    1    0    1    1   1   1   4   3  s    E"  -21     0     0     0     0    0    0   4   2  s    E'    2 8334.152141  8333.850504   0.301637 16BaYuTeBe.1115     CD       True
8241.65740  0.01  0.01    1    0    1    1   1   1   4   2  a    E"  -22     0     0     0     0    0    0   3   1  a    E'    2 8357.935695  8357.514667   0.421028 16BaYuTeBe.1384   CD_b      False
8063.31465  0.01  0.01    1    0    1    1   1   1   4   2  a    E"  -22     0     0     0     0    0    0   5   1  a    E'    4 8357.944706  8357.514667   0.430039  16BaYuTeBe.948   CD_b      False
8263.08242  0.01  0.01    1    0    1    1   1   1   4   0  a    E"  -23     0     0     0     0    0    0   3   1  a    E'    2 8379.360715  8379.511214  -0.150499 16BaYuTeBe.1460     Br      False
8204.09394  0.01  0.01    1    0    0    3   0   1   4   3  s    E"  -24     0     0     0     0    0    0   4   2  s    E'    2 8387.923051  8392.148919  -4.225868 16BaYuTeBe.1262     Br      False
8316.09163  0.01  0.01    1    2    0    2   0   2   4   3  s    E"  -25     0     0     0     0    0    0   3   1  a    E'    2 8432.369925  8430.650647   1.719278 16BaYuTeBe.1663     CD      False
8193.72277  0.01  0.01    1    2    0    2   0   2   4   3  s    E"  -25     0     0     0     0    0    0   5   4  s    E'    2 8432.375437  8430.650647   1.724790 16BaYuTeBe.1232     CD      False
8143.91866  0.01  0.01    1    0    0    3   0   1   4   2  a    E"  -26     0     0     0     0    0    0   5   1  a    E'    4 8438.548716  8440.533891  -1.985175 16BaYuTeBe.1101     CD      False
8299.19309  0.01  0.01    1    0    0    3   0   1   4   2  a    E"  -26     0     0     0     0    0    0   4   4  s    E'    1 8438.551139  8440.533891  -1.982752 16BaYuTeBe.1587     CD      False
8257.55184  0.01  0.01    1    0    0    3   0   1   4   1  s    E"  -27     0     0     0     0    0    0   4   2  s    E'    2 8441.380951  8441.311663   0.069288 16BaYuTeBe.1439   CD_b      False
8336.97105  0.01  0.01    1    0    0    3   0   1   4   1  s    E"  -27     0     0     0     0    0    0   3   2  s    E'    1 8441.393138  8441.311663   0.081475 16BaYuTeBe.1733   CD_b      False
8356.17718  0.01  0.01    1    0    0    3   0   1   4   0  a    E"  -28     0     0     0     0    0    0   3   2  s    E'    1 8460.599268  8461.575004  -0.975736 16BaYuTeBe.1811     CD      False
8276.77167  0.01  0.01    1    0    0    3   0   1   4   0  a    E"  -28     0     0     0     0    0    0   4   2  s    E'    2 8460.600781  8461.575004  -0.974223 16BaYuTeBe.1507     CD      False
8177.66513  0.01  0.01    1    0    0    3   0   1   4   0  a    E"  -28     0     0     0     0    0    0   5   2  s    E'    3 8460.602329  8461.575004  -0.972675 16BaYuTeBe.1183     CD      False
8296.86110  0.01  0.01    1    0    1    1   1   1   4   1  s    E"  -29     0     0     0     0    0    0   4   2  s    E'    2 8480.690211  8478.780900   1.909311 16BaYuTeBe.1577   CD_b      False
8364.42465  0.01  0.01    1    0    1    1   1   1   4   1  s    E"  -29     0     0     0     0    0    0   3   1  a    E'    2 8480.702945  8478.780900   1.922045 16BaYuTeBe.1845   CD_b      False
8382.97749  0.01  0.01    1    0    1    1   1   1   4   1  s    E"  -30     0     0     0     0    0    0   3   2  s    E'    1 8487.399578  8487.984092  -0.584514 16BaYuTeBe.1904     CD      False
8303.57377  0.01  0.01    1    0    1    1   1   1   4   1  s    E"  -30     0     0     0     0    0    0   4   2  s    E'    2 8487.402881  8487.984092  -0.581211 16BaYuTeBe.1605     CD      False
8371.45273  0.01  0.01    1    2    0    2   0   2   4   1  s    E"  -31     0     0     0     0    0    0   3   1  a    E'    2 8487.731025  8487.984092  -0.253067 16BaYuTeBe.1866     CD      False
8193.10328  0.01  0.01    1    2    0    2   0   2   4   1  s    E"  -31     0     0     0     0    0    0   5   1  a    E'    4 8487.733336  8487.984092  -0.250756 16BaYuTeBe.1229     CD      False
8434.16760  0.01  0.01    0    0    2    1   2   1   4   4  a    E"  -32     0     0     0     0    0    0   4   4  s    E'    1 8573.525649  8575.856593  -2.330944 16BaYuTeBe.2020     Br      False
8357.02398  0.01  0.01    0    0    2    1   2   1   4   4  a    E"  -33     0     0     0     0    0    0   5   4  s    E'    2 8595.676647  8595.781802  -0.105155 16BaYuTeBe.1816     Br      False
8436.93979  0.01  0.01    0    0    2    1   2   1   4   4  a    E"  -34     0     0     0     0    0    0   4   2  s    E'    2 8620.768901  8620.064628   0.704273 16BaYuTeBe.2024   CD_b       True
8414.70007  0.01  0.01    0    0    2    1   2   1   4   4  a    E"  -34     0     0     0     0    0    0   5   5  a    E'    1 8620.787550  8620.064628   0.722922 16BaYuTeBe.1984   CD_b       True
8350.70670  0.01  0.01    0    0    2    1   2   1   4   2  a    E"  -35     0     0     0     0    0    0   5   2  s    E'    3 8633.643899  8631.699963   1.943936 16BaYuTeBe.1790   CD_b       True
8529.23905  0.01  0.01    0    0    2    1   2   1   4   2  a    E"  -35     0     0     0     0    0    0   3   2  s    E'    1 8633.661138  8631.699963   1.961175 16BaYuTeBe.2122   CD_b       True
8340.50374  0.01  0.01    0    0    2    1   2   1   4   1  s    E"  -36     0     0     0     0    0    0   5   1  a    E'    4 8635.133796  8636.271896  -1.138100 16BaYuTeBe.1747   CD_b      False
8518.86289  0.01  0.01    0    0    2    1   2   1   4   1  s    E"  -36     0     0     0     0    0    0   3   1  a    E'    2 8635.141185  8636.271896  -1.130711 16BaYuTeBe.2110   CD_b      False
8342.03703  0.01  0.01    0    0    2    1   2   1   4   2  a    E"  -37     0     0     0     0    0    0   5   1  a    E'    4 8636.667086  8636.271896   0.395190 16BaYuTeBe.1755     CD      False
8441.06107  0.01  0.01    0    0    2    1   2   1   4   2  a    E"  -37     0     0     0     0    0    0   4   1  a    E'    3 8636.672391  8636.271896   0.400495 16BaYuTeBe.2034     CD      False
8346.18762  0.01  0.01    0    0    2    1   2   1   4   1  s    E"  -38     0     0     0     0    0    0   5   1  a    E'    4 8640.817676  8640.799400   0.018276 16BaYuTeBe.1772     CD       True
8524.54277  0.01  0.01    0    0    2    1   2   1   4   1  s    E"  -38     0     0     0     0    0    0   3   1  a    E'    2 8640.821065  8640.799400   0.021665 16BaYuTeBe.2115     CD       True
8349.11281  0.01  0.01    0    0    2    1   2   1   4   3  s    E"  -39     0     0     0     0    0    0   5   1  a    E'    4 8643.742866  8640.799400   2.943466 16BaYuTeBe.1785     Br       True
8366.24765  0.01  0.01    0    0    2    1   2   1   4   0  a    E"  -40     0     0     0     0    0    0   5   1  a    E'    4 8660.877706  8662.100362  -1.222656 16BaYuTeBe.1854     Br      False
8557.74715  0.01  0.01    0    0    2    1   2   1   4   1  s    E"  -41     0     0     0     0    0    0   3   2  s    E'    1 8662.169238  8662.100362   0.068876 16BaYuTeBe.2151     CD      False
8379.23360  0.01  0.01    0    0    2    1   2   1   4   1  s    E"  -41     0     0     0     0    0    0   5   2  s    E'    3 8662.170799  8662.100362   0.070437 16BaYuTeBe.1888     CD      False
8367.54314  0.01  0.01    0    0    2    1   2   1   4   1  s    E"  -41     0     0     0     0    0    0   5   1  a    E'    4 8662.173196  8662.100362   0.072834 16BaYuTeBe.1858     CD      False
7475.09509  0.01  0.01    1    1    0    2   0   2   4   2  s    E'   -1     0     0     0     0    0    0   4   1  s    E"    3 7670.001447  7675.944544  -5.943097   16BaYuTeBe.60     CD      False
7554.47000  0.01  0.01    1    1    0    2   0   2   4   2  s    E'   -1     0     0     0     0    0    0   3   1  s    E"    2 7670.006631  7675.944544  -5.937913  16BaYuTeBe.158     CD      False
7520.64792  0.01  0.01    1    1    0    2   0   2   4   4  s    E'   -2     0     0     0     0    0    0   5   5  s    E"    1 7725.917068  7726.670959  -0.753891  16BaYuTeBe.120     Br      False
7659.68452  0.01  0.01    1    1    0    2   0   2   4   0  s    E'   -3     0     0     0     0    0    0   3   1  s    E"    2 7775.221151  7776.628197  -1.407046  16BaYuTeBe.352     Br      False
7588.70778  0.01  0.01    1    1    1    0   1   0   4   4  s    E'   -4     0     0     0     0    0    0   5   5  s    E"    1 7793.976928  7793.917632   0.059296  16BaYuTeBe.218     Br       True
7596.19485  0.01  0.01    1    1    1    0   1   0   4   3  a    E'   -5     0     0     0     0    0    0   5   4  a    E"    2 7835.603141  7835.557674   0.045467  16BaYuTeBe.233     CD       True
7720.06720  0.01  0.01    1    1    1    0   1   0   4   3  a    E'   -5     0     0     0     0    0    0   3   1  s    E"    2 7835.603831  7835.557674   0.046157  16BaYuTeBe.464     CD       True
7541.63625  0.01  0.01    1    1    1    0   1   0   4   3  a    E'   -5     0     0     0     0    0    0   5   1  s    E"    4 7835.604570  7835.557674   0.046896  16BaYuTeBe.146     CD       True
7695.44289  0.01  0.01    1    1    1    0   1   0   4   3  a    E'   -5     0     0     0     0    0    0   4   4  a    E"    1 7835.606143  7835.557674   0.048469  16BaYuTeBe.411     CD       True
7597.59344  0.01  0.01    1    1    1    0   1   0   4   2  s    E'   -6     0     0     0     0    0    0   5   4  a    E"    2 7837.001731  7836.907945   0.093786  16BaYuTeBe.234     CD       True
7696.83908  0.01  0.01    1    1    1    0   1   0   4   2  s    E'   -6     0     0     0     0    0    0   4   4  a    E"    1 7837.002333  7836.907945   0.094388  16BaYuTeBe.416     CD       True
7543.03414  0.01  0.01    1    1    1    0   1   0   4   2  s    E'   -6     0     0     0     0    0    0   5   1  s    E"    4 7837.002460  7836.907945   0.094515  16BaYuTeBe.147     CD       True
7721.46609  0.01  0.01    1    1    1    0   1   0   4   2  s    E'   -6     0     0     0     0    0    0   3   1  s    E"    2 7837.002721  7836.907945   0.094776  16BaYuTeBe.466     CD       True
7642.09638  0.01  0.01    1    1    1    0   1   0   4   2  s    E'   -6     0     0     0     0    0    0   4   1  s    E"    3 7837.002737  7836.907945   0.094792  16BaYuTeBe.321     CD       True
7735.62134  0.01  0.01    1    1    1    0   1   0   4   0  s    E'   -7     0     0     0     0    0    0   3   1  s    E"    2 7851.157971  7851.144258   0.013713  16BaYuTeBe.492     Br       True
7679.25475  0.01  0.01    1    1    1    0   1   0   4   1  a    E'   -8     0     0     0     0    0    0   4   2  a    E"    2 7863.807807  7863.783787   0.024020  16BaYuTeBe.381     CD       True
7580.19111  0.01  0.01    1    1    1    0   1   0   4   1  a    E'   -8     0     0     0     0    0    0   5   2  a    E"    3 7863.807831  7863.783787   0.024044  16BaYuTeBe.196     CD       True
7758.62446  0.01  0.01    1    1    1    0   1   0   4   1  a    E'   -8     0     0     0     0    0    0   3   2  a    E"    1 7863.808215  7863.783787   0.024428  16BaYuTeBe.537     CD       True
7782.54237  0.01  0.01    0    1    2    0   2   0   4   4  s    E'   -9     0     0     0     0    0    0   5   5  s    E"    1 7987.811518  7987.527021   0.284497  16BaYuTeBe.590     Br       True
7782.18457  0.01  0.01    0    1    2    0   2   0   4   3  a    E'  -10     0     0     0     0    0    0   5   4  a    E"    2 8021.592861  8021.538319   0.054542  16BaYuTeBe.588     CD       True
7881.43011  0.01  0.01    0    1    2    0   2   0   4   3  a    E'  -10     0     0     0     0    0    0   4   4  a    E"    1 8021.593363  8021.538319   0.055044  16BaYuTeBe.757     CD       True
7917.85328  0.01  0.01    0    1    2    0   2   0   4   2  s    E'  -11     0     0     0     0    0    0   3   1  s    E"    2 8033.389911  8033.318945   0.070966  16BaYuTeBe.780     CD       True
7838.48357  0.01  0.01    0    1    2    0   2   0   4   2  s    E'  -11     0     0     0     0    0    0   4   1  s    E"    3 8033.389927  8033.318945   0.070982  16BaYuTeBe.690     CD       True
7751.64648  0.01  0.01    0    1    2    0   2   0   4   0  s    E'  -12     0     0     0     0    0    0   5   1  s    E"    4 8045.614800  8045.382443   0.232357  16BaYuTeBe.521     CD       True
7850.70952  0.01  0.01    0    1    2    0   2   0   4   0  s    E'  -12     0     0     0     0    0    0   4   1  s    E"    3 8045.615877  8045.382443   0.233434  16BaYuTeBe.706     CD       True
7930.07943  0.01  0.01    0    1    2    0   2   0   4   0  s    E'  -12     0     0     0     0    0    0   3   1  s    E"    2 8045.616061  8045.382443   0.233618  16BaYuTeBe.787     CD       True
7865.37577  0.01  0.01    0    1    2    0   2   0   4   1  a    E'  -13     0     0     0     0    0    0   4   2  a    E"    2 8049.928827  8049.904295   0.024532  16BaYuTeBe.734     CD       True
7766.31213  0.01  0.01    0    1    2    0   2   0   4   1  a    E'  -13     0     0     0     0    0    0   5   2  a    E"    3 8049.928851  8049.904295   0.024556  16BaYuTeBe.552     CD       True
7944.74528  0.01  0.01    0    1    2    0   2   0   4   1  a    E'  -13     0     0     0     0    0    0   3   2  a    E"    1 8049.929035  8049.904295   0.024740  16BaYuTeBe.792     CD       True
8158.23740  0.01  0.01    2    0    0    1   0   1   4   3  a    E'  -14     0     0     0     0    0    0   3   2  a    E"    1 8263.421155  8265.185909  -1.764754 16BaYuTeBe.1142     Br       True
