C.1	C.2       	C.3       	C.4       	C.5                 	C.6	C.7	C.8	C.9	C.10	C.11	C.12	C.13	C.14	C.15	C.16	C.17	C.18	C.19	C.20	C.21	C.22	C.23	C.24	C.25	C.26	C.27	C.28	C.29	C.30	C.31	C.32
1	4855.56472	   0.00050	1.6240E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	3	2	3	2	43	0	0	0	0	0	0	1	5	4	0	1	5	2
1	4855.57059	   0.00018	4.9781E-25	0210_10_sE'<-0000   	1	0	2	1	0	1	0	0	3	10	5	6	5	145	0	0	0	0	0	0	0	1	11	0	2	2	4
1	4855.57082	   0.00002	1.6692E-24	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	8	6	2	5	97	0	0	0	0	0	0	0	1	9	6	2	2	2
	4855.58237	          	6.3300E-25																												
	4855.59913	          	2.0540E-25																												
1	4855.61335	   0.00017	5.4070E-25	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	8	4	3	5	162	0	1	0	0	0	0	1	5	9	3	4	2	7
1	4855.72818	   0.00032	8.1740E-25	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	13	9	4	6	279	0	0	0	0	0	0	1	5	14	11	6	3	3
	4855.80872	          	5.8480E-25																												
	4855.87996	          	1.8941E-24																												
1	4855.90824	   0.00003	8.4421E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	5	3	4	6	119	0	0	0	0	0	0	0	1	6	4	3	3	2
2	4856.06847	          	7.7477E-25																												
1	4856.08003	          	4.1860E-24	0310_10_sE'<-0100   	1	0	3	1	0	1	0	0	3	2	1	6	5	47	0	1	0	0	0	0	0	1	3	0	2	2	3
1	4856.12659	   0.00053	1.1420E-23	1200_00_sA1'<-0000  	1	1	2	0	0	0	0	0	1	7	2	3	3	181	0	0	0	0	0	0	1	5	8	2	3	6	5
	4856.14067	          	1.4520E-24																												
	4856.17832	          	8.8660E-25																												
1	4856.20440	   0.00077	1.7372E-24	1300_00_sA1'<-0100  	1	1	3	0	0	0	0	0	1	5	0	2	2	93	0	1	0	0	0	0	1	5	4	0	1	5	4
1	4856.20571	          	5.0252E-24	0003_03_sA1'<-0000  	1	0	0	0	3	0	3	0	1	2	2	3	3	52	0	0	0	0	0	0	1	5	2	2	3	6	1
1	4856.20572	          	3.3776E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	17	17	6	2	137	0	0	0	0	0	0	1	5	18	18	1	5	1
1	4856.33526	   0.00028	9.3480E-25	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	13	9	5	3	278	0	0	0	0	0	0	0	1	14	11	6	6	3
	4856.41275	          	1.2550E-24																												
1	4856.47972	   0.00118	7.0000E-25	1300_00_sA1'<-0100  	1	1	3	0	0	0	0	0	1	5	1	6	6	178	0	1	0	0	0	0	1	5	4	1	6	3	6
	4856.68737	          	4.7160E-25																												
1	4856.78514	   0.00031	5.2660E-24	1200_00_sA1'<-0000  	1	1	2	0	0	0	0	0	1	7	0	2	2	97	0	0	0	0	0	0	1	5	8	0	1	5	3
1	4856.93803	   0.00121	5.5433E-24	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	7	3	5	2	98	0	0	0	0	0	0	1	5	8	0	1	5	3
1	4856.96263	   0.00165	7.5660E-25	1300_00_sA1'<-0100  	1	1	3	0	0	0	0	0	1	5	2	3	3	175	0	1	0	0	0	0	1	5	4	2	3	6	6
	4857.05652	          	1.4570E-24																												
1	4857.14296	   0.00066	1.3890E-23	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	9	2	3	6	249	0	0	0	0	0	0	1	5	10	1	6	3	7
1	4857.14584	   0.00026	2.2698E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	4	1	6	3	100	0	0	0	0	0	0	0	1	5	1	6	6	4
1	4857.25876	   0.00059	8.7408E-25	0003_01_sE'<-0000   	1	0	0	0	3	0	1	0	3	8	2	3	2	81	0	0	0	0	0	0	0	1	8	3	5	5	2
1	4857.25149	   0.00107	7.5191E-25	0310_10_sE'<-0100   	1	0	3	1	0	1	0	0	3	8	7	6	5	139	0	1	0	0	0	0	0	1	8	6	2	2	3
	4857.54758	          	6.0360E-25																												
	4857.71315	          	8.9910E-25																												
1	4857.75541	   0.00016	8.2320E-23	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	5	4	3	6	117	0	0	0	0	0	0	1	5	6	5	6	3	1
1	4857.76947	   0.00013	2.0422E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	5	0	2	3	124	0	0	0	0	0	0	1	5	6	2	3	6	3
1	4857.80582	   0.00103	6.5415E-24	1200_00_sA1'<-0000  	1	1	2	0	0	0	0	0	1	7	1	6	6	184	0	0	0	0	0	0	1	5	8	1	6	3	6
	4857.88828	          	8.7610E-25																												
	4857.97783	          	3.3043E-24																												
1	4858.07260	   0.00003	7.6710E-25	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	11	7	6	2	126	0	0	0	0	0	0	0	1	12	9	5	5	2
1	4858.10877	   0.00032	1.1408E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	9	2	3	3	250	0	0	0	0	0	0	0	1	10	1	6	6	7
1	4858.14537	   0.00027	9.2101E-24	1200_00_sA1'<-0000  	1	1	2	0	0	0	0	0	1	6	5	6	6	139	0	0	0	0	0	0	1	5	7	5	6	3	2
1	4858.14392	   0.00083	1.2568E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	5	0	2	6	125	0	0	0	0	0	0	0	1	6	2	3	3	3
1	4858.20682	   0.00019	1.7520E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	11	7	6	5	118	0	0	0	0	0	0	1	5	12	9	4	2	2
1	4858.22806	   0.00035	4.8519E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	11	4	3	3	294	0	0	0	0	0	0	0	1	12	5	6	6	5
1	4858.25402	   0.00009	9.1685E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	5	4	3	3	116	0	0	0	0	0	0	0	1	6	5	6	6	1
1	4858.27539	   0.00001	3.1440E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	10	2	3	5	142	0	0	0	0	0	0	1	5	11	3	4	2	3
1	4858.32554	   0.00017	3.4790E-24	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	9	2	3	6	246	0	0	0	0	0	0	0	1	10	2	3	3	6
1	4858.40516	   0.00036	8.6850E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	11	4	3	6	299	0	0	0	0	0	0	1	5	12	5	6	3	5
1	4858.47310	   0.00018	2.9970E-24	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	9	2	3	3	246	0	0	0	0	0	0	1	5	10	2	3	6	6
1	4858.52160	   0.00012	3.4561E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	13	8	3	2	159	0	0	0	0	0	0	0	1	14	9	5	5	2
1	4858.56544	   0.00006	1.0580E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	12	8	3	3	262	0	0	0	0	0	0	1	5	13	10	3	6	3
1	4858.85997	   0.00055	7.1455E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	7	4	3	5	88	0	0	0	0	0	0	1	5	8	3	4	2	2
1	4858.89465	   0.00074	4.8970E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	11	4	3	3	295	0	0	0	0	0	0	0	1	12	5	6	6	5
1	4859.06717	          	6.0507E-24	0310_10_sE'<-0100   	1	0	3	1	0	1	0	0	3	4	4	3	3	151	0	1	0	0	0	0	0	1	5	5	6	6	5
	4859.11684	          	5.6800E-25																												
	4859.20196	          	1.5910E-24																												
1	4859.23352	   0.00044	6.4060E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	12	6	1	6	306	0	0	0	0	0	0	1	5	13	7	6	3	5
1	4859.25663	          	8.5090E-25	1101_01_aE"<-0100   	1	1	1	0	1	0	1	1	6	5	2	3	5	91	0	1	0	0	0	0	1	5	6	3	4	2	4
	4859.28979	          	5.3440E-25																												
1	4859.34413	          	5.1793E-24	0003_03_aA2"<-0000  	1	0	0	0	3	0	3	1	5	2	2	3	6	51	0	0	0	0	0	0	0	1	2	2	3	3	1
1	4859.41095	   0.00040	6.8990E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	13	8	3	5	152	0	0	0	0	0	0	1	5	14	9	4	2	2
	4859.43490	          	3.2910E-25																												
1	4859.44937	   0.00004	4.9970E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	12	6	2	3	307	0	0	0	0	0	0	0	1	13	7	6	6	5
1	4859.46569	   0.00006	1.3520E-24	0003_03_aA2"<-0000  	1	0	0	0	3	0	3	1	5	3	1	6	3	71	0	0	0	0	0	0	0	1	3	1	6	6	2
2	4859.48119	          	1.8935E-25																												
	4859.48656	          	3.1860E-25																												
1	4859.54470	   0.00003	8.4330E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	7	4	3	2	95	0	0	0	0	0	0	0	1	8	3	5	5	2
1	4859.56513	   0.00063	2.4960E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	14	10	3	3	311	0	0	0	0	0	0	0	1	15	11	6	6	3
1	4859.61471	   0.00039	8.8888E-25	1300_00_sA1'<-0100  	1	1	3	0	0	0	0	0	1	5	3	5	5	80	0	1	0	0	0	0	1	5	4	3	4	2	2
1	4859.62025	   0.00081	3.1812E-25	1200_00_sA1'<-0000  	1	1	2	0	0	0	0	0	1	7	7	6	6	148	0	0	0	0	0	0	0	1	7	4	3	3	3
1	4859.69774	          	6.0728E-24	0310_10_sE'<-0100   	1	0	3	1	0	1	0	0	3	3	2	3	2	67	0	1	0	0	0	0	0	1	4	3	5	5	3
1	4859.86784	   0.00001	5.8480E-25	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	6	6	2	3	126	0	0	0	0	0	0	1	5	6	4	3	6	2
	4860.02571	          	1.1327E-24																												
1	4860.15821	          	1.1644E-24	1101_01_sE'<-0100   	1	1	1	0	1	0	1	0	3	5	2	3	2	102	0	1	0	0	0	0	0	1	6	3	5	5	5
2	4860.15822	          	8.8454E-26																												
1	4860.30757	   0.00009	2.1965E-22	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	5	5	6	5	52	0	0	0	0	0	0	0	1	6	6	2	2	1
1	4860.38968	   0.00028	3.6280E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	13	8	3	2	160	0	0	0	0	0	0	0	1	14	9	5	5	2
1	4860.42247	   0.00047	1.5820E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	9	2	3	6	247	0	0	0	0	0	0	0	1	10	2	3	3	6
1	4860.47097	   0.00083	1.3058E-24	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	12	0	1	2	167	0	0	0	0	0	0	0	1	13	3	5	5	4
1	4860.61664	   0.00014	2.1500E-22	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	5	5	6	2	60	0	0	0	0	0	0	1	5	6	6	1	5	1
1	4860.67589	   0.00004	5.6140E-24	0003_03_sA1'<-0000  	1	0	0	0	3	0	3	0	1	3	2	3	3	70	0	0	0	0	0	0	1	5	3	2	3	6	1
1	4861.07912	   0.00034	3.2390E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	9	2	3	3	248	0	0	0	0	0	0	1	5	10	2	3	6	6
1	4861.19801	   0.00051	1.3430E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	14	10	3	6	312	0	0	0	0	0	0	1	5	15	11	6	3	3
1	4861.22897	   0.00040	1.3920E-24	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	8	5	6	3	200	0	0	0	0	0	0	0	1	9	5	6	6	3
1	4861.30563	   0.00034	1.3080E-24	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	6	6	2	3	143	0	0	0	0	0	0	1	5	7	4	3	6	3
1	4861.39393	   0.00010	1.4920E-24	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	8	5	6	6	198	0	0	0	0	0	0	1	5	9	5	6	3	3
1	4861.43376	   0.00010	2.1650E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	7	4	3	3	183	0	0	0	0	0	0	1	5	8	2	3	6	5
2	4861.75716	          	4.6162E-25																												
1	4861.80080	   0.00050	1.8630E-24	0003_03_sA1'<-0000  	1	0	0	0	3	0	3	0	1	4	1	6	6	92	0	0	0	0	0	0	1	5	4	1	6	3	3
1	4861.99963	   0.00006	1.0827E-22	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	8	3	5	5	112	0	0	0	0	0	0	0	1	9	0	2	2	4
1	4862.18621	   0.00009	2.1625E-22	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	4	1	6	5	54	0	0	0	0	0	0	0	1	5	0	2	2	2
	4862.20742	          	1.8380E-24																												
1	4862.23977	   0.00011	1.1950E-23	0003_03_sA1'<-0000  	1	0	0	0	3	0	3	0	1	1	0	2	2	21	0	0	0	0	0	0	1	5	0	0	1	5	1
1	4862.29963	   0.00049	1.4979E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	10	6	2	3	230	0	0	0	0	0	0	1	5	11	8	3	6	3
1	4862.38852	   0.00069	1.4730E-24	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	10	1	6	3	282	0	0	0	0	0	0	1	5	11	2	3	6	7
	4862.41005	          	2.2450E-24																												
1	4862.55547	   0.00001	3.5728E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	6	1	6	5	79	0	0	0	0	0	0	1	5	7	3	4	2	2
1	4862.60987	   0.00013	7.2310E-25	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	7	6	1	3	146	0	0	0	0	0	0	1	5	7	4	3	6	3
1	4862.82493	   0.00026	2.7900E-24	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	7	2	3	2	99	0	0	0	0	0	0	1	5	8	0	1	5	3
	4863.02587	          	1.1000E-24																												
	4863.34240	          	7.9220E-25																												
	4863.46985	          	2.2994E-23																												
1	4863.71146	   0.00092	1.5990E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	10	6	1	6	231	0	0	0	0	0	0	0	1	11	8	3	3	3
	4863.76605	          	1.0100E-24																												
1	4863.79027	   0.00055	1.2950E-24	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	10	1	6	6	280	0	0	0	0	0	0	0	1	11	2	3	3	7
1	4863.95223	   0.00005	8.4870E-23	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	4	0	1	6	98	0	0	0	0	0	0	1	5	5	1	6	3	4
1	4863.95878	   0.00193	2.4065E-24	0310_10_sE'<-0100   	1	0	3	1	0	1	0	0	3	2	0	1	3	87	0	1	0	0	0	0	0	1	3	1	6	6	3
1	4864.00601	   0.00002	7.9220E-25	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	11	7	6	5	119	0	0	0	0	0	0	1	5	12	9	4	2	2
1	4864.08446	   0.00102	3.5760E-24	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	10	2	3	6	283	0	0	0	0	0	0	1	5	11	1	6	3	8
1	4864.12964	   0.00018	2.0960E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	9	5	6	6	213	0	0	0	0	0	0	1	5	10	7	6	3	3
1	4864.16382	   0.00009	1.7200E-23	1200_00_sA1'<-0000  	1	1	2	0	0	0	0	0	1	6	4	3	3	144	0	0	0	0	0	0	1	5	7	4	3	6	3
1	4864.18292	   0.00079	2.0140E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	11	7	6	2	127	0	0	0	0	0	0	0	1	12	9	5	5	2
1	4864.22888	   0.00015	1.8150E-24	0003_01_aE"<-0000   	1	0	0	0	3	0	1	1	6	5	1	6	2	59	0	0	0	0	0	0	0	1	5	3	5	5	1
	4864.32072	          	3.7731E-24																												
1	4864.37877	   0.00008	9.4222E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	4	0	1	3	101	0	0	0	0	0	0	0	1	5	1	6	6	4
	4864.49892	          	5.5960E-25																												
2	4864.81487	          	6.7079E-25																												
1	4864.88421	   0.00027	8.7400E-25	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	11	1	6	3	316	0	0	0	0	0	0	1	5	12	2	3	6	7
1	4864.93207	   0.00036	1.5830E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	9	1	6	3	249	0	0	0	0	0	0	1	5	10	2	3	6	6
	4864.94445	          	2.3640E-24																												
1	4864.96327	   0.00029	8.5930E-25	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	8	2	3	6	218	0	0	0	0	0	0	1	5	9	1	6	3	6
2	4865.03026	          	9.6904E-25																												
1	4865.09670	   0.00004	4.4300E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	9	1	6	2	132	0	0	0	0	0	0	1	5	10	0	1	5	4
1	4865.11220	   0.00016	1.5840E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	9	1	6	6	248	0	0	0	0	0	0	0	1	10	2	3	3	6
1	4865.24317	   0.00019	1.5495E-23	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	7	4	3	6	186	0	0	0	0	0	0	1	5	8	1	6	3	6
1	4865.53074	   0.00011	3.0870E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	10	2	3	3	283	0	0	0	0	0	0	0	1	11	1	6	6	8
1	4865.62275	   0.00030	2.9698E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	8	2	3	6	219	0	0	0	0	0	0	1	5	9	1	6	3	6
1	4865.86088	   0.00034	2.1900E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	9	5	6	3	209	0	0	0	0	0	0	0	1	10	7	6	6	3
	4865.89718	          	7.7760E-25																												
1	4866.00242	   0.00002	1.5840E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	7	4	3	3	187	0	0	0	0	0	0	0	1	8	1	6	6	6
	4866.01081	          	2.2910E-24																												
1	4866.03318	   0.00023	2.7154E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	6	5	6	3	146	0	0	0	0	0	0	1	5	7	4	3	6	3
	4866.08956	          	1.2470E-24																												
1	4866.13012	   0.00021	7.6080E-25	0310_10_sE'<-0100   	1	0	3	1	0	1	0	0	3	7	7	6	5	112	0	1	0	0	0	0	0	1	7	6	2	2	4
1	4866.18013	   0.00035	8.4460E-25	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	10	1	6	3	284	0	0	0	0	0	0	0	1	11	1	6	6	8
1	4866.26264	   0.00002	3.7350E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	6	5	6	6	145	0	0	0	0	0	0	0	1	7	4	3	3	3
1	4866.27699	   0.00005	1.0510E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	3	3	5	6	74	0	0	0	0	0	0	0	1	4	2	3	3	2
1	4866.37611	   0.00008	1.0730E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	11	1	6	6	315	0	0	0	0	0	0	0	1	12	2	3	3	7
	4866.45684	          	2.2240E-24																												
1	4866.47736	   0.00044	1.7610E-24	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	8	4	3	6	206	0	0	0	0	0	0	0	1	9	4	3	3	4
1	4866.61261	   0.00006	9.6610E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	3	3	5	3	73	0	0	0	0	0	0	1	5	4	2	3	6	2
1	4866.68043	   0.00007	3.6589E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	6	5	6	6	150	0	0	0	0	0	0	0	1	7	2	3	3	4
1	4866.68073	   0.00008	2.6131E-24	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	6	5	6	3	152	0	0	0	0	0	0	1	5	7	2	3	6	4
1	4866.69956	   0.00020	6.3220E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	8	4	3	2	93	0	0	0	0	0	0	1	5	9	6	1	5	2
	4866.71599	          	2.7040E-25																												
2	4866.73965	          	7.0297E-25																												
1	4866.74932	          	3.9410E-24	0003_03_sA1'<-0000  	1	0	0	0	3	0	3	0	1	4	2	3	3	93	0	0	0	0	0	0	1	5	4	2	3	6	2
	4866.81551	          	1.2850E-24																												
1	4866.92138	   0.00041	3.1971E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	8	2	3	3	222	0	0	0	0	0	0	0	1	9	1	6	6	6
1	4866.99139	   0.00121	1.3140E-24	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	8	4	3	3	208	0	0	0	0	0	0	1	5	9	4	3	6	4
	4867.06011	          	1.6260E-24																												
1	4867.09639	          	2.1455E-23	0003_03_aA2"<-0000  	1	0	0	0	3	0	3	1	5	3	3	4	2	41	0	0	0	0	0	0	0	1	3	3	5	5	1
	4867.17155	          	1.2530E-24																												
1	4867.44593	          	3.9620E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	16	16	3	6	262	0	0	0	0	0	0	1	5	17	17	6	3	1
1	4867.49744	   0.00026	8.5700E-23	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	4	1	6	3	100	0	0	0	0	0	0	1	5	5	2	3	6	3
1	4867.58313	   0.00008	2.0040E-23	1200_00_sA1'<-0000  	1	1	2	0	0	0	0	0	1	6	3	5	5	80	0	0	0	0	0	0	1	5	7	3	4	2	2
	4867.62691	          	2.1270E-24																												
1	4867.65667	   0.00009	2.2460E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	10	3	5	3	274	0	0	0	0	0	0	1	5	11	4	3	6	6
1	4867.79765	   0.00009	1.8019E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	10	3	5	6	273	0	0	0	0	0	0	0	1	11	4	3	3	6
1	4867.82812	   0.00014	9.6410E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	4	1	6	6	97	0	0	0	0	0	0	0	1	5	2	3	3	3
1	4867.86508	   0.00002	5.9260E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	14	11	6	2	143	0	0	0	0	0	0	1	5	15	12	1	5	2
	4867.89706	          	6.4970E-25																												
1	4867.94141	   0.00015	5.8230E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	8	4	3	5	99	0	0	0	0	0	0	0	1	9	6	2	2	2
1	4867.96233	   0.00018	3.0310E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	7	3	5	6	170	0	0	0	0	0	0	1	5	8	5	6	3	3
1	4867.99538	   0.00107	7.5450E-25	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	7	7	6	6	156	0	0	0	0	0	0	1	5	8	7	6	3	2
2	4868.01988	          	6.2869E-25																												
	4868.12610	          	6.0150E-25																												
1	4868.15719	   0.00016	6.7920E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	14	11	6	5	153	0	0	0	0	0	0	0	1	15	12	2	2	2
1	4868.22438	   0.00066	7.1953E-24	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	9	2	3	6	249	0	0	0	0	0	0	0	1	10	2	3	3	6
1	4868.23024	   0.00066	7.7047E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	5	1	6	5	56	0	0	0	0	0	0	1	5	6	3	4	2	2
1	4868.37782	   0.00032	6.9010E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	9	2	3	3	250	0	0	0	0	0	0	1	5	10	2	3	6	6
	4868.50432	          	6.3920E-25																												
	4868.63251	          	5.2190E-25																												
	4868.67560	          	5.9700E-24																												
1	4868.79796	   0.00017	2.4982E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	11	5	6	2	150	0	0	0	0	0	0	1	5	12	6	1	5	3
1	4868.79361	   0.00042	2.9326E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	6	2	3	3	147	0	0	0	0	0	0	1	5	7	4	3	6	3
1	4868.82738	   0.00009	1.3330E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	6	5	6	2	71	0	0	0	0	0	0	0	1	7	3	5	5	2
1	4868.96622	   0.00010	1.6350E-24	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	7	5	6	6	188	0	0	0	0	0	0	1	5	8	1	6	3	6
1	4869.06093	   0.00006	2.8550E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	11	5	6	5	140	0	0	0	0	0	0	0	1	12	6	2	2	3
1	4869.09769	   0.00021	5.3490E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	13	9	4	6	295	0	0	0	0	0	0	0	1	14	10	3	3	4
1	4869.14803	   0.00010	7.3780E-25	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	7	7	6	3	154	0	0	0	0	0	0	0	1	8	7	6	6	2
1	4869.21623	   0.00012	7.7290E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	12	7	6	3	296	0	0	0	0	0	0	1	5	13	8	3	6	4
	4869.23277	          	2.6410E-25																												
1	4869.25812	   0.00035	7.7440E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	12	7	6	6	295	0	0	0	0	0	0	0	1	13	8	3	3	4
1	4869.28738	   0.00006	2.7400E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	7	3	5	3	168	0	0	0	0	0	0	0	1	8	5	6	6	3
1	4869.35574	   0.00062	8.3420E-25	0003_03_sA1'<-0000  	1	0	0	0	3	0	3	0	1	5	1	6	6	115	0	0	0	0	0	0	1	5	5	1	6	3	4
	4869.48690	          	2.4880E-24																												
1	4869.54589	   0.00049	5.9520E-25	0310_10_sE'<-0100   	1	0	3	1	0	1	0	0	3	7	5	6	6	247	0	1	0	0	0	0	0	1	7	4	3	3	8
	4869.61597	          	4.5103E-24																												
	4869.67658	          	3.6168E-24																												
1	4869.73715	   0.00053	5.4280E-25	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	7	0	2	6	178	0	0	0	0	0	0	0	1	8	4	3	3	4
1	4869.87442	   0.00024	5.3140E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	13	9	4	3	297	0	0	0	0	0	0	1	5	14	10	3	6	4
1	4869.95217	   0.00003	1.5600E-23	0003_03_sA1'<-0000  	1	0	0	0	3	0	3	0	1	4	3	5	5	50	0	0	0	0	0	0	1	5	4	3	4	2	1
1	4869.98747	   0.00128	2.8040E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	13	10	3	5	130	0	0	0	0	0	0	0	1	14	12	2	2	1
1	4870.05170	   0.00018	2.1740E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	11	2	3	2	151	0	0	0	0	0	0	1	5	12	6	1	5	3
	4870.08228	          	3.6350E-24																												
	4870.10621	          	1.2850E-24																												
2	4870.17570	          	7.2027E-25																												
1	4870.27382	   0.00018	2.7860E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	6	2	3	6	146	0	0	0	0	0	0	0	1	7	4	3	3	3
