ν1	ν2	ν3	ν4	L3	L4	J	K	i	Γ	Nb	E (cm-1)	δ (cm-1)	Transitions
0	0	0	2	0	2	5	0	a	E"	46	3555.110231	5.48E-04	11
0	0	1	0	1	0	3	1	s	A2"	16	3555.813311	5.39E-04	8
0	0	0	2	0	2	6	6	a	E"	39	3556.000648	5.75E-04	4
0	0	1	0	1	0	3	1	a	A2'	21	3556.149418	5.29E-04	14
0	4	0	0	0	0	3	2	s	E'	33	3556.24834	5.39E-04	2
0	0	1	0	1	0	3	1	s	E"	34	3556.989375	5.29E-04	18
0	0	0	2	0	2	5	1	a	E'	45	3557.16843	5.57E-04	12
0	0	1	0	1	0	3	1	a	E'	34	3557.327163	5.39E-04	17
0	3	0	0	0	0	8	0	a	A2"	24	3558.023433	4.90E-04	16
0	2	0	1	0	1	2	1	a	A2'	10	3559.052368	1.00E-02	1
0	2	0	1	0	1	6	4	s	A2'	18	3559.598622	1.22E-03	2
0	0	1	0	1	0	3	0	s	E'	35	3559.921618	5.39E-04	15
0	0	1	0	1	0	3	0	a	E"	35	3560.24617	5.29E-04	16
0	1	0	1	0	1	10	6	a	E"	45	3562.445857	6.02E-04	18
0	4	0	0	0	0	3	1	s	E"	36	3563.382186	5.29E-04	3
0	1	0	1	0	1	11	9	a	E'	44	3564.126203	1.55E-02	2
0	2	0	1	0	1	7	7	s	A2"	19	3565.161522	1.00E-02	1
0	4	0	0	0	0	3	0	s	A2'	22	3565.786653	5.48E-04	2
0	1	0	0	0	0	16	3	s	A2"	14	3565.793842	8.19E-04	11
0	1	0	0	0	0	18	14	s	E'	15	3567.099004	7.02E-04	9
0	1	0	1	0	1	10	5	s	E"	46	3570.159048	5.20E-04	21
0	1	0	0	0	0	17	10	s	E'	18	3570.550704	7.99E-04	12
0	0	0	0	0	0	20	12	s	A2'	3	3571.59451	9.41E-04	6
0	0	0	0	0	0	20	12	a	A2"	3	3571.796873	9.49E-04	5
1	0	0	0	0	0	5	4	s	E'	46	3571.917667	5.57E-04	11
0	0	0	2	0	2	7	7	s	A2"	20	3572.218038	5.75E-04	5
0	1	0	1	0	1	11	9	s	E"	46	3572.507874	5.28E-04	17
1	0	0	0	0	0	5	4	a	E"	47	3572.914855	5.48E-04	13
0	0	0	2	0	2	7	7	a	A2'	23	3573.440155	5.66E-04	4
0	0	0	1	0	1	14	6	s	E'	36	3574.739673	4.27E-04	26
0	1	0	0	0	0	16	3	a	A2'	12	3575.376441	6.74E-04	12
0	1	0	1	0	1	10	5	a	A2'	21	3575.686299	5.20E-04	26
0	2	0	0	0	0	14	6	s	A2'	16	3577.267485	8.56E-04	7
0	2	0	0	0	0	13	4	a	E"	45	3578.882404	8.69E-04	8
0	3	0	0	0	0	9	7	a	E'	48	3579.035692	4.47E-04	18
0	0	1	0	1	0	4	4	s	A2'	18	3579.236409	5.48E-04	14
0	0	1	0	1	0	4	4	a	A2"	23	3579.604482	5.39E-04	13
0	0	0	2	0	0	6	4	s	E'	42	3581.592405	5.57E-04	11
0	0	0	1	0	1	14	6	a	E"	36	3582.418495	1.08E-03	28
0	1	0	0	0	0	16	2	s	E'	26	3583.26124	6.82E-04	12
0	1	0	0	0	0	19	17	s	E"	11	3583.631837	3.65E-02	9
0	0	1	0	1	0	4	4	s	E'	40	3583.887292	5.43E-04	10
0	0	1	0	1	0	4	4	a	E"	40	3584.211751	5.66E-04	5
0	0	0	2	0	2	6	4	s	A2'	19	3584.686984	5.66E-04	12
0	1	0	1	0	1	10	4	s	E'	47	3585.713158	5.11E-04	25
0	3	0	0	0	0	11	4	s	E'	45	3585.719519	4.68E-04	12
0	1	0	0	0	0	17	10	a	E"	19	3585.861395	7.92E-04	9
0	0	0	2	0	0	7	7	s	E"	42	3586.634951	5.83E-04	6
0	0	0	2	0	2	6	4	a	A2"	23	3586.795825	5.57E-04	12
0	0	0	0	0	0	19	5	s	E"	12	3587.289377	1.53E-03	5
0	0	0	0	0	0	19	5	a	E'	11	3587.383263	1.09E-03	6
0	0	0	2	0	0	6	4	a	E"	41	3588.873047	5.66E-04	10
0	0	0	0	0	0	21	16	s	E'	4	3589.244863	1.49E-03	4
0	0	0	0	0	0	21	16	a	E"	4	3589.652285	1.85E-03	5
0	0	0	1	0	1	15	11	a	E'	28	3591.88735	7.61E-04	10
0	1	0	0	0	0	16	2	a	E"	24	3592.146258	6.90E-04	11
0	1	0	0	0	0	18	14	a	E"	15	3592.328051	7.10E-04	8
0	3	0	0	0	0	12	9	s	A2"	24	3593.492103	5.30E-04	18
0	1	0	0	0	0	16	1	s	E"	25	3593.827479	7.28E-04	9
0	0	0	2	0	2	6	5	s	A2"	24	3594.035686	5.75E-04	11
0	0	0	2	0	2	6	5	a	A2'	20	3595.464332	5.66E-04	10
0	0	0	1	0	1	15	11	s	E"	30	3595.621934	6.36E-04	21
0	0	0	1	0	1	14	6	a	E"	37	3596.104987	1.08E-03	26
0	1	0	1	0	1	12	11	s	A2"	25	3597.107774	1.08E-03	12
0	0	0	1	0	1	14	6	s	E'	37	3597.39886	1.23E-03	9
1	0	0	0	0	0	5	3	s	A2"	20	3597.519487	5.57E-04	13
0	4	0	0	0	0	4	4	s	E'	41	3598.179567	5.57E-04	2
1	0	0	0	0	0	5	3	a	A2'	25	3598.515813	5.48E-04	12
0	1	0	1	0	1	11	8	s	A2'	24	3599.81364	5.20E-04	25
0	1	0	1	0	1	10	5	a	E'	48	3601.080352	4.82E-04	26
0	2	0	0	0	0	15	13	a	E'	29	3601.895606	7.62E-04	6
0	1	0	0	0	0	16	1	a	E'	27	3602.512041	7.18E-04	12
0	2	0	0	0	0	13	3	a	A2'	24	3603.117544	6.49E-04	10
0	1	0	1	0	1	10	4	s	A2'	22	3603.332695	5.20E-04	25
0	0	1	0	1	0	4	3	s	E"	41	3604.481924	5.48E-04	16
0	0	1	0	1	0	4	3	a	E'	42	3604.829483	5.39E-04	14
0	1	0	0	0	0	16	0	a	A2"	15	3605.908694	7.99E-04	12
0	2	0	0	0	0	16	16	a	E"	26	3605.985865	1.69E-03	4
0	0	1	0	1	0	4	3	s	E"	42	3608.008137	5.48E-04	13
0	0	1	0	1	0	4	3	a	E'	43	3608.326357	5.39E-04	14
0	3	0	0	0	0	11	3	s	A2"	21	3609.737737	5.30E-04	15
0	0	0	1	0	1	17	17	a	E'	19	3610.015788	2.09E-03	2
0	0	0	2	0	0	6	3	s	A2"	25	3611.792291	5.57E-04	13
0	1	0	1	0	1	10	4	a	E"	47	3613.335662	1.06E-03	22
0	4	0	0	0	0	4	3	s	A2"	24	3614.133101	5.39E-04	2
0	3	0	0	0	0	10	10	a	E"	48	3614.421751	5.47E-04	12
0	0	0	1	0	1	15	10	s	E'	30	3615.023259	7.56E-04	19
1	0	0	0	0	0	5	2	s	E'	47	3615.785129	5.57E-04	13
0	1	0	1	0	1	11	9	a	E'	46	3616.212762	5.30E-04	9
0	1	0	1	0	1	12	12	a	E"	44	3616.551657	5.40E-04	9
0	0	0	0	0	0	19	4	s	E'	12	3616.553339	1.14E-03	5
0	0	0	0	0	0	19	4	a	E"	13	3616.64091	9.58E-04	5
1	0	0	0	0	0	6	6	s	A2'	22	3616.641951	5.66E-04	8
1	0	0	0	0	0	5	2	a	E"	48	3616.786458	5.48E-04	12
0	2	0	0	0	0	15	10	s	E'	31	3617.036682	1.09E-03	4
0	3	0	0	0	0	9	6	a	A2"	24	3617.211553	5.10E-04	21
0	1	0	1	0	1	10	3	s	E"	49	3617.477766	6.00E-04	24
1	0	0	0	0	0	6	6	a	A2"	26	3617.682278	5.75E-04	9
0	0	0	2	0	0	6	3	a	A2'	23	3618.589009	5.66E-04	13
0	0	0	1	0	1	15	10	a	E"	31	3618.938837	1.24E-03	20
0	0	0	2	0	2	6	3	s	E"	44	3620.144427	5.66E-04	11
0	0	0	1	0	1	14	5	s	A2"	19	3620.267577	2.05E-03	1
0	2	0	0	0	0	13	2	a	E"	46	3620.433922	7.36E-04	8
0	2	0	0	0	0	14	5	s	E"	38	3620.848144	7.03E-04	16
0	2	0	0	0	0	14	9	a	A2'	17	3620.901451	7.87E-04	13
0	0	1	0	1	0	4	2	s	E'	44	3622.640379	5.39E-04	16
0	0	1	0	1	0	4	2	a	E"	43	3622.967725	5.48E-04	15
0	1	0	0	0	0	19	17	a	E'	13	3623.06037	4.21E-02	9
0	0	0	2	0	2	6	3	a	E'	46	3623.551056	5.57E-04	11
0	2	0	0	0	0	17	16	s	E'	20	3624.390293	1.65E-03	7
0	0	1	0	1	0	4	2	s	A2'	19	3624.998373	5.48E-04	15
0	0	1	0	1	0	4	2	a	A2"	25	3625.334319	5.39E-04	16
1	0	0	0	0	0	5	1	s	E"	49	3626.737845	5.48E-04	11
0	3	0	0	0	0	11	2	s	E'	47	3626.921087	4.97E-04	13
1	0	0	0	0	0	5	1	a	E'	48	3627.743771	5.57E-04	13
0	1	0	1	0	1	10	3	s	E"	50	3628.204762	1.06E-03	18
0	0	0	1	0	1	16	14	a	E"	27	3629.418228	8.98E-04	4
0	0	0	1	0	1	14	5	a	A2'	18	3629.891609	1.07E-03	32
1	0	0	0	0	0	5	0	s	A2'	26	3630.385864	5.48E-04	9
0	3	0	0	0	0	13	12	s	A2'	25	3630.601272	7.68E-04	9
0	2	0	0	0	0	13	1	a	E'	45	3630.811888	7.73E-04	9
0	1	0	1	0	1	10	4	a	A2"	26	3631.472673	1.05E-03	19
0	0	0	1	0	1	14	5	a	E'	38	3631.804068	6.27E-04	23
0	0	0	1	0	1	14	5	s	E"	39	3632.636523	6.35E-04	27
0	0	0	2	0	2	7	6	s	E'	44	3633.315962	5.75E-04	7
0	4	0	0	0	0	4	1	s	E"	45	3633.609073	5.48E-04	2
0	0	1	0	1	0	4	1	s	A2"	26	3633.759091	5.39E-04	14
0	1	0	1	0	1	11	8	a	A2"	22	3633.884582	5.30E-04	9
0	0	1	0	1	0	4	1	a	A2'	20	3634.078161	5.48E-04	9
0	0	0	1	0	1	16	14	s	E'	28	3634.454399	1.08E-03	5
0	0	1	0	1	0	4	1	s	E"	46	3634.960228	5.48E-04	19
0	0	0	2	0	2	7	6	a	E"	43	3634.963689	5.66E-04	4
0	0	1	0	1	0	4	1	a	E'	46	3635.26133	5.39E-04	15
0	0	0	2	0	0	6	2	s	E'	47	3636.321213	5.01E-03	5
0	3	0	0	0	0	11	1	s	E"	47	3637.25461	4.83E-04	11
0	0	1	0	1	0	4	0	s	E'	47	3637.858607	5.39E-04	15
0	1	0	1	0	1	10	2	s	E'	49	3637.872584	7.08E-04	34
0	0	1	0	1	0	4	0	a	E"	47	3638.181247	5.48E-04	13
0	0	0	2	0	0	6	1	s	E"	46	3638.231069	5.66E-04	9
0	1	0	0	0	0	17	9	s	A2"	9	3638.693212	6.48E-04	14
0	0	0	0	0	0	19	3	a	A2'	7	3639.081714	1.21E-03	4
0	0	0	0	0	0	19	3	s	A2"	7	3639.492867	2.37E-03	5
0	3	0	0	0	0	11	0	s	A2'	25	3640.703069	6.05E-04	7
0	1	0	1	0	1	12	11	a	A2'	22	3640.737345	5.61E-04	1
0	1	0	1	0	1	11	8	s	E'	48	3641.031468	5.30E-04	25
0	1	0	1	0	1	10	2	s	A2'	23	3641.493273	6.89E-04	24
0	0	0	2	0	0	7	6	s	A2'	24	3641.58703	5.66E-04	6
0	0	0	2	0	0	6	1	a	E'	48	3641.657079	5.57E-04	9
0	0	0	2	0	0	6	2	a	E"	47	3642.555911	1.03E-03	7
0	0	1	0	1	0	5	5	s	E"	50	3644.434756	5.48E-04	12
0	0	1	0	1	0	5	5	a	E'	49	3644.806293	5.57E-04	12
0	0	0	2	0	0	6	0	a	A2"	28	3646.465517	5.57E-04	9
0	0	0	2	0	2	6	2	s	E'	49	3647.279533	5.57E-04	13
0	0	0	0	0	0	20	11	s	E"	8	3648.689083	1.01E-03	5
0	0	0	0	0	0	20	11	a	E'	8	3648.855554	9.94E-04	6
0	1	0	1	0	1	10	3	a	E'	50	3649.256501	1.05E-03	35
0	3	0	0	0	0	9	5	a	E'	49	3649.698898	5.10E-04	15
0	0	0	1	0	1	17	16	s	E'	21	3649.876115	7.37E-04	2
0	0	0	2	0	2	6	2	a	E"	48	3650.237921	5.66E-04	11
0	0	1	0	1	0	5	5	s	A2"	21	3650.251042	5.57E-04	9
0	0	1	0	1	0	5	5	a	A2'	27	3650.559985	5.48E-04	7
0	2	0	0	0	0	16	13	s	E"	28	3650.636129	1.09E-03	4
0	3	0	0	0	0	12	8	s	E'	45	3650.740021	5.31E-04	13
0	0	0	2	0	2	7	7	a	E'	45	3651.274094	5.92E-04	2
0	0	0	1	0	1	17	16	a	E"	21	3651.627327	1.13E-03	3
0	1	0	0	0	0	17	9	a	A2'	10	3652.027149	6.41E-04	12
0	1	0	1	0	1	12	11	s	E"	45	3652.644178	5.41E-04	20
0	1	0	1	0	1	10	3	a	E'	51	3653.497825	1.05E-03	21
0	0	0	0	0	0	19	2	s	E'	14	3655.420979	1.25E-03	5
0	0	0	0	0	0	19	2	a	E"	14	3655.497223	1.07E-03	5
0	2	0	0	0	0	14	4	s	E'	39	3655.920746	7.63E-04	16
0	0	0	2	0	2	6	3	s	E"	49	3656.713823	5.66E-04	4
1	0	0	0	0	0	6	5	s	E"	50	3656.974028	5.66E-04	12
0	1	0	1	0	1	10	1	s	E"	51	3657.823285	1.06E-03	14
1	0	0	0	0	0	6	5	a	E'	50	3657.989849	5.58E-04	12
0	0	0	1	0	1	14	4	s	E'	40	3658.121835	1.13E-03	8
0	0	0	1	0	1	16	13	s	E"	29	3659.005425	5.13E-04	9
0	0	0	1	0	1	14	4	a	A2"	20	3659.609091	1.08E-03	20
0	0	0	1	0	1	14	4	s	A2'	19	3660.093549	1.07E-03	11
0	0	0	1	0	1	16	13	a	E'	29	3661.505303	9.22E-04	6
0	0	0	2	0	2	6	3	a	E'	51	3662.123413	5.57E-04	15
0	4	0	0	0	0	5	5	s	E"	51	3664.228853	1.00E-02	1
0	1	0	1	0	1	11	7	s	E"	48	3664.465831	5.21E-04	19
0	0	0	0	0	0	19	1	s	E"	15	3665.107438	1.36E-03	3
0	0	0	0	0	0	19	1	a	E'	15	3665.181386	1.38E-03	6
0	0	0	2	0	2	6	1	s	A2"	29	3665.61524	5.57E-04	12
0	1	0	1	0	1	10	0	s	E'	52	3667.251042	5.10E-04	23
0	0	0	2	0	2	6	2	s	A2'	24	3667.509639	5.66E-04	16
0	1	0	0	0	0	18	13	s	E"	16	3667.730928	7.13E-04	10
0	0	0	1	0	1	14	4	a	E"	40	3668.235482	8.79E-04	9
0	0	0	1	0	1	15	10	a	A2"	15	3668.282033	6.42E-04	25
0	0	0	0	0	0	19	0	s	A2'	8	3668.333913	1.38E-03	6
0	1	0	1	0	1	10	1	s	A2"	27	3668.38113	8.38E-04	5
0	0	0	2	0	2	8	8	s	E'	48	3668.761361	5.75E-04	2
0	3	0	0	0	0	10	9	a	A2'	24	3669.199651	5.20E-04	19
0	0	0	2	0	2	6	1	a	A2'	25	3670.93926	5.66E-04	13
0	1	0	1	0	1	10	1	a	A2'	25	3671.238834	1.06E-03	9
0	0	0	1	0	1	15	10	s	A2'	18	3671.311646	6.34E-04	24
0	1	0	1	0	1	10	2	a	A2"	28	3672.639373	5.92E-04	6
0	0	0	2	0	2	6	0	s	E'	52	3676.006958	5.57E-04	12
0	3	0	0	0	0	9	4	a	E"	49	3676.398813	4.69E-04	19
0	0	1	0	1	0	5	4	s	A2'	28	3676.71313	5.48E-04	13
0	0	1	0	1	0	5	4	a	A2"	22	3677.062242	5.57E-04	14
0	0	0	2	0	2	6	1	s	E"	51	3677.882725	5.66E-04	11
0	1	0	1	0	1	11	8	a	E"	49	3679.257278	5.20E-04	7
0	0	0	1	0	1	14	3	a	E'	41	3679.865507	1.08E-03	19
0	2	0	0	0	0	14	8	a	E"	41	3680.193441	2.04E-03	1
0	0	0	2	0	2	6	0	a	E"	52	3680.675845	5.66E-04	12
0	0	0	2	0	2	6	2	a	A2"	30	3680.699721	5.57E-04	9
0	0	1	0	1	0	5	4	s	E'	50	3681.437821	5.57E-04	11
0	0	1	0	1	0	5	4	a	E"	52	3681.739733	5.66E-04	11
0	0	0	2	0	0	7	5	a	E'	46	3682.453826	5.01E-03	1
0	0	0	2	0	2	6	1	a	E'	53	3683.315338	5.57E-04	11
0	2	0	0	0	0	14	3	s	A2"	21	3683.372089	2.08E-03	1
0	4	0	0	0	0	5	4	s	E'	51	3684.713157	1.00E-02	1
0	0	0	1	0	1	14	2	a	E"	43	3685.119318	1.79E-03	1
0	0	0	2	0	2	7	5	s	E"	46	3685.649612	5.66E-04	7
0	1	0	1	0	1	10	1	a	E'	53	3687.576709	1.05E-03	18
0	0	0	2	0	2	7	5	a	E'	47	3687.787096	5.75E-04	6
0	0	0	2	0	0	7	5	a	E"	47	3687.830144	5.66E-04	4
0	0	0	2	0	0	8	8	a	E"	48	3687.840015	5.85E-04	1
0	0	0	2	0	0	8	8	s	E'	49	3688.328926	5.92E-04	4
0	2	0	0	0	0	15	12	a	A2"	16	3688.405813	1.09E-03	11
0	1	0	1	0	1	12	10	s	E'	46	3688.480083	6.35E-04	5
0	1	0	0	0	0	18	13	a	E'	16	3688.601601	7.07E-04	8
0	0	0	1	0	1	14	2	s	E'	42	3688.671464	2.04E-03	4
1	0	0	0	0	0	6	4	s	E'	54	3689.889687	5.57E-04	13
0	0	0	1	0	1	15	9	s	E"	32	3690.537932	1.08E-03	20
1	0	0	0	0	0	6	4	a	E"	53	3690.914077	5.66E-04	12
0	0	0	1	0	1	14	1	a	A2'	20	3692.130727	1.19E-03	2
0	2	0	0	0	0	18	18	s	A2'	9	3694.225963	6.38E-03	5
0	0	0	1	0	1	15	9	a	E'	32	3695.493437	1.09E-03	22
0	1	0	1	0	1	11	7	a	E'	49	3695.597847	5.89E-04	7
0	0	0	1	0	1	14	3	s	E"	44	3695.675277	1.08E-03	16
0	2	0	0	0	0	15	9	s	A2"	17	3695.836978	1.08E-03	8
0	0	0	0	0	0	21	15	s	A2"	3	3696.293943	1.24E-03	6
0	0	0	0	0	0	21	15	a	A2'	3	3696.607481	1.28E-03	5
0	1	0	1	0	1	10	0	a	E"	53	3697.151031	1.07E-03	16
0	3	0	0	0	0	9	3	a	A2'	28	3697.233222	4.96E-04	18
0	0	0	2	0	2	7	6	s	E'	48	3697.759456	5.75E-04	5
0	1	0	0	0	0	17	8	s	E'	22	3699.038336	6.48E-04	11
0	1	0	1	0	1	11	7	s	A2"	23	3700.06768	5.30E-04	30
0	0	0	2	0	2	7	6	a	E"	48	3700.732832	5.66E-04	5
0	3	0	0	0	0	12	7	s	E"	46	3701.524376	5.40E-04	18
0	0	1	0	1	0	5	3	s	E"	53	3701.871203	5.48E-04	10
0	0	1	0	1	0	5	3	a	E'	52	3702.190354	5.57E-04	15
0	2	0	0	0	0	14	2	s	E'	43	3702.842	1.08E-03	21
0	1	0	1	0	1	12	11	a	E'	47	3704.763238	5.33E-04	8
0	0	0	1	0	1	14	3	a	E'	44	3705.185212	1.09E-03	3
0	0	1	0	1	0	5	3	s	E"	54	3705.453548	5.48E-04	15
0	0	1	0	1	0	5	3	a	E'	53	3705.748638	5.57E-04	18
0	3	0	0	0	0	13	11	s	E"	48	3706.300037	7.09E-04	5
1	0	0	0	0	0	7	7	s	E"	49	3706.662294	5.83E-04	10
1	0	0	0	0	0	7	7	a	E'	50	3707.714815	5.75E-04	9
0	1	0	0	0	0	17	8	a	E"	22	3710.810715	6.40E-04	10
0	1	0	0	0	0	19	16	s	E'	16	3711.759859	1.25E-03	9
0	3	0	0	0	0	9	2	a	E"	50	3712.157235	5.00E-04	13
0	2	0	0	0	0	16	15	a	A2'	13	3713.635562	1.10E-03	8
0	2	0	0	0	0	14	1	s	E"	45	3714.003697	1.12E-03	3
0	4	0	0	0	0	5	2	s	E'	54	3714.33929	1.00E-02	1
1	0	0	0	0	0	6	3	s	A2"	31	3715.454031	5.57E-04	14
0	1	0	1	0	1	13	13	s	A2"	22	3715.970913	5.51E-04	15
1	0	0	0	0	0	6	3	a	A2'	26	3716.498636	5.66E-04	14
0	0	0	1	0	1	14	2	s	A2'	21	3717.396258	1.08E-03	13
0	0	0	0	0	0	20	10	s	E'	9	3718.458391	1.40E-03	5
0	0	0	0	0	0	20	10	a	E"	10	3718.596754	1.40E-03	5
0	3	0	0	0	0	10	8	a	E"	54	3718.724972	4.91E-04	14
0	0	1	0	1	0	5	2	s	E'	55	3719.965734	5.57E-04	17
0	0	1	0	1	0	5	2	a	E"	55	3720.20993	5.48E-04	16
0	1	0	1	0	1	11	6	s	E'	50	3720.482243	1.06E-03	18
0	3	0	0	0	0	9	1	a	E'	50	3721.124626	5.10E-04	12
0	0	1	0	1	0	6	6	s	E'	55	3722.038003	5.58E-04	11
0	0	1	0	1	0	5	2	s	A2'	30	3722.380782	5.48E-04	19
0	0	1	0	1	0	6	6	a	E"	54	3722.413893	5.66E-04	12
0	0	1	0	1	0	5	2	a	A2"	24	3722.641513	5.57E-04	15
0	3	0	0	0	0	14	14	s	E'	45	3724.903944	1.51E-03	1
0	0	0	2	0	0	7	4	s	E'	51	3725.889649	5.75E-04	9
0	0	1	0	1	0	6	6	s	E'	56	3729.021357	5.57E-04	9
0	0	1	0	1	0	6	6	a	E"	55	3729.314366	5.75E-04	5
0	0	0	2	0	2	7	4	s	A2'	26	3729.327385	5.66E-04	9
0	0	0	1	0	1	14	2	a	A2"	22	3729.468646	1.16E-03	1
0	0	1	0	1	0	5	1	s	A2"	25	3731.050087	5.57E-04	13
0	0	1	0	1	0	5	1	a	A2'	32	3731.38324	5.48E-04	13
0	0	0	1	0	1	16	13	a	A2'	14	3731.665988	7.68E-04	6
0	0	0	2	0	2	7	4	a	A2"	23	3732.013769	5.75E-04	12
0	0	1	0	1	0	5	1	s	E"	58	3732.264646	5.48E-04	18
0	2	0	0	0	0	14	7	a	E'	46	3732.498789	8.46E-04	8
0	0	1	0	1	0	5	1	a	E'	57	3732.554295	5.57E-04	20
0	0	0	1	0	1	14	1	s	E"	46	3733.383832	1.17E-03	4
1	0	0	0	0	0	6	2	s	E'	57	3733.696374	5.57E-04	12
0	1	0	1	0	1	11	7	a	A2'	26	3733.87097	5.20E-04	13
1	0	0	0	0	0	6	2	a	E"	56	3734.763594	5.66E-04	11
0	0	0	2	0	0	7	4	a	E"	52	3734.955715	5.96E-04	6
0	0	1	0	1	0	5	0	s	E'	58	3735.148999	5.57E-04	16
0	0	1	0	1	0	5	0	a	E"	59	3735.447229	5.48E-04	15
0	0	0	1	0	1	15	9	a	E'	33	3735.951537	8.29E-04	7
0	0	0	1	0	1	16	13	s	A2"	16	3736.148125	7.49E-04	7
0	0	0	2	0	2	7	5	s	A2"	24	3736.868815	5.75E-04	8
0	0	0	2	0	2	7	5	a	A2'	27	3737.85472	5.66E-04	5
0	0	0	2	0	2	8	7	s	A2"	26	3738.042376	5.75E-04	5
0	0	0	1	0	1	15	9	s	E"	33	3738.321217	8.74E-04	18
0	0	0	1	0	1	17	16	a	A2"	10	3738.740658	1.20E-03	3
0	1	0	1	0	1	12	10	s	A2'	23	3739.701459	5.40E-04	22
0	4	0	0	0	0	6	6	s	A2'	27	3742.811272	1.00E-02	1
0	1	0	0	0	0	19	16	a	E"	16	3743.332602	1.39E-03	7
0	0	0	1	0	1	14	0	s	E'	47	3743.412671	2.14E-03	1
0	0	0	1	0	1	17	16	s	A2'	11	3744.07667	6.55E-04	3
1	0	0	0	0	0	6	1	s	E"	57	3744.63488	5.66E-04	9
1	0	0	0	0	0	6	1	a	E'	58	3745.719785	5.71E-04	8
0	3	0	0	0	0	12	6	s	A2'	24	3745.809488	6.39E-04	10
0	0	0	1	0	1	14	1	s	A2"	23	3747.072815	1.08E-03	19
0	0	0	1	0	1	14	1	a	E'	48	3748.827671	1.08E-03	6
1	0	0	0	0	0	6	0	a	A2"	32	3749.369741	5.57E-04	7
0	1	0	1	0	1	11	6	a	E"	50	3749.380214	5.20E-04	8
0	1	0	1	0	1	11	6	s	E'	51	3749.960064	5.30E-04	22
0	0	0	2	0	0	8	7	s	E"	50	3751.713559	5.83E-04	6
0	1	0	0	0	0	17	7	s	E"	23	3751.814126	6.28E-04	10
1	0	0	0	0	0	7	6	s	A2'	29	3754.353692	5.66E-04	12
0	0	0	2	0	2	8	8	s	A2'	23	3755.035937	6.01E-04	4
0	3	0	0	0	0	11	11	a	E'	52	3755.056137	8.96E-04	10
1	0	0	0	0	0	7	6	a	A2"	25	3755.23787	5.75E-04	17
0	2	0	0	0	0	16	12	s	A2'	15	3755.575501	1.09E-03	5
0	0	0	2	0	0	7	3	s	A2"	26	3756.901638	5.75E-04	13
0	2	0	0	0	0	17	15	s	A2"	11	3757.461451	1.09E-03	6
0	0	0	1	0	1	16	12	s	E'	30	3758.187486	8.25E-04	5
0	0	0	1	0	1	15	8	s	A2'	19	3758.271859	1.07E-03	19
0	0	0	2	0	2	8	8	a	A2"	27	3758.605723	6.10E-04	2
0	1	0	0	0	0	18	12	s	A2'	10	3759.379412	6.09E-04	13
0	0	0	1	0	1	14	0	a	E"	47	3759.837651	1.12E-03	5
0	0	1	0	1	0	6	5	s	E"	58	3761.282027	5.66E-04	10
0	0	0	1	0	1	16	12	a	E"	30	3761.344203	9.06E-04	8
0	0	1	0	1	0	6	5	a	E'	59	3761.702608	5.57E-04	12
0	1	0	0	0	0	17	7	a	E'	23	3762.353733	6.36E-04	9
0	3	0	0	0	0	10	7	a	E'	54	3762.782979	4.80E-04	16
0	2	0	0	0	0	15	8	s	E'	34	3763.292443	1.09E-03	6
0	0	0	2	0	0	7	2	s	E'	53	3763.639028	5.75E-04	2
0	0	0	1	0	1	15	8	a	A2"	18	3764.487217	1.09E-03	20
0	0	0	2	0	0	7	3	a	A2'	30	3764.715419	5.66E-04	11
0	0	0	2	0	2	7	3	s	E"	54	3764.751644	5.66E-04	9
0	0	1	0	1	0	6	5	s	A2"	33	3767.285892	5.57E-04	13
0	0	1	0	1	0	6	5	a	A2'	28	3767.567475	5.66E-04	15
0	4	0	0	0	0	6	5	s	E"	60	3767.816469	2.02E-03	1
0	1	0	1	0	1	11	5	s	A2"	24	3768.13987	5.30E-04	24
0	0	0	2	0	2	7	3	a	E'	55	3768.154958	5.75E-04	10
0	2	0	0	0	0	15	11	a	E'	35	3770.187226	1.09E-03	9
0	1	0	1	0	1	12	9	s	E"	48	3770.273956	5.41E-04	6
0	0	0	0	0	0	22	18	s	A2'	2	3773.715559	7.57E-03	6
0	0	0	0	0	0	22	18	a	A2"	2	3774.269647	6.94E-03	5
0	0	0	1	0	1	17	15	s	E"	24	3774.641834	1.59E-03	3
0	3	0	0	0	0	13	10	s	E'	48	3776.221491	5.65E-04	7
0	0	0	2	0	2	9	9	s	E"	52	3776.246273	5.84E-04	3
0	0	0	1	0	1	17	15	a	E'	24	3776.724805	6.11E-04	3
0	1	0	0	0	0	18	12	a	A2"	10	3776.84725	5.92E-04	10
0	2	0	0	0	0	14	6	a	A2"	24	3777.463514	8.93E-04	19
0	0	0	2	0	2	9	9	a	E'	51	3777.761743	5.92E-04	1
0	0	0	2	0	0	7	1	s	E"	56	3778.682735	5.66E-04	7
0	1	0	1	0	1	11	6	a	E"	51	3780.142207	5.29E-04	7
0	1	0	1	0	1	13	13	a	A2'	26	3780.659532	5.41E-04	7
0	0	0	0	0	0	20	9	s	A2"	4	3781.084742	1.07E-03	7
0	0	0	0	0	0	20	9	a	A2'	4	3781.202586	1.23E-03	7
0	0	0	2	0	2	7	4	s	E'	56	3781.917666	1.08E-03	1
0	0	0	2	0	0	7	0	s	A2'	31	3783.471325	5.66E-04	5
0	3	0	0	0	0	12	5	s	E"	49	3783.477097	5.40E-04	12
