ν1	ν2	ν3	ν4	L3	L4	J	K	i	Γ	Nb	E (cm-1)	δ (cm-1)	Transitions
0	1	1	1	1	1	10	8	a	E"	360	6855.685824	3.45E-04	9
1	0	0	2	0	2	5	2	s	A2'	142	6856.854197	1.03E-03	7
0	0	1	1	1	1	16	15	a	E'	278	6856.947305	3.03E-03	1
0	0	0	4	0	4	6	4	a	A2"	156	6859.209941	7.01E-03	1
0	2	1	1	1	1	4	4	s	E'	247	6859.540492	1.03E-03	2
0	0	0	0	0	0	28	16	s	E'	15	6860.389271	3.58E-03	2
0	0	0	0	0	0	28	16	a	E"	14	6860.433251	2.95E-03	2
1	0	0	2	0	2	5	0	a	E"	271	6861.583923	7.42E-04	4
0	0	1	2	1	2	4	2	s	A2'	114	6861.812602	1.03E-03	7
0	0	1	2	1	2	4	2	a	A2"	130	6862.308383	1.02E-03	7
0	1	0	0	0	0	25	9	s	A2"	23	6863.246865	2.27E-03	3
1	0	0	2	0	2	5	0	s	E'	268	6863.424522	1.03E-03	3
1	0	0	2	0	2	5	1	s	E"	272	6863.887474	1.03E-03	3
0	0	1	1	1	1	14	8	s	E'	330	6863.901908	6.27E-04	2
0	1	1	1	1	1	9	3	s	E"	359	6864.618689	3.01E-04	8
0	1	0	0	0	0	25	9	a	A2'	25	6865.343343	2.96E-03	1
0	0	2	0	2	0	1	0	s	E'	90	6868.622612	5.21E-04	3
0	0	2	0	2	0	1	0	a	E"	94	6869.060242	1.02E-03	2
0	0	1	2	1	2	4	1	s	A2"	131	6869.244117	2.01E-03	2
1	0	1	0	1	0	5	3	s	E"	274	6869.646362	1.03E-03	6
0	1	1	1	1	1	9	4	a	E"	360	6869.653208	4.02E-04	12
0	0	1	1	1	1	13	0	a	A2"	184	6869.781347	5.71E-04	2
1	0	1	0	1	0	5	3	a	E'	270	6870.085618	1.03E-03	6
0	0	1	2	1	2	4	1	s	E"	247	6872.873418	1.03E-03	7
0	0	1	2	1	2	4	1	a	E'	252	6872.907547	1.02E-03	9
0	0	1	2	1	2	5	5	s	E"	275	6873.267203	2.01E-03	2
0	0	1	2	1	2	5	5	a	E'	272	6873.35951	1.03E-03	7
0	0	1	2	1	2	5	5	a	E'	273	6873.984953	2.02E-03	1
0	0	1	1	1	1	13	1	a	A2'	191	6874.226457	3.66E-04	2
1	0	1	0	1	0	5	3	s	E"	276	6874.523335	1.03E-03	9
0	0	0	4	0	2	7	5	s	A2"	154	6875.173274	3.02E-03	3
0	1	1	1	1	1	9	3	s	E"	361	6875.579305	4.40E-04	10
0	0	0	4	0	2	8	8	s	A2'	165	6875.754184	3.02E-03	2
0	0	1	2	1	2	4	0	a	E"	248	6877.142793	1.03E-03	6
0	0	1	2	1	2	4	0	s	E'	254	6877.406577	1.02E-03	6
0	1	1	1	1	1	10	8	s	A2'	176	6877.624043	3.35E-04	12
0	1	1	1	1	1	11	11	s	A2"	176	6877.745235	1.06E-03	4
0	0	1	1	1	1	13	0	s	A2'	192	6877.976837	4.24E-04	2
0	2	1	1	1	1	4	3	s	E"	249	6878.23053	2.50E-04	8
0	0	0	4	0	2	7	4	s	A2'	169	6878.381392	3.02E-03	3
0	0	0	4	0	2	8	7	s	A2"	177	6879.024516	7.01E-03	2
0	0	2	0	0	0	3	3	a	A2'	113	6879.614798	1.03E-03	2
0	0	0	0	0	0	27	9	a	A2'	14	6879.896268	2.72E-03	2
0	1	1	1	1	1	9	3	a	E'	359	6880.647842	3.28E-04	10
0	0	2	0	0	0	3	3	s	A2"	97	6880.820234	1.02E-03	2
1	1	0	1	0	1	11	10	a	A2"	177	6881.86482	1.06E-03	5
0	0	0	4	0	2	8	8	a	A2"	178	6882.630566	3.02E-03	3
0	0	1	2	1	2	5	5	s	A2"	129	6882.680311	1.04E-03	2
0	1	0	0	0	0	26	15	s	A2"	20	6882.983744	2.89E-03	1
0	0	1	2	1	2	5	5	a	A2'	146	6883.804394	1.04E-03	2
0	1	1	1	1	1	9	3	s	A2"	178	6884.675506	2.33E-03	4
1	0	1	0	1	0	6	6	s	E'	304	6885.505777	1.03E-03	5
1	0	1	0	1	0	6	6	a	E"	299	6886.347875	1.04E-03	5
0	1	1	1	1	1	9	2	s	E'	362	6887.364005	3.19E-04	10
1	0	1	0	1	0	6	6	s	E'	306	6887.698779	5.01E-03	1
1	0	1	0	1	0	6	6	a	E"	300	6888.382545	5.01E-03	1
1	0	1	0	1	0	5	2	s	E'	278	6888.420651	1.03E-03	6
1	0	1	0	1	0	5	2	a	E"	280	6888.903128	1.03E-03	6
0	2	1	1	1	1	4	3	s	E"	252	6889.056823	1.03E-03	6
1	0	1	0	1	0	5	2	s	A2'	147	6891.180691	1.03E-03	7
0	1	1	1	1	1	9	3	a	E'	363	6891.295881	3.17E-04	14
0	0	2	0	2	0	2	2	s	A2'	64	6891.564185	1.03E-03	1
0	0	2	0	2	0	2	2	a	A2"	83	6891.968399	2.12E-03	2
0	1	1	1	1	1	9	2	s	A2'	190	6892.088157	3.02E-04	17
1	0	1	0	1	0	5	2	a	A2"	131	6893.408566	2.45E-04	5
0	1	1	1	1	1	9	1	s	E"	363	6893.6679	3.27E-04	13
0	0	2	0	2	0	2	2	s	E'	153	6895.615953	1.01E-03	4
0	0	2	0	2	0	2	2	a	E"	150	6896.346971	1.02E-03	4
0	0	2	0	0	0	3	2	a	E"	207	6896.419069	1.03E-03	3
0	0	2	0	0	0	3	2	s	E'	203	6897.180803	1.02E-03	5
0	1	1	1	1	1	9	0	s	E'	364	6897.683688	7.59E-04	8
0	1	1	1	1	1	10	7	s	A2"	192	6897.942968	1.05E-03	10
1	0	0	2	0	2	6	4	s	A2'	145	6898.228572	1.03E-03	3
1	0	1	0	1	0	5	1	a	A2'	148	6898.79357	1.03E-03	4
1	0	0	2	0	2	6	5	s	A2"	160	6899.076486	1.04E-03	2
1	0	1	0	1	0	5	1	a	E'	281	6899.805376	2.45E-04	7
1	0	0	2	0	2	6	4	a	A2"	161	6899.930314	2.45E-04	4
0	1	1	1	1	1	9	3	a	A2'	191	6900.294661	5.08E-04	10
1	0	0	2	0	2	6	5	a	A2'	146	6900.340223	1.04E-03	3
0	1	1	1	1	1	10	8	a	A2"	194	6900.586206	3.22E-04	14
0	0	1	1	1	1	14	8	s	A2'	163	6901.68671	8.54E-04	4
0	0	1	1	1	1	14	8	a	A2"	173	6902.036404	5.07E-04	3
1	0	1	0	1	0	5	1	s	A2"	132	6902.404348	1.03E-03	1
0	0	2	0	2	0	2	1	s	E"	151	6902.604198	1.03E-03	2
0	1	1	1	1	1	9	2	a	A2"	179	6902.743542	3.26E-04	14
0	2	1	1	1	1	4	2	s	E'	258	6902.776773	3.28E-04	7
0	0	2	0	2	0	2	1	a	E'	155	6903.050482	1.02E-03	2
0	1	1	1	1	1	9	1	s	A2"	180	6903.59822	3.69E-04	11
0	2	1	1	1	1	5	5	s	E"	286	6903.625097	1.03E-03	4
1	0	1	0	1	0	5	1	s	E"	287	6903.712159	1.03E-03	6
0	1	1	1	1	1	9	2	a	E"	365	6905.038964	7.01E-03	9
1	0	1	0	1	0	5	0	s	E'	282	6905.879553	1.03E-03	5
0	1	1	1	1	1	9	2	a	E"	367	6906.158363	3.01E-04	13
0	0	2	0	0	0	3	1	a	E'	204	6906.479277	1.02E-03	5
1	0	1	0	1	0	5	0	a	E"	288	6906.588743	1.03E-03	6
0	0	2	0	2	0	2	0	s	E'	156	6906.988285	1.01E-03	3
0	0	2	0	0	0	3	1	s	E"	208	6907.113229	1.02E-03	3
0	0	2	0	2	0	2	0	a	E"	153	6907.445658	1.02E-03	3
0	0	1	2	1	2	5	4	a	A2"	134	6908.075017	1.03E-03	6
0	0	1	2	1	2	5	4	s	A2'	151	6908.337535	1.03E-03	6
0	1	1	1	1	1	11	10	s	A2'	190	6908.743302	3.36E-04	8
1	1	0	1	0	1	10	5	a	A2'	181	6908.981933	4.97E-04	5
0	2	1	1	1	1	4	2	s	A2'	121	6909.270181	2.37E-04	8
0	1	1	1	1	1	9	1	a	E'	366	6910.035392	3.82E-04	13
0	0	2	0	0	0	3	0	s	A2'	115	6910.433251	7.28E-04	5
0	1	1	1	1	1	11	11	a	A2'	191	6910.57063	4.83E-04	8
0	1	1	1	1	1	9	2	a	E"	371	6913.041106	4.24E-04	10
0	3	1	0	1	0	9	9	a	E'	368	6913.225047	3.02E-03	1
0	1	1	1	1	1	9	0	s	E'	369	6914.24164	4.95E-04	8
0	0	1	2	1	2	5	4	s	E'	287	6915.389576	1.03E-03	4
0	0	1	2	1	2	5	4	a	E"	291	6916.06608	1.04E-03	4
0	1	1	1	1	1	10	7	a	A2'	182	6917.47694	3.42E-04	11
0	1	0	0	0	0	25	8	a	E"	51	6917.890179	2.83E-03	2
0	2	1	1	1	1	4	1	s	A2"	138	6918.44439	2.69E-04	7
0	0	1	1	1	1	14	7	s	A2"	176	6918.741155	3.03E-03	1
0	3	1	0	1	0	8	5	a	A2'	168	6919.319861	5.08E-04	4
0	1	1	1	1	1	9	0	s	A2'	192	6919.450933	3.01E-04	11
0	1	1	1	1	1	9	1	s	E"	373	6919.609349	8.17E-04	6
0	2	1	1	1	1	4	1	s	E"	258	6921.50096	1.03E-03	7
0	0	0	4	0	0	7	3	a	A2'	173	6923.085961	3.61E-04	6
0	1	1	1	1	1	9	1	a	E'	370	6923.657092	1.09E-03	8
0	1	1	1	1	1	9	1	a	A2'	193	6924.193491	4.61E-04	9
0	2	1	1	1	1	5	5	s	A2"	136	6924.410155	1.04E-03	4
0	3	1	0	1	0	9	9	a	E'	371	6925.050538	3.02E-03	1
0	2	1	1	1	1	4	0	s	E'	264	6925.664372	8.64E-04	7
1	0	1	0	1	0	6	5	s	E"	307	6927.428128	1.04E-03	6
1	0	1	0	1	0	6	5	a	E'	311	6927.882848	1.03E-03	5
0	1	1	1	1	1	9	0	a	A2"	182	6928.81801	7.87E-04	8
0	2	0	3	0	3	7	0	s	A2'	174	6929.027747	3.02E-03	1
0	0	0	0	0	0	27	8	s	E'	25	6929.934324	2.81E-03	2
0	1	1	1	1	1	11	10	a	A2"	180	6931.748514	3.78E-04	9
1	0	1	0	1	0	6	5	a	A2'	149	6932.519564	5.01E-03	1
1	0	1	0	1	0	6	5	s	A2"	164	6932.657542	2.83E-04	4
0	1	1	1	1	1	10	7	s	E"	377	6932.835976	1.17E-03	10
0	0	2	0	0	0	4	4	a	E"	261	6932.94166	7.42E-04	3
0	1	1	1	1	1	9	0	a	E"	375	6933.117414	3.23E-04	8
0	0	2	0	0	0	4	4	s	E'	265	6934.058351	1.03E-03	2
0	0	1	2	1	2	5	3	s	E"	296	6935.47524	1.03E-03	6
0	0	1	2	1	2	5	3	a	E'	291	6935.660761	1.03E-03	7
0	0	2	0	2	0	3	3	s	E"	210	6937.417209	1.03E-03	3
0	0	2	0	2	0	3	3	a	E'	207	6937.717285	1.02E-03	3
0	1	1	1	1	1	9	1	a	E'	374	6938.039141	1.54E-03	5
1	0	0	2	0	2	6	4	s	E'	313	6938.091667	1.04E-03	5
1	0	0	2	0	2	6	4	a	E"	310	6938.109799	1.04E-03	5
0	0	1	2	1	2	5	3	s	E"	298	6939.323308	1.03E-03	3
0	0	1	2	1	2	5	3	a	E'	292	6939.595482	1.03E-03	3
0	3	1	0	1	0	8	4	a	A2"	182	6940.153153	7.01E-03	2
0	0	0	4	0	2	8	7	s	E"	352	6943.153393	3.02E-03	3
0	0	1	1	1	1	17	17	s	E"	259	6943.667183	3.28E-03	1
0	0	1	1	1	1	15	11	s	E"	320	6943.702147	3.03E-03	1
1	2	0	1	0	1	6	4	s	E'	314	6944.616318	3.02E-03	1
0	2	1	1	1	1	5	4	s	A2'	157	6948.891352	3.36E-04	8
0	0	2	0	2	0	3	2	s	A2'	116	6949.058438	1.03E-03	2
0	0	2	0	2	0	3	2	a	A2"	99	6949.494249	1.02E-03	2
0	1	1	1	1	1	10	6	s	E'	382	6950.263118	3.30E-04	9
0	0	1	2	1	2	6	6	a	E"	313	6951.146392	2.02E-03	5
0	0	1	2	1	2	6	6	s	E'	316	6951.28288	1.03E-03	6
0	0	1	1	1	1	14	7	s	E"	354	6951.599888	6.27E-04	3
0	0	1	1	1	1	14	7	a	E'	356	6951.642734	4.03E-04	3
0	2	1	1	1	1	0	0	a	E"	29	6952.117156	1.02E-03	2
0	0	2	0	2	0	3	2	s	E'	209	6953.126118	1.02E-03	3
0	1	1	1	1	1	10	7	a	E'	383	6953.235891	9.83E-04	10
0	0	2	0	2	0	3	2	a	E"	211	6953.435711	1.02E-03	3
0	0	1	2	1	2	5	2	a	E"	304	6954.56332	1.03E-03	6
0	0	1	2	1	2	5	2	s	E'	299	6954.679699	1.03E-03	7
0	0	0	0	0	0	28	15	s	A2"	9	6955.42456	2.89E-03	3
0	0	0	0	0	0	28	15	a	A2'	8	6955.456635	2.67E-03	1
0	0	2	0	0	0	4	3	a	A2'	124	6956.470731	1.03E-03	5
0	0	2	0	0	0	4	3	s	A2"	141	6957.090632	1.02E-03	6
1	0	1	0	1	0	6	4	s	A2'	151	6959.532009	2.85E-03	8
1	0	1	0	1	0	6	4	a	A2"	167	6960.369122	1.03E-03	6
0	1	1	1	1	1	11	10	s	E'	379	6960.492722	1.86E-03	6
0	0	1	2	1	2	6	6	s	E'	319	6961.225879	2.02E-03	1
1	0	0	2	0	2	6	3	s	E"	316	6962.304145	1.04E-03	3
0	1	0	0	0	0	25	7	s	E"	53	6962.35671	2.72E-03	1
0	0	1	2	1	2	6	6	a	E"	317	6962.428737	1.05E-03	2
0	0	2	0	2	0	3	1	a	A2'	117	6963.030721	5.48E-04	1
0	2	1	1	1	1	5	4	s	E'	304	6963.252569	1.03E-03	5
1	0	1	0	1	0	6	4	s	A2'	153	6963.86443	3.03E-03	1
0	1	0	0	0	0	25	7	a	E'	50	6963.992814	2.49E-03	1
0	0	1	2	1	2	5	2	s	A2'	159	6964.221553	1.03E-03	5
0	0	1	2	1	2	6	6	a	A2"	169	6964.283516	1.27E-03	2
0	0	1	2	1	2	5	2	a	A2"	143	6964.524518	1.03E-03	3
0	2	1	1	1	1	1	1	a	A2'	57	6965.076933	5.49E-04	6
1	0	1	0	1	0	6	4	a	E"	318	6966.887047	5.66E-04	7
0	1	1	1	1	1	10	6	a	E"	387	6968.637658	3.93E-04	10
0	2	0	3	0	1	5	1	a	A2'	161	6968.710752	1.03E-03	4
0	1	1	1	1	1	12	12	s	E'	382	6969.023721	1.06E-03	5
0	0	0	4	0	2	7	1	s	A2"	164	6970.09475	7.01E-03	1
0	2	1	1	1	1	1	0	a	E"	96	6971.724156	1.62E-03	4
0	0	1	2	1	2	5	1	a	E'	307	6973.20875	2.02E-03	3
0	0	2	0	0	0	4	2	a	E"	265	6973.222387	1.03E-03	3
0	0	2	0	0	0	4	2	s	E'	268	6973.716517	1.02E-03	6
0	0	0	0	0	0	27	7	s	E"	28	6973.863187	2.58E-03	2
0	0	0	0	0	0	27	7	a	E'	27	6973.874336	2.81E-03	2
0	0	1	2	1	2	5	1	s	E"	311	6973.893007	1.03E-03	5
1	0	1	0	1	0	7	7	s	A2"	165	6974.618189	3.02E-03	3
1	0	0	2	0	2	6	1	s	A2"	170	6974.832555	1.03E-03	4
1	0	1	0	1	0	7	7	a	A2'	177	6975.459287	1.04E-03	5
1	0	0	2	0	2	6	2	a	A2"	171	6977.83689	7.48E-04	6
0	0	1	2	1	2	5	0	a	E"	313	6978.259704	1.03E-03	6
0	2	1	1	1	1	6	6	s	E'	323	6978.40319	2.92E-04	5
0	0	1	2	1	2	5	0	s	E'	310	6979.101588	2.02E-03	2
0	1	1	1	1	1	10	6	s	E'	387	6979.581398	3.70E-04	7
0	2	1	1	1	1	5	3	s	E"	315	6982.47109	3.36E-04	7
0	0	2	0	0	0	4	1	a	E'	269	6983.250041	1.02E-03	5
0	0	2	0	0	0	4	1	s	E"	266	6983.705587	1.03E-03	5
1	0	0	2	0	2	6	0	a	E"	322	6984.308299	1.03E-03	3
0	0	0	4	0	4	7	4	s	A2'	179	6984.741638	3.02E-03	3
1	0	0	2	0	2	6	0	s	E'	325	6984.8497	1.03E-03	6
0	1	1	1	1	1	11	9	s	E"	385	6985.185295	3.74E-04	11
0	0	2	0	0	0	4	0	a	A2"	142	6986.588519	1.02E-03	5
0	3	1	0	1	0	8	1	a	A2'	173	6986.967608	1.04E-03	1
0	1	1	1	1	1	11	10	a	E"	386	6987.355591	3.37E-04	11
1	0	1	0	1	0	6	3	a	E'	326	6988.164886	1.03E-03	3
0	2	1	1	1	1	2	2	a	E"	156	6990.246584	2.43E-04	7
0	0	2	0	2	0	4	4	s	A2'	125	6991.686468	1.03E-03	3
0	0	1	2	1	2	6	5	a	E'	329	6991.835374	2.02E-03	3
0	0	2	0	2	0	4	4	a	A2"	143	6992.029236	1.02E-03	3
0	0	0	4	0	2	9	9	s	E"	382	6992.267961	3.02E-03	2
0	0	1	2	1	2	6	5	s	E"	327	6992.288022	1.04E-03	12
0	2	1	1	1	1	5	3	s	E"	318	6992.650143	7.01E-04	7
0	0	1	1	1	1	14	6	a	E"	366	6993.505944	4.58E-04	3
1	0	1	0	1	0	6	3	a	E'	330	6993.633198	1.03E-03	8
0	1	1	1	1	1	10	5	s	E"	389	6994.863025	6.43E-04	10
0	0	2	0	0	0	5	5	a	E'	313	6996.211231	1.03E-03	2
0	1	1	1	1	1	12	12	a	E"	383	6996.214261	1.06E-03	5
0	1	1	1	1	1	10	6	a	E"	391	6997.996512	6.17E-04	7
1	0	1	0	1	0	5	5	s	E'	314	6998.717656	5.01E-03	2
0	0	2	0	0	0	5	5	s	E"	320	6999.775563	1.04E-03	2
0	0	1	2	1	2	6	5	s	A2"	173	7001.695699	1.04E-03	4
0	2	1	1	1	1	2	2	a	A2"	86	7002.036528	1.02E-03	4
0	0	1	2	1	2	6	5	a	A2'	161	7002.19817	7.55E-04	4
0	3	1	0	1	0	13	13	s	A2"	191	7002.898562	3.02E-03	3
0	1	0	0	0	0	25	6	a	A2"	26	7003.746292	2.61E-03	1
0	2	1	1	1	1	2	1	a	A2'	68	7004.250752	1.02E-03	3
0	1	1	1	1	1	11	9	a	E'	389	7005.630587	5.69E-04	8
1	0	1	0	1	0	6	2	s	E'	337	7006.124575	1.03E-03	6
1	0	1	0	1	0	6	2	a	E"	334	7006.601016	1.03E-03	6
0	3	1	0	1	0	9	7	a	A2'	200	7006.748207	3.02E-03	3
0	2	1	1	1	1	5	2	s	E'	317	7006.942967	3.87E-04	7
1	0	1	0	1	0	6	2	a	A2"	174	7009.274533	2.45E-04	6
0	2	1	1	1	1	2	1	a	E'	160	7010.138352	1.02E-03	6
0	2	1	1	1	1	2	0	a	E"	157	7010.624904	1.02E-03	5
1	0	1	0	1	0	6	2	s	A2'	162	7011.016919	2.65E-04	7
0	0	0	0	0	0	27	6	s	A2'	15	7011.738948	3.47E-03	2
0	0	0	0	0	0	27	6	a	A2"	14	7011.79066	2.98E-03	1
0	1	1	1	1	1	10	5	a	E'	395	7012.368089	1.01E-03	9
0	2	1	1	1	1	5	2	s	A2'	166	7013.074701	8.89E-04	6
0	0	2	0	2	0	4	3	s	E"	269	7014.069015	1.03E-03	3
0	0	1	2	1	2	6	1	s	E"	335	7015.708201	1.03E-03	5
1	0	1	0	1	0	6	1	s	A2"	176	7017.993796	1.03E-03	4
0	1	1	1	1	1	10	5	s	A2"	202	7018.079676	3.80E-04	13
1	0	1	0	1	0	6	1	a	E'	340	7018.884466	1.03E-03	6
0	2	1	1	1	1	5	1	s	A2"	150	7022.581357	1.03E-03	4
1	0	1	0	1	0	6	1	s	E"	337	7023.48101	1.03E-03	3
1	0	1	0	1	0	7	6	s	E'	352	7024.020951	1.04E-03	5
1	0	1	0	1	0	7	6	a	E"	355	7024.200647	1.04E-03	3
1	0	1	0	1	0	6	0	s	E'	341	7024.491263	2.45E-04	7
0	2	1	1	1	1	5	1	s	E"	324	7025.190857	7.73E-04	7
0	0	2	0	2	0	4	2	s	A2'	127	7025.606768	1.03E-03	3
0	0	2	0	2	0	4	2	a	A2"	146	7026.127809	1.02E-03	3
1	0	1	0	1	0	6	0	a	E"	338	7026.322186	1.03E-03	3
0	2	1	1	1	1	3	3	a	E'	215	7027.641442	7.00E-03	3
0	0	1	2	1	2	6	4	a	A2"	179	7027.683763	1.03E-03	7
0	0	1	2	1	2	6	4	s	A2'	166	7028.00454	1.03E-03	5
0	0	1	1	1	1	14	5	a	A2'	184	7028.132947	7.25E-04	3
0	0	1	1	1	1	14	5	s	A2"	193	7028.278	1.20E-03	3
0	1	1	1	1	1	12	12	s	E'	391	7028.307852	1.07E-03	4
0	0	2	0	0	0	5	4	a	E"	325	7029.003271	1.03E-03	4
0	0	2	0	2	0	4	2	s	E'	276	7029.630764	1.02E-03	3
0	0	2	0	2	0	4	2	a	E"	271	7030.195985	1.03E-03	3
0	2	1	1	1	1	5	0	s	E'	322	7030.496946	1.35E-03	5
0	2	1	1	1	1	6	5	s	E"	341	7032.012523	1.04E-03	3
0	1	1	1	1	1	10	4	s	A2'	192	7032.041036	3.32E-04	12
0	1	1	1	1	1	11	9	s	E"	393	7032.232165	8.85E-04	5
0	0	1	1	1	1	17	17	a	A2'	137	7033.87319	5.29E-03	1
0	0	1	2	1	2	6	4	s	E'	346	7034.192154	7.49E-04	6
0	0	1	2	1	2	6	4	a	E"	343	7034.631566	2.02E-03	2
0	1	1	1	1	1	10	5	a	A2'	194	7034.86656	3.38E-04	12
0	1	0	0	0	0	25	5	s	E"	56	7035.884875	3.22E-03	1
0	0	2	0	2	0	4	1	s	E"	274	7036.591967	1.03E-03	3
0	0	2	0	2	0	4	1	a	E'	278	7037.210879	1.02E-03	3
0	1	0	0	0	0	25	5	a	E'	56	7037.237454	4.30E-03	1
0	0	1	2	1	2	7	7	s	A2"	171	7038.552819	9.36E-04	3
0	0	1	2	1	2	7	7	a	A2'	184	7039.433547	2.13E-03	2
0	0	1	2	1	2	7	7	a	A2'	185	7040.797501	1.04E-03	3
0	0	2	0	2	0	4	0	s	E'	279	7040.952631	1.02E-03	3
0	0	2	0	2	0	4	0	a	E"	275	7041.591952	1.03E-03	3
0	0	1	2	1	2	7	7	s	A2"	173	7041.700837	1.04E-03	3
0	0	0	0	0	0	28	14	s	E'	20	7043.380272	4.51E-03	1
0	0	0	0	0	0	28	14	a	E"	18	7043.411035	2.86E-03	1
0	0	0	0	0	0	27	5	s	E"	31	7043.695924	3.69E-03	2
0	0	0	0	0	0	27	5	a	E'	29	7043.703342	4.30E-03	2
1	0	0	2	0	2	7	5	a	A2'	186	7045.761391	1.04E-03	3
0	1	1	1	1	1	10	4	s	E'	401	7048.507724	3.55E-04	10
0	2	1	1	1	1	3	2	a	E"	220	7049.033649	1.80E-04	7
0	1	1	1	1	1	10	4	a	A2"	207	7049.325355	4.65E-04	11
0	0	1	2	1	2	7	7	s	E"	359	7051.902879	1.05E-03	2
0	1	1	1	1	1	11	8	s	E'	398	7052.401062	1.06E-03	9
0	0	2	0	0	0	5	3	a	A2'	171	7052.441867	1.03E-03	7
0	0	2	0	0	0	5	3	s	A2"	154	7052.830781	4.78E-04	7
0	0	1	2	1	2	7	7	a	E'	359	7053.075653	2.03E-03	1
0	0	1	2	1	2	6	3	a	E'	351	7054.492808	1.03E-03	5
0	0	1	2	1	2	6	3	s	E"	349	7055.015084	9.88E-04	6
0	1	1	1	1	1	11	9	a	E'	399	7055.505672	4.28E-04	8
0	0	1	2	1	2	6	3	a	E'	352	7057.840317	1.03E-03	3
0	0	1	2	1	2	6	3	s	E"	351	7057.896735	1.04E-03	3
0	0	2	0	2	0	5	5	s	E"	329	7058.415654	1.15E-03	4
0	0	2	0	2	0	5	5	a	E'	325	7058.768767	4.78E-04	3
0	2	1	1	1	1	3	2	a	A2"	102	7060.017436	1.23E-03	7
0	1	1	1	1	1	12	12	a	E"	395	7061.565094	1.06E-03	7
0	1	1	1	1	1	10	3	s	E"	401	7061.777857	1.05E-03	9
0	1	1	1	1	1	12	11	s	E"	396	7062.896379	2.13E-03	8
0	2	1	1	1	1	3	1	a	A2'	122	7063.317511	3.29E-04	6
0	2	1	1	1	1	7	7	s	A2"	177	7063.677145	1.04E-03	5
0	1	1	1	1	1	10	4	a	E"	402	7064.080906	4.16E-04	8
0	1	0	0	0	0	25	4	a	E"	58	7064.5323	2.36E-03	1
1	0	1	0	1	0	7	5	a	E'	364	7065.819751	1.04E-03	6
1	0	1	0	1	0	7	5	s	E"	367	7066.000487	1.04E-03	5
0	2	1	1	1	1	3	0	a	E"	221	7068.596586	1.03E-03	2
0	2	1	1	1	1	3	1	a	E'	218	7068.756088	1.02E-03	4
0	0	2	0	0	0	5	2	a	E"	331	7069.127848	1.03E-03	6
0	0	0	4	0	2	9	8	s	A2'	203	7069.319226	7.01E-03	1
0	0	2	0	0	0	5	2	s	E'	327	7069.507189	1.03E-03	5
0	0	0	0	0	0	27	4	s	E'	30	7069.714468	3.95E-03	1
0	0	0	0	0	0	27	4	a	E"	32	7069.726001	2.83E-03	1
0	1	1	1	1	1	10	3	s	E"	404	7070.769549	3.38E-04	7
0	1	1	1	1	1	11	8	a	E"	402	7072.065565	4.83E-04	7
0	0	1	2	1	2	6	2	a	E"	357	7072.903794	1.93E-02	2
1	0	1	0	1	0	7	5	s	A2"	178	7073.13328	1.04E-03	3
0	0	1	2	1	2	6	0	s	A2'	173	7073.139702	7.01E-03	2
0	2	1	1	1	1	6	4	s	A2'	174	7074.3335	3.30E-04	5
0	0	1	2	1	2	6	2	a	E"	358	7074.832667	1.03E-03	3
0	0	1	2	1	2	6	2	s	E'	361	7075.018479	1.03E-03	6
1	0	1	0	1	0	8	8	s	E'	378	7075.934351	5.01E-03	2
0	1	1	1	1	1	10	3	a	A2'	195	7076.580868	1.05E-03	1
1	0	1	0	1	0	8	8	a	E"	375	7076.783728	1.04E-03	5
0	0	2	0	0	0	6	6	a	A2"	189	7076.953661	1.04E-03	2
0	2	1	1	1	1	4	4	a	A2"	149	7077.255045	2.90E-04	6
0	3	1	0	1	0	9	5	a	E'	390	7077.516113	1.05E-03	1
0	0	2	0	0	0	6	6	s	A2'	176	7077.942524	1.04E-03	4
0	1	1	1	1	1	10	2	s	E'	407	7078.297855	7.01E-03	5
0	0	2	0	0	0	5	1	a	E'	328	7079.112747	1.03E-03	4
0	1	1	1	1	1	10	3	s	A2"	210	7079.419251	3.60E-04	4
0	0	2	0	0	0	5	1	s	E"	333	7079.493556	1.03E-03	6
1	0	0	2	0	2	7	4	s	E'	367	7080.439459	7.62E-04	4
1	0	0	2	0	2	7	4	a	E"	370	7080.563677	1.04E-03	3
0	0	1	1	1	1	16	13	a	A2'	159	7081.961884	3.03E-03	1
0	0	2	0	0	0	5	0	s	A2'	173	7082.822334	1.03E-03	5
0	1	1	1	1	1	10	3	a	E'	409	7083.868641	5.18E-04	6
0	1	1	1	1	1	10	2	s	A2'	196	7084.215232	3.57E-04	11
0	1	0	0	0	0	25	3	a	A2'	29	7084.673233	1.18E-01	1
0	0	1	1	1	1	14	1	s	A2"	200	7084.893375	5.35E-04	2
0	0	1	2	1	2	6	2	a	A2"	192	7085.518831	1.03E-03	3
0	1	0	0	0	0	25	3	s	A2"	29	7085.574272	5.60E-03	3
0	1	1	1	1	1	12	11	a	E'	400	7085.837662	1.06E-03	4
0	1	1	1	1	1	10	2	s	E'	410	7086.047306	7.41E-04	10
0	2	1	1	1	1	6	4	s	E'	366	7087.26797	1.18E-03	5
0	0	1	2	1	2	6	1	s	A2"	193	7088.262237	1.03E-03	4
0	0	0	0	0	0	27	3	a	A2'	18	7088.458237	1.18E-01	1
0	1	1	1	1	1	10	1	s	E"	406	7088.491462	5.68E-04	6
0	0	1	2	1	2	7	6	s	E'	370	7090.436974	2.02E-03	1
