C.1 	  C.2         	C.3       	C.4	  C.5         	 C.6     	C.7	 C.8     	  C.9         	C.10      	  C.11        	  C.12        	C.13              	C.14	C.15	C.16	C.17	C.18	C.19	C.20	C.21	C.22	C.23	C.24	C.25	C.26	C.27	C.28	C.29	C.30	C.31	C.32	C.33	C.34	C.35	C.36	C.37	C.38	C.39	C.40
4315	  4297.66395	9.6083E-25	3	  4297.66395	          	1	 0.00000	  4298.06095	6.1770E-25	  2020.07660	  6318.13760	1101_01_aE"<-0001	1	1	1	0	1	0	1	1	6	7	7	6	2	130	0	0	0	1	0	1	0	3	7	7	6	5	5
4316	  4297.74317	6.0885E-24	3	  4297.74345	 0.00020	4	 0.00028	  4297.56360	7.1853E-24	   383.97720	  4681.54080	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	4	3	5	47	0	0	0	0	0	0	1	5	6	3	4	2	2
172	  4297.77482	1.4186E-23	3										2																										
4317	  4297.78894	8.5099E-24	3	  4297.78815	 0.00001	3	-0.00079	  4297.53483	9.0272E-24	  1037.27630	  5334.81110	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	3	2	3	6	97	0	1	0	0	0	0	0	1	3	2	3	3	3
4318	  4297.85501	1.5063E-24	3	  4297.85511	 0.00003	2	 0.00010	  4297.65150	1.7311E-24	  1967.80130	  6265.45280	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	11	10	3	5	137	0	1	0	0	0	0	1	5	11	9	4	2	5
4319	  4297.94107	1.8203E-24	3	  4297.94017	 0.00069	4	-0.00090	  4297.90398	2.1244E-24	   853.20840	  5151.11230	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	10	10	3	6	138	0	0	0	0	0	0	0	1	10	8	3	3	2
173	  4297.94108	1.0179E-24	3										2																										
4320	  4297.97526	1.7379E-23	3	  4297.97537	 0.00016	4	 0.00011	  4297.93578	1.7309E-23	  1097.43570	  5395.37150	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	12	11	6	3	152	0	0	0	0	0	0	0	1	12	11	6	6	1
4321	  4298.02948	6.7834E-23	1	  4298.02925	 0.00024	5	-0.00023	  4297.98676	5.6073E-23	   264.51660	  4562.50330	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	6	3	4	2	40	0	0	0	0	0	0	0	1	5	3	5	5	1
4322	  4298.16614	6.5156E-23	1	  4298.16611	 0.00002	2	-0.00003	  4298.04771	6.9239E-23	  1165.63720	  5463.68490	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	3	1	6	2	57	0	1	0	0	0	0	1	5	4	0	1	5	4
4323	  4298.22838	4.0596E-24	3	  4298.23065	 0.00019	7	 0.00227	  4298.05420	8.2029E-24	   860.99630	  5159.05050	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	8	3	6	140	0	0	0	0	0	0	1	5	11	11	6	3	1
4324	  4298.25417	5.7081E-22	1	  4298.25424	 0.00008	6	 0.00007	  4298.21945	5.9400E-22	   540.42130	  4838.64070	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	6	1	6	3	104	0	0	0	0	0	0	1	5	7	2	3	6	4
4325	  4298.34616	6.3925E-25	3	  4298.34446	 0.00074	4	-0.00170	  4298.19608	8.8598E-25	  1210.50460	  5508.70070	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	4	3	6	170	0	0	0	0	0	0	1	5	11	5	6	3	5
4326	  4298.47480	2.5360E-25	3	  4298.47475	 0.00005	3	-0.00005	  4298.42462	4.6569E-25	  1175.31810	  5473.74270	0301_01_aE"<-0000	1	0	3	0	1	0	1	1	6	11	9	4	3	166	0	0	0	0	0	0	1	5	12	10	3	6	2
174	  4298.51372	6.2277E-25	3										2																										
4327	  4298.58081	9.5993E-25	3	  4298.58235	 0.00022	4	 0.00154	  4298.16503	8.5665E-25	  1243.76280	  5541.92780	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	13	10	3	2	85	0	0	0	0	0	0	0	1	12	9	5	5	2
4328	  4298.62396	2.0959E-25	3																																				
4329	  4298.68025	3.7449E-24	3	  4298.67984	 0.00030	4	-0.00041	  4298.40748	3.5747E-24	   798.37220	  5096.77970	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	6	1	3	135	0	0	0	0	0	0	0	1	9	5	6	6	3
4330	  4298.82181	6.6495E-23	1	  4298.82181	 0.00001	2	-0.00000	  4298.27024	6.2217E-23	  1300.70390	  5598.97410	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	8	8	3	3	186	0	1	0	0	0	0	0	1	7	7	6	6	6
4331	  4298.85804	7.7653E-23	1	  4298.85801	 0.00005	7	-0.00003	  4298.86063	7.2804E-23	   293.96910	  4592.82970	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	6	1	6	3	89	0	0	0	0	0	0	0	1	5	1	6	6	4
4332	  4298.91912	7.8279E-24	3	  4298.91923	 0.00009	4	 0.00011	  4298.77354	6.5399E-24	   463.70550	  4762.47900	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	8	5	6	6	109	0	0	0	0	0	0	1	5	7	5	6	3	2
4333	  4299.02576	8.7901E-25	3	  4299.02613	 0.00012	4	 0.00037	  4298.92667	6.3487E-25	  1008.50760	  5307.43430	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	10	7	6	5	82	0	0	0	0	0	0	1	5	11	9	4	2	1
175	  4299.07360	3.5698E-24	3										2																										
176	  4299.11644	1.3484E-24	3										2																										
4334	  4299.16366	4.3995E-24	3	  4299.16364	 0.00002	3	-0.00002	  4298.91334	4.0693E-24	   988.84440	  5287.75780	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	2	1	6	3	71	0	1	0	0	0	0	0	1	2	1	6	6	3
4335	  4299.20762	1.1538E-24	3																																				
4336	  4299.21723	3.4169E-23	3	  4299.21713	 0.00047	2	-0.00010	  4299.11454	3.5560E-23	  1176.14980	  5475.26430	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	13	13	6	3	158	0	0	0	0	0	0	0	1	13	13	6	6	1
4337	  4299.23179	6.8391E-25	3																																				
4338	  4299.26948	3.0975E-23	3	  4299.26931	 0.00003	3	-0.00017	  4299.12651	3.0034E-23	  1049.15790	  5348.28440	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	4	0	1	3	124	0	1	0	0	0	0	0	1	3	1	6	6	3
4339	  4299.29340	1.0899E-24	3	  4299.29339	 0.00013	8	-0.00001	  4299.23825	3.3022E-25	   184.55310	  4483.79140	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	5	3	4	3	76	0	0	0	0	0	0	1	5	4	2	3	6	2
4340	  4299.30789	4.4370E-23	3	  4299.30790	 0.00001	3	 0.00001	  4299.18433	4.6883E-23	  1269.07110	  5568.25540	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	13	13	6	5	80	0	0	0	0	0	0	0	1	13	12	2	2	1
4341	  4299.34036	1.5671E-24	3	  4299.34135	 0.00029	5	 0.00099	  4299.27583	1.2848E-24	   798.37220	  5097.64800	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	8	3	5	3	134	0	0	0	0	0	0	0	1	9	5	6	6	3
4342	  4299.41027	3.7342E-25	3																																				
4343	  4299.44749	4.5314E-25	3	  4299.44749	          	1	 0.00000	  4299.80801	5.1731E-25	  1879.03810	  6178.84610	1101_01_aE"<-0001	1	1	1	0	1	0	1	1	6	5	4	3	5	89	0	0	0	1	0	1	0	3	5	4	3	2	6
4344	  4299.50837	9.3985E-25	3	  4299.50784	 0.00013	3	-0.00053	  4299.40379	8.2339E-25	  1613.61390	  5913.01760	0310_10_sE'<-0200	1	0	3	1	0	1	0	0	3	2	0	1	3	87	0	2	0	0	0	0	0	1	1	1	6	6	3
4345	  4299.64136	5.3889E-24	3	  4299.64208	 0.00150	2	 0.00072	  4299.48979	4.9768E-24	   853.90340	  5153.39320	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	9	5	3	138	0	0	0	0	0	0	1	5	10	8	3	6	2
177	  4299.64137	1.3438E-24	3										2																										
4346	  4299.70086	1.1274E-23	3	  4299.70086	 0.00008	4	 0.00000	  4299.74635	1.2656E-23	   791.48480	  5091.23120	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	10	8	3	5	70	0	0	0	0	0	0	1	5	10	9	4	2	1
4347	  4299.72480	1.0599E-21	1	  4299.72484	 0.00001	4	 0.00004	  4299.68340	1.1117E-21	   496.03450	  4795.71790	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	6	3	4	6	101	0	0	0	0	0	0	0	1	7	4	3	3	3
4348	  4299.88654	1.3274E-23	3	  4299.88655	 0.00005	2	 0.00001	  4299.60628	1.3981E-23	  1300.70390	  5600.31020	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	7	7	6	3	193	0	1	0	0	0	0	0	1	7	7	6	6	6
4349	  4299.89702	3.7725E-23	3	  4299.89704	 0.00006	2	 0.00002	  4299.62587	3.6595E-23	  1211.73070	  5511.35660	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	6	6	1	5	93	0	1	0	0	0	0	0	1	6	6	2	2	3
178	  4299.92950	1.3172E-23	3										2																										
4350	  4299.97724	9.8655E-24	3	  4299.97724	          	1	 0.00000	  4299.68526	9.8597E-24	  1401.72550	  5701.41070	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	8	8	3	6	208	0	1	0	0	0	0	0	1	8	8	3	3	7
4351	  4299.99585	2.2186E-23	3	  4299.99586	 0.00003	2	 0.00001	  4299.73203	2.1889E-23	  1134.83980	  5434.57180	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	5	5	6	3	150	0	1	0	0	0	0	0	1	5	5	6	6	5
4352	  4300.14038	7.7591E-22	1	  4300.14038	          	1	 0.00000	  4300.14062	7.9372E-22	    19.89000	  4320.03060	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	0	0	1	5	9	0	0	0	0	0	0	0	1	1	0	2	2	1
4353	  4300.17429	2.3130E-23	3	  4300.17429	          	1	 0.00000	  4299.91674	2.3575E-23	  1070.05960	  5369.97640	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	4	4	3	6	123	0	1	0	0	0	0	0	1	4	4	3	3	4
4354	  4300.18911	1.2583E-23	3	  4300.18910	 0.00003	2	-0.00001	  4299.88311	1.2922E-23	  1514.75670	  5814.63980	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	9	9	4	2	119	0	1	0	0	0	0	0	1	9	9	5	5	4
4355	  4300.28347	2.0042E-22	1	  4300.28347	 0.00009	5	 0.00000	  4300.29947	1.8108E-22	   297.64270	  4597.94220	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	6	0	1	5	49	0	0	0	0	0	0	0	1	5	0	2	2	2
4356	  4300.38793	1.6592E-23	3	  4300.38797	 0.00003	5	 0.00004	  4300.30269	1.3430E-23	   522.22220	  4822.52490	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	6	1	6	5	56	0	0	0	0	0	0	1	5	7	3	4	2	2
4357	  4300.42820	4.4336E-23	3	  4300.42820	 0.00000	2	 0.00000	  4300.17479	4.4431E-23	  1017.41360	  5317.58840	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	3	3	4	2	55	0	1	0	0	0	0	0	1	3	3	5	5	2
179	  4300.45241	8.2620E-25	3										2																										
4358	  4300.49653	1.7203E-24	3	  4300.49774	 0.00026	2	 0.00121	  4300.36098	1.5113E-24	  1649.57510	  5949.93610	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	15	15	4	3	184	0	0	0	0	0	0	1	5	15	14	3	6	1
4359	  4300.53031	9.8601E-25	3																																				
4360	  4300.56806	3.7931E-24	3	  4300.56806	          	1	 0.00000	  4300.24517	3.9560E-24	  1639.75370	  5939.99890	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	10	10	3	6	234	0	1	0	0	0	0	0	1	10	10	3	3	8
4361	  4300.59212	2.9184E-23	3	  4300.59209	 0.00008	2	-0.00003	  4300.47664	3.6991E-23	  1300.70390	  5601.18050	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	8	8	3	3	187	0	1	0	0	0	0	0	1	7	7	6	6	6
4362	  4300.63603	5.5052E-24	3	  4300.63587	 0.00017	8	-0.00016	  4300.53763	5.3863E-24	   758.99950	  5059.53710	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	9	3	4	2	71	0	0	0	0	0	0	1	5	9	6	1	5	2
4363	  4300.65344	5.8239E-23	1	  4300.65350	 0.00006	3	 0.00006	  4300.54738	5.6824E-23	  1012.00630	  5312.55370	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	10	3	5	78	0	0	0	0	0	0	0	1	12	12	2	2	1
4364	  4300.75051	8.3895E-23	1	  4300.75029	 0.00022	3	-0.00022	  4300.64636	8.9635E-23	  1230.88840	  5531.53470	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	4	2	3	5	70	0	1	0	0	0	0	1	5	5	3	4	2	3
4365	  4300.75052	1.6105E-23	1	  4300.75105	 0.00106	2	 0.00053	  4300.50307	1.7179E-23	   976.91970	  5277.42280	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	2	2	3	6	69	0	1	0	0	0	0	0	1	2	2	3	3	3
4366	  4300.82808	7.1118E-25	3	  4300.82708	 0.00033	2	-0.00100	  4300.61799	9.3399E-25	  2030.18890	  6330.80690	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	11	9	5	3	304	0	1	0	0	0	0	1	5	11	8	3	6	11
180	  4300.95610	5.2300E-25	3										2																										
4367	  4300.99126	1.1329E-24	3	  4300.99121	 0.00002	2	-0.00005	  4300.92168	1.3361E-24	  1920.95910	  6221.88080	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	15	12	1	3	204	0	0	0	0	0	0	0	1	15	11	6	6	3
181	  4301.07031	4.5909E-24	3										2																										
4368	  4301.13091	6.9805E-22	1	  4301.13092	 0.00001	3	 0.00001	  4301.10890	7.3055E-22	   621.69100	  4922.79990	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	7	4	3	6	116	0	0	0	0	0	0	1	5	8	5	6	3	3
4369	  4301.14770	1.0476E-23	3	  4301.14586	 0.00222	2	-0.00184	  4300.90019	8.8695E-24	   948.59060	  5249.49080	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	1	1	6	3	41	0	1	0	0	0	0	0	1	1	1	6	6	2
4370	  4301.21059	4.5946E-24	3	  4301.21066	 0.00007	3	 0.00007	  4301.10203	4.6526E-24	  1654.35530	  5955.45730	0310_10_sE'<-0200	1	0	3	1	0	1	0	0	3	3	2	3	3	116	0	2	0	0	0	0	0	1	2	1	6	6	5
4371	  4301.26832	1.8860E-24	3	  4301.26708	 0.00074	6	-0.00124	  4301.26609	1.2390E-24	   413.23810	  4714.50420	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	4	3	6	102	0	0	0	0	0	0	1	5	6	1	6	3	4
182	  4301.28994	7.7320E-25	3										2																										
4372	  4301.32501	7.8251E-25	3	  4301.32501	          	1	 0.00000	  4301.73397	8.9083E-25	  1967.88440	  6269.61830	0111_11_sA1'<-0001	1	0	1	1	1	1	1	0	1	5	4	3	3	201	0	0	0	1	0	1	0	3	6	5	6	6	12
4373	  4301.35494	2.2762E-24	3	  4301.35518	 0.00051	2	 0.00024	  4301.44097	2.4332E-24	  1937.78290	  6239.22390	0111_11_sE'<-0001	1	0	1	1	1	1	1	0	3	5	4	3	2	104	0	0	0	1	0	1	0	3	6	5	6	5	7
4374	  4301.37547	7.3636E-25	3																																				
4375	  4301.44333	2.3916E-24	3	  4301.44304	 0.00085	5	-0.00029	  4301.31615	2.4566E-24	  1305.12140	  5606.43750	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	12	8	3	6	171	0	0	0	0	0	0	0	1	12	8	3	3	3
4376	  4301.47151	6.3356E-25	3																																				
4377	  4301.57364	6.6712E-25	3	  4301.57364	          	1	 0.00000	  4301.84414	6.0815E-25	  1753.45300	  6055.29720	1101_01_aE"<-0001	1	1	1	0	1	0	1	1	6	4	4	3	6	154	0	0	0	1	0	1	0	3	4	4	3	3	8
4378	  4301.63612	1.6588E-24	3	  4301.63612	          	1	 0.00000	  4301.26519	1.8881E-24	  1776.66790	  6077.93310	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	11	11	6	3	240	0	1	0	0	0	0	0	1	11	11	6	6	9
183	  4301.63613	1.7448E-24	3										2																										
4379	  4301.66512	1.5454E-23	3	  4301.66495	 0.00016	5	-0.00017	  4301.63953	1.5625E-23	  1069.76760	  5371.40710	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	8	3	6	155	0	0	0	0	0	0	0	1	11	8	3	3	3
4380	  4301.69581	1.1476E-24	3	  4301.69581	          	1	 0.00000	  4302.05896	1.1030E-24	  1777.59650	  6079.65540	1101_01_aE"<-0001	1	1	1	0	1	0	1	1	6	4	4	3	5	83	0	0	0	1	0	1	0	3	4	4	3	2	3
4381	  4301.74816	5.8950E-25	3	  4301.74816	          	1	 0.00000	  4302.08131	4.3732E-25	  1703.18200	  6005.26330	1101_01_aE"<-0001	1	1	1	0	1	0	1	1	6	3	3	4	3	118	0	0	0	1	0	1	0	3	3	3	4	6	5
4382	  4301.81228	2.6266E-24	3	  4301.81243	 0.00002	6	 0.00015	  4301.77578	2.1700E-24	   539.84500	  4841.62080	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	6	0	1	6	105	0	0	0	0	0	0	0	1	7	2	3	3	4
184	  4301.87667	3.9050E-24	3										2																										
4383	  4301.90288	1.9963E-23	3	  4301.90273	 0.00018	6	-0.00015	  4301.95692	1.7869E-23	   551.32010	  4853.27700	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	8	1	6	6	115	0	0	0	0	0	0	1	5	7	1	6	3	5
4384	  4301.93333	2.1063E-24	3	  4301.93214	 0.00043	2	-0.00119	  4301.84800	2.5931E-24	  1097.43570	  5399.28370	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	12	6	1	3	153	0	0	0	0	0	0	0	1	12	11	6	6	1
4385	  4301.95163	1.0259E-24	3	  4301.95031	 0.00057	6	-0.00132	  4301.97139	8.7940E-25	   375.10360	  4677.07500	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	7	4	3	6	99	0	0	0	0	0	0	1	5	7	7	6	3	1
4386	  4301.98306	6.2307E-25	3																																				
4387	  4302.02964	6.8669E-24	3	  4302.02977	 0.00013	3	 0.00013	  4301.84964	6.7606E-24	  1243.76280	  5545.61240	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	12	9	4	2	81	0	0	0	0	0	0	0	1	12	9	5	5	2
4388	  4302.20003	1.1266E-24	3	  4302.20003	          	1	 0.00000	  4301.81747	1.2703E-24	  1925.44600	  6227.26350	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	12	12	1	5	133	0	1	0	0	0	0	0	1	12	12	2	2	5
4389	  4302.21483	1.5147E-24	3	  4302.21356	 0.00016	4	-0.00127	  4302.01902	1.8434E-24	  1210.07450	  5512.09350	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	5	6	3	170	0	0	0	0	0	0	0	1	11	5	6	6	5
4390	  4302.23174	6.0760E-23	1	  4302.23173	 0.00002	4	-0.00001	  4302.15961	6.1549E-23	  1007.80540	  5309.96500	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	9	4	2	79	0	0	0	0	0	0	0	1	11	9	5	5	1
4391	  4302.24759	1.1853E-24	3	  4302.24752	 0.00007	3	-0.00007	  4302.06201	1.0330E-24	  1242.09930	  5544.16130	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	4	3	6	174	0	0	0	0	0	0	0	1	11	4	3	3	6
4392	  4302.28012	1.4266E-24	3	  4302.28056	 0.00045	5	 0.00044	  4302.09682	1.1168E-24	  1266.92940	  5569.02630	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	3	4	2	92	0	0	0	0	0	0	0	1	11	3	5	5	3
185	  4302.29064	1.9408E-23	3										2																										
186	  4302.31715	1.2159E-23	3										2																										
4393	  4302.38128	6.0025E-24	3	  4302.38114	 0.00042	7	-0.00014	  4302.15709	5.8796E-24	  1170.75510	  5472.91220	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	6	1	5	78	0	0	0	0	0	0	0	1	11	6	2	2	2
4394	  4302.39964	4.0680E-24	3	  4302.40106	 0.00015	3	 0.00142	  4302.20889	4.9614E-24	  1174.60520	  5476.81410	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	8	3	6	160	0	0	0	0	0	0	0	1	12	10	3	3	2
4395	  4302.43262	1.4335E-21	1	  4302.43278	 0.00012	4	 0.00016	  4302.40304	1.5085E-21	   532.89160	  4835.29470	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	7	6	1	3	112	0	0	0	0	0	0	0	1	8	7	6	6	2
4396	  4302.54144	5.3775E-23	1	  4302.54145	 0.00001	3	 0.00001	  4302.36805	5.9236E-23	  1129.45120	  5431.81920	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	5	2	3	3	149	0	1	0	0	0	0	0	1	4	1	6	6	5
4397	  4302.61035	8.5018E-23	1	  4302.61036	 0.00002	3	 0.00001	  4302.46400	8.8405E-23	  1255.43020	  5557.89420	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	7	6	2	3	182	0	1	0	0	0	0	0	1	6	5	6	6	5
4398	  4302.73115	1.8894E-23	3	  4302.73084	 0.00007	6	-0.00031	  4302.74652	1.7830E-23	   383.31850	  4686.06500	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	5	6	2	52	0	0	0	0	0	0	0	1	6	3	5	5	2
4399	  4302.74213	5.2513E-24	3	  4302.74209	 0.00008	4	-0.00004	  4302.58939	4.7662E-24	  1097.43570	  5400.02510	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	12	11	6	3	154	0	0	0	0	0	0	0	1	12	11	6	6	1
4400	  4302.77301	2.7271E-23	3	  4302.77313	 0.00009	7	 0.00012	  4302.66444	2.5350E-23	   853.20840	  5155.87280	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	10	5	6	6	139	0	0	0	0	0	0	0	1	10	8	3	3	2
4401	  4303.05510	4.7805E-22	1	  4303.05509	 0.00002	5	-0.00001	  4303.03427	5.0347E-22	   293.96910	  4597.00340	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	4	2	3	3	69	0	0	0	0	0	0	0	1	5	1	6	6	4
4402	  4303.15174	1.2692E-24	3																																				
4403	  4303.22099	5.7346E-23	1	  4303.22106	 0.00007	3	 0.00007	  4303.13962	6.0637E-23	   937.95600	  5241.09560	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	10	3	6	145	0	0	0	0	0	0	0	1	11	10	3	3	2
4404	  4303.24309	8.4795E-23	1	  4303.24344	 0.00010	3	 0.00035	  4303.06900	9.1032E-23	  1012.00630	  5315.07530	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	12	12	1	5	79	0	0	0	0	0	0	0	1	12	12	2	2	1
4405	  4303.29129	2.5490E-24	3																																				
4406	  4303.30018	4.3764E-24	3	  4303.29761	 0.00038	4	-0.00257	  4303.20469	4.8349E-24	  1027.07420	  5330.27890	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	4	3	6	158	0	0	0	0	0	0	0	1	10	4	3	3	5
4407	  4303.33473	4.7016E-24	3	  4303.33492	 0.00014	5	 0.00019	  4303.24598	4.5401E-24	  1052.10190	  5355.34790	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	3	4	2	76	0	0	0	0	0	0	0	1	10	3	5	5	3
4408	  4303.35392	8.8870E-24	3	  4303.35403	 0.00013	4	 0.00011	  4303.25887	9.3410E-24	   994.76920	  5298.02810	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	5	6	3	154	0	0	0	0	0	0	0	1	10	5	6	6	4
4409	  4303.35393	8.4303E-25	3	  4303.34948	 0.00059	4	-0.00445	  4303.25412	8.8582E-25	  1069.94150	  5373.19570	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	2	3	6	161	0	0	0	0	0	0	0	1	10	2	3	3	6
4410	  4303.38062	3.2727E-25	3	  4303.37959	 0.00008	3	-0.00103	  4303.28475	2.1023E-25	  1080.62200	  5383.90670	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	1	6	3	164	0	0	0	0	0	0	0	1	10	1	6	6	7
187	  4303.43351	1.0055E-24	3										2																										
4411	  4303.46591	1.1721E-23	3	  4303.46580	 0.00009	5	-0.00011	  4303.33705	1.1482E-23	   294.63050	  4597.96760	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	6	2	3	6	89	0	0	0	0	0	0	1	5	5	1	6	3	4
4412	  4303.53097	3.4499E-23	3	  4303.53088	 0.00007	4	-0.00009	  4303.43210	3.4391E-23	   955.10290	  5258.53500	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	6	1	5	77	0	0	0	0	0	0	0	1	10	6	2	2	2
4413	  4303.60094	3.3924E-24	3	  4303.60112	 0.00014	4	 0.00018	  4303.33880	3.0949E-24	   265.22630	  4568.56510	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	6	1	6	5	48	0	0	0	0	0	0	1	5	5	3	4	2	1
4414	  4303.67750	1.4148E-22	1	  4303.67749	 0.00001	3	-0.00001	  4303.48341	1.5328E-22	  1198.21550	  5501.69890	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	6	4	3	2	82	0	1	0	0	0	0	0	1	5	3	5	5	2
4415	  4303.76426	3.0332E-23	3	  4303.76422	 0.00008	5	-0.00004	  4303.65086	2.8824E-23	   907.96190	  5211.61270	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	7	6	3	144	0	0	0	0	0	0	0	1	10	7	6	6	3
4416	  4303.81526	1.7476E-24	3	  4303.81580	 0.00038	4	 0.00054	  4303.72813	1.1319E-24	    85.86090	  4389.58900	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	4	1	6	2	28	0	0	0	0	0	0	0	1	3	3	5	5	1
4417	  4303.85707	7.8240E-22	1	  4303.85730	 0.00021	4	 0.00023	  4303.84701	8.2362E-22	   721.13010	  5024.97710	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	9	9	5	3	129	0	0	0	0	0	0	1	5	10	10	3	6	1
4418	  4303.98855	9.6083E-25	3	  4303.98894	 0.00012	2	 0.00039	  4303.79754	7.8770E-25	  2150.77690	  6454.57450	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	16	13	6	2	105	0	0	0	0	0	0	1	5	16	12	1	5	2
4419	  4304.12896	5.6290E-24	3	  4304.12877	 0.00015	4	-0.00019	  4304.21274	5.2182E-24	  1008.50760	  5312.72040	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	8	3	5	72	0	0	0	0	0	0	1	5	11	9	4	2	1
4420	  4304.14980	3.3127E-24	3	  4304.14862	 0.00006	3	-0.00118	  4304.04601	2.7830E-24	  1008.50760	  5312.55370	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	10	3	5	78	0	0	0	0	0	0	1	5	11	9	4	2	1
4421	  4304.23699	8.2447E-25	3																																				
4422	  4304.32808	1.1685E-24	3																																				
