C.1	C.2       	C.3    	C.4       	C.5               	C.6	C.7	C.8	C.9	C.10	C.11	C.12	C.13	C.14	C.15	C.16	C.17	C.18	C.19	C.20	C.21	C.22	C.23	C.24	C.25	C.26	C.27	C.28	C.29	C.30	C.31	C.32
1	4003.08354	0.00046	1.2713E-24	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	1	6	2	91	0	0	0	0	0	0	1	5	12	0	1	5	5
1	4003.16373	     	1.8042E-25																												
1	4003.29583	     	1.4769E-24																												
1	4003.47449	     	9.3566E-25																												
1	4003.56420	0.00027	6.6907E-24	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	8	1	6	3	120	0	0	0	0	0	0	0	1	9	1	6	6	6
1	4003.60680	     	1.1538E-25																												
1	4003.62835	0.00037	5.9789E-25	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	9	3	5	6	260	0	1	0	0	0	0	0	1	10	2	3	3	13
1	4003.67457	     	4.8041E-25																												
1	4003.73180	0.00018	5.4545E-25	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	14	13	6	5	94	0	0	0	0	0	0	0	1	15	12	2	2	2
1	4003.81360	0.00009	5.4335E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	4	2	3	5	53	0	1	0	0	0	0	1	5	4	3	4	2	2
1	4003.84724	0.00048	2.9370E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	13	10	3	3	168	0	0	0	0	0	0	0	1	14	11	6	6	3
1	4004.23262	     	1.7832E-25																												
1	4004.32808	     	6.0419E-25																												
1	4004.36100	0.00030	7.4265E-25	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	6	3	4	2	37	0	0	0	0	0	0	1	5	6	0	1	5	3
1	4004.47482	     	3.4825E-25																												
1	4004.62246		1.4296E-23	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	11	6	5	62	0	0	0	0	0	0	0	1	12	12	2	2	1
1	4004.64011	     	2.8111E-25																												
1	4004.69546	0.00020	2.0350E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	5	2	3	2	35	0	0	0	0	0	0	0	1	5	3	5	5	1
1	4004.75819	0.00060	1.8273E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	3	0	2	3	40	0	0	0	0	0	0	0	1	3	1	6	6	2
1	4004.77499	     	3.2307E-25																												
1	4004.83566	0.00018	1.2944E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	4	1	6	6	52	0	0	0	0	0	0	0	1	4	2	3	3	2
1	4005.30510	0.00045	4.9510E-25	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	11	1	6	3	167	0	0	0	0	0	0	1	5	12	4	3	6	6
1	4005.37472	0.00002	1.0803E-23	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	8	5	6	3	112	0	0	0	0	0	0	0	1	9	5	6	6	3
1	4005.54085	     	1.4014E-24																												
1	4005.58619	0.00149	4.3006E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	5	2	3	5	55	0	1	0	0	0	0	1	5	5	3	4	2	3
1	4005.60118	0.00003	3.6924E-24	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	8	3	4	3	118	0	0	0	0	0	0	1	5	9	2	3	6	5
1	4005.73373	0.00014	4.9563E-23	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	5	3	5	5	31	0	0	0	0	0	0	1	5	6	3	4	2	2
1	4005.75826	0.00074	1.3804E-24	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	4	3	6	102	0	0	0	0	0	0	1	5	8	1	6	3	6
1	4005.93729	0.00034	3.5873E-25	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	8	4	3	5	109	0	1	0	0	0	0	0	1	9	6	2	2	6
1	4006.00232	     	3.0839E-25																												
1	4006.19592	     	7.0489E-25																												
1	4006.30950		2.4755E-25	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	10	7	6	2	113	0	1	0	0	0	0	0	1	11	9	5	5	4
1	4006.32221	0.00037	9.3985E-25	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	6	1	6	6	84	0	0	0	0	0	0	0	1	7	2	3	3	4
1	4006.33256	0.00012	8.5594E-25	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	5	0	2	3	65	0	0	0	0	0	0	1	5	5	2	3	6	3
1	4006.41007	     	3.9230E-25																												
1	4006.42866	     	1.4895E-25																												
1	4006.46020	0.00031	5.9983E-24	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	6	1	6	6	85	0	0	0	0	0	0	1	5	7	1	6	3	5
1	4006.71937		6.6781E-24	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	10	10	3	3	191	0	1	0	0	0	0	1	5	10	10	3	6	8
1	4006.76140	0.00007	7.5237E-24	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	5	6	2	52	0	0	0	0	0	0	0	1	8	3	5	5	2
1	4006.82085		3.9211E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	1	1	6	5	6	0	0	0	0	0	0	0	1	1	0	2	2	1
1	4006.94662	0.00033	2.8321E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	4	3	2	85	0	0	0	0	0	0	1	5	13	6	1	5	3
1	4007.00950	0.00027	1.9930E-25	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	13	3	4	2	112	0	0	0	0	0	0	0	1	14	3	5	5	4
1	4007.09453		7.7202E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	4	3	5	3	96	0	1	0	0	0	0	1	5	4	4	3	6	4
1	4007.53179	0.00017	4.2715E-24	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	9	3	4	2	71	0	0	0	0	0	0	0	1	10	3	5	5	3
1	4007.73767	0.00014	1.9427E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	7	3	4	6	101	0	0	0	0	0	0	0	1	8	2	3	3	5
1	4007.95847	0.00009	6.7401E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	2	3	2	73	0	0	0	0	0	0	0	1	11	3	5	5	3
1	4007.96385	0.00017	4.6599E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	4	4	3	3	56	0	0	0	0	0	0	1	5	5	2	3	6	3
1	4008.02121	0.00006	1.4119E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	2	0	1	3	30	0	0	0	0	0	0	0	1	2	1	6	6	2
1	4008.03771	0.00012	4.2587E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	5	6	5	75	0	0	0	0	0	0	0	1	12	6	2	2	3
1	4008.06130	0.00010	4.2295E-24	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	8	0	1	5	63	0	0	0	0	0	0	0	1	9	0	2	2	4
1	4008.11942	     	1.7202E-25																												
1	4008.16391	0.00033	6.9446E-24	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	7	7	6	3	91	0	0	0	0	0	0	0	1	8	7	6	6	2
1	4008.24295	0.00013	2.6643E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	6	2	3	5	76	0	1	0	0	0	0	1	5	6	3	4	2	4
1	4008.27519	0.00027	1.6133E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	1	6	6	118	0	0	0	0	0	0	1	5	9	1	6	3	6
1	4008.33302	     	2.5804E-25																												
1	4008.49032	0.00000	1.5147E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	6	1	6	5	42	0	0	0	0	0	0	1	5	6	3	4	2	2
1	4008.50478	0.00100	9.8181E-25	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	12	11	6	6	228	0	1	0	0	0	0	1	5	12	11	6	3	9
1	4008.59144	0.00000	5.3772E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	4	3	4	6	55	0	0	0	0	0	0	0	1	5	2	3	3	3
1	4008.62676		7.3216E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	5	3	4	3	117	0	1	0	0	0	0	1	5	5	4	3	6	6
1	4008.79940	0.00017	3.8181E-25	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	6	6	2	6	81	0	0	0	0	0	0	0	1	7	4	3	3	3
1	4008.83122		7.5733E-25	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	6	1	6	2	78	0	1	0	0	0	0	0	1	7	3	5	5	4
1	4009.10215	0.00007	1.0972E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	10	3	3	150	0	0	0	0	0	0	0	1	13	11	6	6	2
1	4009.13785	0.00006	1.7307E-23	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	5	1	6	6	72	0	0	0	0	0	0	1	5	6	1	6	3	4
1	4009.22169	0.00019	1.0531E-23	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	8	4	3	6	114	0	0	0	0	0	0	0	1	9	4	3	3	4
1	4009.30464	0.00003	1.1895E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	3	1	6	6	41	0	0	0	0	0	0	0	1	3	2	3	3	1
1	4009.32786	0.00107	4.7622E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	4	3	3	146	0	0	0	0	0	0	0	1	11	5	6	6	5
1	4009.35606	     	1.5944E-25																												
1	4009.38714	     	1.1538E-25																												
1	4009.43200	0.00002	2.3518E-24	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	8	4	3	2	108	0	1	0	0	0	0	0	1	9	3	5	5	6
1	4009.64011	0.00033	2.4965E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	13	7	6	5	88	0	0	0	0	0	0	1	5	14	9	4	2	2
1	4009.69624		2.1567E-24	0202_02_aE"<-0100	1	0	2	0	2	0	2	1	6	10	10	3	5	104	0	1	0	0	0	0	1	5	10	9	4	2	4
1	4009.88191	0.00008	2.0790E-24	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	9	2	3	6	138	0	0	0	0	0	0	1	5	10	1	6	3	7
1	4010.17285	     	5.4335E-25																												
1	4010.19893	     	3.0419E-25																												
1	4010.28980	0.00012	3.2896E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	1	6	6	135	0	0	0	0	0	0	0	1	10	2	3	3	6
1	4010.33633	0.00005	2.6223E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	7	6	5	85	0	0	0	0	0	0	1	5	13	9	4	2	2
1	4010.46149	0.00003	4.7341E-23	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	5	0	2	2	39	0	0	0	0	0	0	1	5	6	0	1	5	3
1	4010.47525	     	6.8391E-25																												
1	4010.77218	0.00131	5.5594E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	6	3	5	3	140	0	1	0	0	0	0	1	5	6	4	3	6	6
1	4010.82642	0.00038	5.3076E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	0	2	3	135	0	0	0	0	0	0	1	5	10	2	3	6	6
1	4010.91658	0.00022	2.7170E-23	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	5	2	3	3	71	0	0	0	0	0	0	1	5	6	2	3	6	3
1	4010.93682	     	4.8041E-25																												
1	4010.98539	0.00003	7.8041E-25	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	8	6	2	2	53	0	0	0	0	0	0	0	1	9	3	5	5	3
1	4011.02477	0.00016	9.4195E-25	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	4	0	1	3	53	0	0	0	0	0	0	1	5	4	2	3	6	2
1	4011.26867		2.1799E-23	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	9	9	5	5	84	0	1	0	0	0	0	1	5	9	9	4	2	5
1	4011.38654	0.00084	5.1608E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	7	2	3	5	80	0	1	0	0	0	0	1	5	7	3	4	2	5
1	4011.39621	0.00002	7.7020E-24	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	5	5	6	3	68	0	0	0	0	0	0	1	5	6	4	3	6	2
1	4011.46250		1.8462E-24	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	5	4	3	6	117	0	1	0	0	0	0	1	5	5	5	6	3	6
1	4011.47718	0.00000	6.1048E-25	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	5	3	4	6	63	0	0	0	0	0	0	0	1	5	4	3	3	2
1	4011.61036	     	1.4895E-25																												
1	4011.64929	0.00080	4.5104E-25	0401_01_sE'<-0100	1	0	4	0	1	0	1	0	3	5	4	3	2	70	0	1	0	0	0	0	0	1	6	3	5	5	5
1	4011.66474	     	1.6993E-25																												
1	4011.73798	     	2.2237E-25																												
1	4011.88774	0.00001	9.4563E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	5	2	3	3	72	0	0	0	0	0	0	0	1	6	1	6	6	4
1	4012.01728	0.00012	1.0531E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	10	3	2	69	0	0	0	0	0	0	0	1	11	9	5	5	1
1	4012.18051	0.00049	2.1608E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	3	5	6	164	0	0	0	0	0	0	1	5	12	5	6	3	5
1	4012.35551	     	3.7762E-25																												
1	4012.59936	0.00005	3.3211E-24	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	12	2	2	72	0	0	0	0	0	0	1	5	13	12	1	5	1
1	4012.72301	     	6.7552E-25																												
1	4012.76006		2.9854E-24	0003_03_aA1"<-0100	1	0	0	0	3	0	3	1	4	8	5	6	3	160	0	1	0	0	0	0	1	5	8	8	3	6	7
1	4012.79868		3.6922E-25	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	7	3	5	3	185	0	1	0	0	0	0	0	1	8	5	6	6	9
1	4012.84449	0.00016	7.4684E-25	0202_00_aA2"<-0100	1	0	2	0	2	0	0	1	5	6	6	1	5	77	0	1	0	0	0	0	0	1	7	6	2	2	4
1	4012.89190	0.00004	4.6953E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	7	2	3	2	56	0	0	0	0	0	0	1	5	8	0	1	5	3
1	4013.00091	0.00013	1.8525E-24	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	11	10	3	3	215	0	1	0	0	0	0	1	5	11	10	3	6	10
1	4013.11315	     	5.7062E-25																												
1	4013.13213	0.00019	1.4308E-24	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	6	4	3	6	137	0	1	0	0	0	0	1	5	6	5	6	3	5
1	4013.16061	     	1.6363E-25																												
1	4013.18249	0.00004	2.9370E-25	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	13	6	1	5	95	0	0	0	0	0	0	0	1	14	6	2	2	3
1	4013.33569	0.00026	2.7692E-25	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	2	3	5	103	0	0	0	0	0	0	0	1	13	0	2	2	5
1	4013.46699	0.00022	8.4964E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	8	3	2	78	0	0	0	0	0	0	0	1	13	9	5	5	2
1	4013.54658	0.00009	8.5803E-25	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	9	2	3	3	262	0	1	0	0	0	0	0	1	10	1	6	6	13
1	4013.73988	0.00039	1.0445E-23	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	7	0	2	2	53	0	0	0	0	0	0	0	1	8	3	5	5	2
1	4013.75783	0.00090	4.7629E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	10	3	3	135	0	0	0	0	0	0	0	1	12	11	6	6	1
1	4013.75870	0.00009	2.3337E-23	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	4	4	3	3	55	0	0	0	0	0	0	1	5	5	4	3	6	2
1	4013.77861	     	3.0000E-25																												
1	4013.84755		2.9370E-25	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	11	9	5	3	230	0	1	0	0	0	0	0	1	12	11	6	6	9
1	4013.86334	0.00027	1.6448E-24	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	8	1	6	3	120	0	0	0	0	0	0	1	5	9	2	3	6	5
1	4013.87954	     	3.1048E-25																												
1	4013.94453	0.00003	1.5923E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	9	4	6	107	0	0	0	0	0	0	0	1	9	8	3	3	1
1	4014.07323	0.00028	3.8181E-25	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	4	2	3	3	57	0	0	0	0	0	0	0	1	5	1	6	6	4
1	4014.21812	0.00013	2.4965E-25	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	1	6	3	194	0	0	0	0	0	0	0	1	13	1	6	6	9
1	4014.31646	0.00005	3.2130E-23	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	7	6	1	5	44	0	0	0	0	0	0	0	1	8	6	2	2	1
1	4014.33735	     	4.7202E-25																												
1	4014.43468	0.00014	4.1662E-23	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	6	1	6	5	48	0	0	0	0	0	0	0	1	7	0	2	2	3
1	4014.45392	     	5.0349E-25																												
1	4014.61513	     	1.5314E-25																												
1	4014.71386	0.00005	3.3146E-25	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	10	0	1	3	295	0	1	0	0	0	0	0	1	11	1	6	6	15
1	4014.74577	     	3.4825E-25																												
1	4014.77006	     	1.7622E-25																												
1	4014.88206	     	4.9929E-25																												
1	4014.89256	0.00005	1.8290E-23	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	6	4	3	5	47	0	0	0	0	0	0	1	5	7	3	4	2	2
1	4015.06513	0.00001	1.0028E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	3	2	3	2	24	0	0	0	0	0	0	0	1	3	3	5	5	1
1	4015.09777	     	1.0699E-25																												
1	4015.11106	0.00060	6.3273E-25	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	3	0	2	3	40	0	0	0	0	0	0	1	5	3	2	3	6	1
1	4015.11315	0.00013	1.2673E-24	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	7	5	6	6	196	0	1	0	0	0	0	0	1	8	4	3	3	10
1	4015.15617	0.00058	2.5174E-25	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	7	2	3	6	92	0	0	0	0	0	0	1	5	7	1	6	3	5
1	4015.24363		1.0359E-23	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	6	5	6	2	62	0	1	0	0	0	0	1	5	6	6	1	5	4
1	4015.25576	0.00002	4.9510E-25	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	4	4	3	6	56	0	0	0	0	0	0	1	5	5	1	6	3	4
1	4015.30063	0.00008	3.9860E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	2	3	3	149	0	0	0	0	0	0	1	5	11	4	3	6	6
1	4015.49558		9.5244E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	7	4	3	6	162	0	1	0	0	0	0	1	5	7	5	6	3	7
1	4015.60138	0.00031	3.7971E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	4	3	2	83	0	0	0	0	0	0	1	5	12	6	1	5	3
1	4015.63860	     	4.9300E-25																												
1	4015.65427	0.00006	1.9350E-23	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	8	3	4	2	54	0	0	0	0	0	0	0	1	9	3	5	5	3
1	4015.67052	     	1.3846E-25																												
1	4015.68425	     	2.4335E-25																												
1	4015.79116	0.00112	4.8671E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	6	1	3	155	0	0	0	0	0	0	0	1	12	7	6	6	4
1	4015.80566		1.2321E-23	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	8	8	3	3	161	0	1	0	0	0	0	1	5	8	8	3	6	7
1	4015.87553	     	2.2237E-25																												
1	4015.91378		1.2545E-24	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	13	13	6	6	250	0	1	0	0	0	0	0	1	14	14	3	3	11
1	4015.93647		5.9999E-25	0011_11_aA2"<-0100	1	0	0	1	1	1	1	1	5	5	1	6	3	143	0	1	0	0	0	0	0	1	6	1	6	6	7
1	4016.08410	0.00069	1.1888E-23	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	7	0	2	3	103	0	0	0	0	0	0	0	1	8	1	6	6	6
1	4016.10079	     	2.3076E-25																												
1	4016.13308	     	8.9160E-25																												
1	4016.15735	     	3.4615E-25																												
1	4016.23211	     	1.4895E-25																												
1	4016.34520	0.00017	1.2923E-24	0202_02_aE"<-0100	1	0	2	0	2	0	2	1	6	11	10	3	5	109	0	1	0	0	0	0	1	5	11	9	4	2	5
1	4016.51623	0.00000	1.9259E-24	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	11	6	6	151	0	0	0	0	0	0	1	5	13	11	6	3	2
1	4016.56383	0.00010	3.8645E-24	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	9	8	3	3	181	0	1	0	0	0	0	1	5	9	8	3	6	7
1	4016.57624	0.00001	4.4624E-24	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	7	5	6	2	83	0	1	0	0	0	0	1	5	7	6	1	5	3
1	4016.98309		1.3821E-23	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	7	7	6	6	148	0	1	0	0	0	0	1	5	7	7	6	3	6
1	4017.10953	0.00074	6.5543E-24	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	4	3	6	102	0	0	0	0	0	0	0	1	8	2	3	3	5
1	4017.18925	0.00114	1.7287E-24	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	7	1	6	5	43	0	0	0	0	0	0	1	5	7	3	4	2	2
1	4017.31193	0.00017	1.2222E-23	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	5	1	6	6	73	0	0	0	0	0	0	1	5	6	1	6	3	4
1	4017.31678	     	8.7272E-25																												
1	4017.34375		4.3176E-24	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	10	9	5	5	105	0	1	0	0	0	0	1	5	10	9	4	2	4
1	4017.47537	0.00003	1.1874E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	1	6	5	64	0	0	0	0	0	0	1	5	10	3	4	2	3
1	4017.53657	     	6.7971E-25																												
1	4017.61545	0.00004	2.0308E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	7	1	6	6	103	0	0	0	0	0	0	1	5	8	1	6	3	6
1	4017.85491	0.00098	6.4179E-24	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	3	5	3	102	0	0	0	0	0	0	1	5	8	2	3	6	5
1	4017.93564	0.00031	1.4224E-24	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	6	1	6	6	85	0	0	0	0	0	0	0	1	7	2	3	3	4
1	4017.97055	     	1.6363E-25																												
1	4018.06877	     	2.7272E-25																												
1	4018.22735		1.2910E-23	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	10	3	3	120	0	0	0	0	0	0	0	1	11	11	6	6	1
1	4018.23294	     	1.5839E-24																												
1	4018.25076	     	2.2447E-25																												
1	4018.27832	0.00144	8.2656E-25	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	8	7	6	2	85	0	1	0	0	0	0	1	5	8	6	1	5	4
1	4018.37265	0.00006	3.7552E-25	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	2	0	1	3	30	0	0	0	0	0	0	1	5	2	2	3	6	1
1	4018.53895	     	2.6853E-25																												
1	4018.56638	0.00039	2.7201E-25	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	10	1	6	3	155	0	0	0	0	0	0	1	5	11	2	3	6	7
1	4018.67755	0.00028	2.9580E-25	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	0	1	6	193	0	0	0	0	0	0	0	1	13	2	3	3	8
1	4018.74584		1.4832E-24	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	7	7	6	2	84	0	1	0	0	0	0	1	5	7	6	1	5	3
1	4018.85514	     	1.9091E-25																												
1	4018.97162		2.1188E-25	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	8	5	6	3	201	0	1	0	0	0	0	0	1	9	7	6	6	8
1	4019.07486	0.00064	8.4754E-25	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	13	9	4	2	95	0	0	0	0	0	0	0	1	14	9	5	5	2
1	4019.12466	0.00032	2.6895E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	9	5	6	142	0	0	0	0	0	0	0	1	12	10	3	3	2
1	4019.19132	0.00003	4.5524E-25	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	13	12	1	5	79	0	0	0	0	0	0	0	1	14	12	2	2	1
1	4019.24772	     	6.4824E-25																												
1	4019.25541		4.0699E-25	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	8	4	3	6	189	0	1	0	0	0	0	1	5	8	5	6	3	9
1	4019.27683	0.00025	3.5034E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	2	3	2	89	0	0	0	0	0	0	0	1	12	3	5	5	4
1	4019.33031	0.00068	5.1608E-25	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	13	10	3	6	175	0	0	0	0	0	0	0	1	14	10	3	3	4
1	4019.45441	0.00109	5.5174E-25	0011_11_aA2"<-0100	1	0	0	1	1	1	1	1	5	5	3	4	2	71	0	1	0	0	0	0	0	1	6	3	5	5	5
1	4019.49454	0.00027	5.8031E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	1	6	6	118	0	0	0	0	0	0	0	1	9	2	3	3	5
1	4019.53267	0.00001	1.9923E-23	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	7	5	6	3	96	0	0	0	0	0	0	0	1	8	5	6	6	3
1	4019.57756	     	2.4545E-25																												
1	4019.62038	0.00054	1.8084E-24	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	5	6	5	74	0	0	0	0	0	0	0	1	11	6	2	2	2
1	4019.64816	0.00051	4.3426E-25	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	13	11	6	3	170	0	0	0	0	0	0	0	1	14	11	6	6	3
1	4019.67752	     	2.9790E-25																												
1	4019.68801	     	5.2237E-25																												
1	4019.74248	0.00025	6.6982E-23	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	4	3	5	5	31	0	0	0	0	0	0	1	5	5	3	4	2	1
1	4019.75796	     	9.2517E-25																												
1	4019.89373	     	2.2447E-25																												
1	4019.91538	0.00012	4.4055E-25	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	9	3	4	3	137	0	0	0	0	0	0	0	1	10	1	6	6	7
1	4020.01131	0.00002	5.2114E-24	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	8	7	6	6	171	0	1	0	0	0	0	1	5	8	7	6	3	8
1	4020.06179	0.00065	9.0752E-25	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	11	7	6	6	152	0	0	0	0	0	0	0	1	12	8	3	3	3
1	4020.06183	0.00001	1.4425E-24	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	8	3	4	6	231	0	1	0	0	0	0	0	1	9	2	3	3	11
