        nu  unc1  unc2  nu1'  nu2'  nu3'  nu4'  L3'  L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"           E'        Calc'  Obs-Calc'   ErrByte         Source Method  BandMatch
9651.13431  0.01  0.01     2     0     0     2    0    2   4   0  s    E'  810     0     0     0     0    0    0   4   1  s    E"    3  9846.040667  9846.472700  -0.432033  3.933018 17BaPoYuTe.236     Br      False
9662.00817  0.01  0.01     2     0     0     2    0    2   4   1  a    E'  810     0     0     0     0    0    0   4   2  a    E"    2  9846.561227  9846.472700   0.088527  1.279076 17BaPoYuTe.355     CD       True
9562.94534  0.01  0.01     2     0     0     2    0    2   4   1  a    E'  810     0     0     0     0    0    0   5   2  a    E"    3  9846.562061  9846.472700   0.089361  1.281777 17BaPoYuTe.353     CD       True
9741.38057  0.01  0.01     2     0     0     2    0    2   4   1  a    E'  810     0     0     0     0    0    0   3   2  a    E"    1  9846.564325  9846.472700   0.091625  1.280855 17BaPoYuTe.358     CD       True
9743.82456  0.01  0.01     2     0     0     2    0    2   4   0  a    E"  802     0     0     0     0    0    0   3   2  s    E'    1  9848.246648  9848.113246   0.133402  1.103080 17BaPoYuTe.357     CD       True
9553.61697  0.01  0.01     2     0     0     2    0    2   4   0  a    E"  802     0     0     0     0    0    0   5   1  a    E'    4  9848.247026  9848.113246   0.133780  1.106219 17BaPoYuTe.352     CD       True
9731.96930  0.01  0.01     2     0     0     2    0    2   4   0  a    E"  802     0     0     0     0    0    0   3   1  a    E'    2  9848.247595  9848.113246   0.134349  1.103445 17BaPoYuTe.356     CD       True
9652.63740  0.01  0.01     2     0     0     2    0    2   4   0  a    E"  802     0     0     0     0    0    0   4   1  a    E'    3  9848.248721  9848.113246   0.135475  1.105959 17BaPoYuTe.354     CD       True
9567.79412  0.01  0.01     2     0     0     2    0    2   5   5  s   A2"  464     0     0     0     0    0    0   6   6  s   A2'    1  9851.368640  9851.188033   0.180607  4.798134 17BaPoYuTe.248     Br       True
9734.43060  0.01  0.01     1     0     1     2    1    2   3   1  s   A2"  311     0     0     0     0    0    0   3   0  s   A2'    2  9853.668459  9849.551909   4.116550  0.020424  17BaPoYuTe.19     Br      False
9569.53711  0.01  0.01     2     0     0     2    0    2   5   5  a   A2'  496     0     0     0     0    0    0   6   6  a   A2"    1  9853.947409  9854.116696  -0.169287  1.038208 17BaPoYuTe.380     Br       True
9670.15524  0.01  0.01     2     0     1     0    1    0   4   3  s    E"  805     0     0     0     0    0    0   4   2  s    E'    2  9853.984351  9853.836235   0.148116  4.081989 17BaPoYuTe.470     Br       True
9670.26154  0.01  0.01     1     0     1     2    1    2   3   1  s    E"  659     0     0     0     0    0    0   4   2  s    E'    2  9854.090651  9854.187454  -0.096803 -1.820522  17BaPoYuTe.14     CD      False
9749.67204  0.01  0.01     1     0     1     2    1    2   3   1  s    E"  659     0     0     0     0    0    0   3   2  s    E'    1  9854.094128  9854.187454  -0.093326 -1.818226  17BaPoYuTe.16     CD      False
9656.95829  0.01  0.01     1     0     1     2    1    2   3   1  a   A2'  348     0     0     0     0    0    0   4   0  a   A2"    2  9856.252227  9857.700542  -1.448315 -3.418352 17BaPoYuTe.118     CD      False
9795.84157  0.01  0.01     1     0     1     2    1    2   3   1  a   A2'  348     0     0     0     0    0    0   2   0  a   A2"    1  9856.254588  9857.700542  -1.445954 -3.418354 17BaPoYuTe.131     CD      False
9673.12973  0.01  0.01     2     0     1     0    1    0   4   3  a    E'  815     0     0     0     0    0    0   4   2  a    E"    2  9857.682787  9856.220756   1.462031  2.924103 17BaPoYuTe.561     Br      False
9743.61676  0.01  0.01     1     0     1     2    1    2   3   2  a    E"  662     0     0     0     0    0    0   3   1  a    E'    2  9859.895055  9862.042528  -2.147473 -3.304198 17BaPoYuTe.132     Br      False
9808.12952  0.01  0.01     1     0     1     2    1    2   3   0  s    E'  654     0     0     0     0    0    0   2   1  s    E"    2  9864.068253  9865.563800  -1.495547 -0.432735  17BaPoYuTe.17     CD      False
9669.16674  0.01  0.01     1     0     1     2    1    2   3   0  s    E'  654     0     0     0     0    0    0   4   1  s    E"    3  9864.073097  9865.563800  -1.490703 -0.425809  17BaPoYuTe.13     CD      False
9662.07217  0.01  0.01     1     0     1     2    1    2   4   4  s    E'  818     0     0     0     0    0    0   5   5  s    E"    1  9867.341318  9866.941690   0.399628 -1.832951  17BaPoYuTe.31     Br      False
9485.27983  0.01  0.01     2     0     0     2    0    2   5   4  a   A2"  466     0     0     0     0    0    0   6   3  a   A2'    2  9869.257358  9872.543436  -3.286078  0.791800 17BaPoYuTe.364     CD      False
9604.03118  0.01  0.01     2     0     0     2    0    2   5   4  a   A2"  466     0     0     0     0    0    0   5   3  a   A2'    1  9869.257837  9872.543436  -3.285599  0.789892 17BaPoYuTe.368     CD      False
9704.58191  0.01  0.01     2     0     0     2    0    2   5   4  s   A2'  498     0     0     0     0    0    0   4   3  s   A2"    1  9869.913012  9867.593184   2.319828  5.141312 17BaPoYuTe.260   CD_b       True
9605.40228  0.01  0.01     2     0     0     2    0    2   5   4  s   A2'  498     0     0     0     0    0    0   5   3  s   A2"    1  9869.918937  9867.593184   2.325753  5.148802 17BaPoYuTe.257   CD_b       True
9665.88995  0.01  0.01     1     0     1     2    1    2   4   4  a    E"  810     0     0     0     0    0    0   5   5  a    E'    1  9871.977430  9872.433339  -0.455909 -2.242936 17BaPoYuTe.144     Br      False
9760.32760  0.01  0.01     2     0     1     0    1    0   4   2  s    E'  822     0     0     0     0    0    0   3   1  s    E"    2  9875.864231  9875.223373   0.640858  4.778460 17BaPoYuTe.468     Br      False
9790.85638  0.01  0.01     1     0     1     2    1    2   4   4  s   A2'  390     0     0     0     0    0    0   3   3  s   A2"    1  9876.717961  9874.989083   1.728878  0.043845  17BaPoYuTe.28     Br      False
9613.63075  0.01  0.01     2     0     1     0    1    0   4   2  s   A2'  391     0     0     0     0    0    0   5   3  s   A2"    1  9878.147407  9879.255879  -1.108472  3.523178 17BaPoYuTe.469     Br       True
9712.23818  0.01  0.01     1     0     1     2    1    2   4   4  a   A2"  425     0     0     0     0    0    0   4   3  a   A2'    1  9878.326083  9878.700204  -0.374121 -3.626387 17BaPoYuTe.140     CD      False
9791.67038  0.01  0.01     1     0     1     2    1    2   4   4  a   A2"  425     0     0     0     0    0    0   3   3  a   A2'    1  9878.328183  9878.700204  -0.372021 -3.625486 17BaPoYuTe.142     CD      False
9614.99064  0.01  0.01     2     0     1     0    1    0   4   2  a   A2"  425     0     0     0     0    0    0   5   3  a   A2'    1  9880.217297  9878.700204   1.517093  2.804407 17BaPoYuTe.560     Br       True
9644.36833  0.01  0.01     2     0     1     0    1    0   4   2  a    E"  817     0     0     0     0    0    0   5   4  s    E'    2  9883.020997  9883.848847  -0.827850  2.865478 17BaPoYuTe.555     CD      False
9687.41237  0.01  0.01     2     0     1     0    1    0   4   2  a    E"  817     0     0     0     0    0    0   4   1  a    E'    3  9883.023691  9883.848847  -0.825156  2.864927 17BaPoYuTe.557     CD      False
9562.40764  0.01  0.01     2     0     0     2    0    2   5   4  s    E'  963     0     0     0     0    0    0   6   5  s    E"    1  9886.776643  9887.521370  -0.744727  5.207861 17BaPoYuTe.247     Br       True
9649.25142  0.01  0.01     2     0     1     0    1    0   5   5  s    E"  972     0     0     0     0    0    0   5   4  s    E'    2  9887.904087  9888.125576  -0.221489  3.773287 17BaPoYuTe.474     CD      False
9748.54634  0.01  0.01     2     0     1     0    1    0   5   5  s    E"  972     0     0     0     0    0    0   4   4  s    E'    1  9887.904389  9888.125576  -0.221187  3.772246 17BaPoYuTe.478     CD      False
9530.32316  0.01  0.01     2     0     1     0    1    0   5   5  s    E"  972     0     0     0     0    0    0   6   4  s    E'    2  9887.907440  9888.125576  -0.218136  3.778622 17BaPoYuTe.472     CD      False
9563.54204  0.01  0.01     2     0     0     2    0    2   5   4  a    E"  972     0     0     0     0    0    0   6   5  a    E'    1  9888.669315  9888.125576   0.543739  1.837276 17BaPoYuTe.379     Br      False
9690.01386  0.01  0.01     2     0     1     0    1    0   4   1  a   A2'  395     0     0     0     0    0    0   4   0  a   A2"    2  9889.307797  9890.421484  -1.113687  2.820389 17BaPoYuTe.563     Br      False
9606.49618  0.01  0.01     2     0     1     0    1    0   4   1  s    E"  820     0     0     0     0    0    0   5   2  s    E'    3  9889.433379  9888.444386   0.988993  5.269390 17BaPoYuTe.462     CD      False
9773.15685  0.01  0.01     2     0     1     0    1    0   4   1  s    E"  820     0     0     0     0    0    0   3   1  a    E'    2  9889.435145  9888.444386   0.990759  5.267668 17BaPoYuTe.466     CD      False
9723.72344  0.01  0.01     2     0     1     0    1    0   4   1  s   A2"  429     0     0     0     0    0    0   4   3  a   A2'    1  9889.811343  9888.841991   0.969352  4.381107 17BaPoYuTe.464     CD      False
9803.15464  0.01  0.01     2     0     1     0    1    0   4   1  s   A2"  429     0     0     0     0    0    0   3   3  a   A2'    1  9889.812443  9888.841991   0.970452  4.381008 17BaPoYuTe.467     CD      False
9653.10240  0.01  0.01     2     0     1     0    1    0   5   5  a    E'  966     0     0     0     0    0    0   5   4  a    E"    2  9892.510691  9890.955499   1.555192  3.824483 17BaPoYuTe.575     Br       True
9700.32612  0.01  0.01     2     0     1     0    1    0   4   0  s    E'  831     0     0     0     0    0    0   4   1  s    E"    3  9895.232477  9894.989391   0.243086  4.022327 17BaPoYuTe.463     CD      False
9601.26430  0.01  0.01     2     0     1     0    1    0   4   0  s    E'  831     0     0     0     0    0    0   5   1  s    E"    4  9895.232620  9894.989391   0.243229  4.024288 17BaPoYuTe.461     CD      False
9779.69603  0.01  0.01     2     0     1     0    1    0   4   0  s    E'  831     0     0     0     0    0    0   3   1  s    E"    2  9895.232661  9894.989391   0.243270  4.021255 17BaPoYuTe.465     CD      False
9614.40505  0.01  0.01     2     0     1     0    1    0   4   0  a    E"  822     0     0     0     0    0    0   5   2  s    E'    3  9897.342249  9897.290004   0.052245  3.219076 17BaPoYuTe.554     CD      False
9701.73472  0.01  0.01     2     0     1     0    1    0   4   0  a    E"  822     0     0     0     0    0    0   4   1  a    E'    3  9897.346041  9897.290004   0.056037  3.220768 17BaPoYuTe.556     CD      False
9603.90319  0.01  0.01     2     0     1     0    1    0   4   1  a    E'  834     0     0     0     0    0    0   5   1  s    E"    4  9897.871510  9897.044366   0.827144  4.257865 17BaPoYuTe.553     CD      False
9792.68948  0.01  0.01     2     0     1     0    1    0   4   1  a    E'  834     0     0     0     0    0    0   3   2  a    E"    1  9897.873235  9897.044366   0.828869  4.256673 17BaPoYuTe.559     CD      False
9782.33942  0.01  0.01     2     0     1     0    1    0   4   1  a    E'  834     0     0     0     0    0    0   3   1  s    E"    2  9897.876051  9897.044366   0.831685  4.259332 17BaPoYuTe.558     CD      False
9693.83805  0.01  0.01     2     0     0     2    0    2   6   6  s    E' 1112     0     0     0     0    0    0   5   5  s    E"    1  9899.107198  9896.410734   2.696464  5.421622 17BaPoYuTe.262     Br      False
9575.65139  0.01  0.01     2     0     0     2    0    2   6   6  a    E" 1106     0     0     0     0    0    0   6   5  a    E'    1  9900.778665  9901.665656  -0.886991  1.199217 17BaPoYuTe.384     CD      False
9694.69284  0.01  0.01     2     0     0     2    0    2   6   6  a    E" 1106     0     0     0     0    0    0   5   5  a    E'    1  9900.780320  9901.665656  -0.885336  1.199021 17BaPoYuTe.389     CD      False
9662.32247  0.01  0.01     1     0     1     2    1    2   4   3  a    E'  836     0     0     0     0    0    0   5   4  a    E"    2  9901.730761  9901.826285  -0.095524 -2.889313 17BaPoYuTe.133     CD      False
9761.56799  0.01  0.01     1     0     1     2    1    2   4   3  a    E'  836     0     0     0     0    0    0   4   4  a    E"    1  9901.731243  9901.826285  -0.095042 -2.890355 17BaPoYuTe.137     CD      False
9619.91093  0.01  0.01     2     0     0     2    0    2   5   3  s    E"  980     0     0     0     0    0    0   5   2  s    E'    3  9902.848129  9902.818300   0.029829  4.230601 17BaPoYuTe.253     CD       True
9501.20027  0.01  0.01     2     0     0     2    0    2   5   3  s    E"  980     0     0     0     0    0    0   6   2  s    E'    3  9902.848167  9902.818300   0.029867  4.233054 17BaPoYuTe.250     CD       True
9719.02035  0.01  0.01     2     0     0     2    0    2   5   3  s    E"  980     0     0     0     0    0    0   4   2  s    E'    2  9902.849461  9902.818300   0.031161  4.230208 17BaPoYuTe.258     CD       True
9621.19532  0.01  0.01     1     0     1     2    1    2   4   3  s    E"  827     0     0     0     0    0    0   5   2  s    E'    3  9904.132519  9904.641380  -0.508861 -0.370424  17BaPoYuTe.20     CD      False
9720.30765  0.01  0.01     1     0     1     2    1    2   4   3  s    E"  827     0     0     0     0    0    0   4   2  s    E'    2  9904.136761  9904.641380  -0.504619 -0.367907  17BaPoYuTe.23     CD      False
9799.71575  0.01  0.01     1     0     1     2    1    2   4   3  s    E"  827     0     0     0     0    0    0   3   2  s    E'    1  9904.137838  9904.641380  -0.503542 -0.368011  17BaPoYuTe.26     CD      False
9503.14586  0.01  0.01     2     0     0     2    0    2   5   3  a    E'  970     0     0     0     0    0    0   6   2  a    E"    3  9905.423683  9908.583231  -3.159548  1.487417 17BaPoYuTe.365     CD      False
9621.80792  0.01  0.01     2     0     0     2    0    2   5   3  a    E'  970     0     0     0     0    0    0   5   2  a    E"    3  9905.424641  9908.583231  -3.158590  1.485814 17BaPoYuTe.369     CD      False
9742.60487  0.01  0.01     1     0     1     2    1    2   4   2  a   A2"  435     0     0     0     0    0    0   4   3  a   A2'    1  9908.692773  9906.607844   2.084929 -2.702616 17BaPoYuTe.143     Br      False
9632.02978  0.01  0.01     2     0     1     0    1    0   5   5  s   A2"  472     0     0     0     0    0    0   6   6  s   A2'    1  9915.604300  9917.241189  -1.636889  4.155395 17BaPoYuTe.482     Br      False
9635.32097  0.01  0.01     2     0     1     0    1    0   5   5  a   A2'  508     0     0     0     0    0    0   6   6  a   A2"    1  9919.731269  9920.783262  -1.051993  3.535107 17BaPoYuTe.574     Br      False
9735.90819  0.01  0.01     1     0     1     2    1    2   4   2  a    E"  832     0     0     0     0    0    0   4   2  s    E'    2  9919.737301  9919.973335  -0.236034 -3.916418 17BaPoYuTe.139     CD      False
9636.80016  0.01  0.01     1     0     1     2    1    2   4   2  a    E"  832     0     0     0     0    0    0   5   2  s    E'    3  9919.737359  9919.973335  -0.235976 -3.914635 17BaPoYuTe.136     CD      False
9756.62551  0.01  0.01     1     0     1     2    1    2   4   2  s   A2'  400     0     0     0     0    0    0   4   3  s   A2"    1  9921.956612  9921.966633  -0.010021 -1.898530  17BaPoYuTe.24     CD      False
9836.09631  0.01  0.01     1     0     1     2    1    2   4   2  s   A2'  400     0     0     0     0    0    0   3   3  s   A2"    1  9921.957891  9921.966633  -0.008742 -1.898301  17BaPoYuTe.27     CD      False
9657.44468  0.01  0.01     1     0     1     2    1    2   4   2  s   A2'  400     0     0     0     0    0    0   5   3  s   A2"    1  9921.961337  9921.966633  -0.005296 -1.892240  17BaPoYuTe.21     CD      False
9628.16539  0.01  0.01     1     0     1     2    1    2   4   2  s    E'  843     0     0     0     0    0    0   5   1  s    E"    4  9922.133710  9921.839717   0.293993 -0.272574  17BaPoYuTe.29     Br      False
9738.90958  0.01  0.01     1     0     1     2    1    2   4   1  s    E"  834     0     0     0     0    0    0   4   2  s    E'    2  9922.738691  9921.725078   1.013613 -1.801347  17BaPoYuTe.25   CD_b      False
9639.81105  0.01  0.01     1     0     1     2    1    2   4   1  s    E"  834     0     0     0     0    0    0   5   2  s    E'    3  9922.748249  9921.725078   1.023171 -1.790064  17BaPoYuTe.22   CD_b      False
9565.13793  0.01  0.01     2     0     0     2    0    2   5   2  s    E'  978     0     0     0     0    0    0   6   4  a    E"    2  9923.422515  9923.679016  -0.256501  3.962446 17BaPoYuTe.251     CD      False
9684.01888  0.01  0.01     2     0     0     2    0    2   5   2  s    E'  978     0     0     0     0    0    0   5   4  a    E"    2  9923.427171  9923.679016  -0.251845  3.964939 17BaPoYuTe.254     CD      False
9629.28679  0.01  0.01     1     0     1     2    1    2   4   2  a    E"  835     0     0     0     0    0    0   5   1  a    E'    4  9923.916846  9924.776641  -0.859795 -2.836322 17BaPoYuTe.134     CD      False
9807.63892  0.01  0.01     1     0     1     2    1    2   4   2  a    E"  835     0     0     0     0    0    0   3   1  a    E'    2  9923.917215  9924.776641  -0.859426 -2.839296 17BaPoYuTe.141     CD      False
9724.66073  0.01  0.01     1     0     1     2    1    2   4   3  a   A2'  403     0     0     0     0    0    0   4   0  a   A2"    2  9923.954667  9924.424257  -0.469590 -3.497168 17BaPoYuTe.146     Br      False
9660.52497  0.01  0.01     2     0     1     0    1    0   5   4  s   A2'  509     0     0     0     0    0    0   5   3  s   A2"    1  9925.041627  9924.824309   0.217318  5.191749 17BaPoYuTe.475     CD       True
9759.71120  0.01  0.01     2     0     1     0    1    0   5   4  s   A2'  509     0     0     0     0    0    0   4   3  s   A2"    1  9925.042302  9924.824309   0.217993  5.190859 17BaPoYuTe.479     CD       True
9542.69221  0.01  0.01     2     0     1     0    1    0   5   4  a   A2"  475     0     0     0     0    0    0   6   3  a   A2'    2  9926.669738  9926.362879   0.306859  2.421439 17BaPoYuTe.564     CD       True
9760.58210  0.01  0.01     2     0     1     0    1    0   5   4  a   A2"  475     0     0     0     0    0    0   4   3  a   A2'    1  9926.670003  9926.362879   0.307124  2.417587 17BaPoYuTe.570     CD       True
9661.44607  0.01  0.01     2     0     1     0    1    0   5   4  a   A2"  475     0     0     0     0    0    0   5   3  a   A2'    1  9926.672727  9926.362879   0.309848  2.422041 17BaPoYuTe.567     CD       True
9632.39678  0.01  0.01     1     0     1     2    1    2   4   0  a    E"  837     0     0     0     0    0    0   5   1  a    E'    4  9927.026836  9927.802023  -0.775187 -3.345795 17BaPoYuTe.135     CD      False
9731.41701  0.01  0.01     1     0     1     2    1    2   4   0  a    E"  837     0     0     0     0    0    0   4   1  a    E'    3  9927.028331  9927.802023  -0.773692 -3.346255 17BaPoYuTe.138     CD      False
9633.04078  0.01  0.01     2     0     0     2    0    2   5   2  a    E"  991     0     0     0     0    0    0   5   1  a    E'    4  9927.670836  9926.713902   0.956934  1.307932 17BaPoYuTe.377     Br      False
9808.63812  0.01  0.01     1     0     1     2    1    2   4   1  s   A2"  440     0     0     0     0    0    0   3   0  s   A2'    2  9927.875979  9930.593099  -2.717120 -1.743844  17BaPoYuTe.30     Br      False
9744.49586  0.01  0.01     1     0     1     2    1    2   4   1  a    E'  848     0     0     0     0    0    0   4   2  a    E"    2  9929.048917  9928.221264   0.827653 -3.470655 17BaPoYuTe.145     Br      False
9738.89298  0.01  0.01     1     0     1     2    1    2   4   0  s    E'  852     0     0     0     0    0    0   4   1  s    E"    3  9933.799337  9934.874268  -1.074931 -0.230329  17BaPoYuTe.32     Br       True
9669.13624  0.01  0.01     2     0     0     2    0    2   5   2  a   A2"  476     0     0     0     0    0    0   5   3  a   A2'    1  9934.362897  9934.185948   0.176949 -0.015737 17BaPoYuTe.378     Br      False
9800.16035  0.01  0.01     1     0     1     2    1    2   5   5  s    E"  994     0     0     0     0    0    0   4   4  s    E'    1  9939.518399  9939.452172   0.066227 -1.603056  17BaPoYuTe.45     Br      False
9523.06849  0.01  0.01     2     0     0     2    0    2   5   1  a   A2'  513     0     0     0     0    0    0   6   0  a   A2"    3  9939.956300  9939.964565  -0.008265  1.590557 17BaPoYuTe.366     CD       True
9740.66297  0.01  0.01     2     0     0     2    0    2   5   1  a   A2'  513     0     0     0     0    0    0   4   0  a   A2"    2  9939.956907  9939.964565  -0.007658  1.586493 17BaPoYuTe.373     CD       True
9675.75452  0.01  0.01     2     0     0     2    0    2   5   2  s   A2'  514     0     0     0     0    0    0   5   3  s   A2"    1  9940.271177  9940.257176   0.014001  4.409547 17BaPoYuTe.246     Br      False
9680.11040  0.01  0.01     2     0     0     2    0    2   5   1  s   A2"  479     0     0     0     0    0    0   5   3  a   A2'    1  9945.337057  9946.890322  -1.553265  3.904714 17BaPoYuTe.256     CD       True
9561.36174  0.01  0.01     2     0     0     2    0    2   5   1  s   A2"  479     0     0     0     0    0    0   6   3  a   A2'    2  9945.339268  9946.890322  -1.551054  3.909312 17BaPoYuTe.252     CD       True
9747.84815  0.01  0.01     1     0     1     2    1    2   4   1  a   A2'  408     0     0     0     0    0    0   4   0  a   A2"    2  9947.142087  9947.267996  -0.125909 -2.268648 17BaPoYuTe.147     Br      False
9763.47099  0.01  0.01     2     0     0     2    0    2   5   1  s    E"  998     0     0     0     0    0    0   4   2  s    E'    2  9947.300101  9948.181126  -0.881025  5.144395 17BaPoYuTe.245     Br      False
9753.76382  0.01  0.01     2     0     0     2    0    2   5   0  s    E'  988     0     0     0     0    0    0   4   1  s    E"    3  9948.670177  9948.596317   0.073860  3.981979 17BaPoYuTe.259     CD      False
9654.70409  0.01  0.01     2     0     0     2    0    2   5   0  s    E'  988     0     0     0     0    0    0   5   1  s    E"    4  9948.672410  9948.596317   0.076093  3.986030 17BaPoYuTe.255     CD      False
9765.67878  0.01  0.01     2     0     0     2    0    2   5   1  a    E'  990     0     0     0     0    0    0   4   2  a    E"    2  9950.231837  9950.427794  -0.195957  1.094158 17BaPoYuTe.376     CD      False
9666.61915  0.01  0.01     2     0     0     2    0    2   5   1  a    E'  990     0     0     0     0    0    0   5   2  a    E"    3  9950.235871  9950.427794  -0.191923  1.100059 17BaPoYuTe.372     CD      False
9767.33977  0.01  0.01     2     0     0     2    0    2   5   0  a    E" 1001     0     0     0     0    0    0   4   2  s    E'    2  9951.168881  9951.059302   0.109579  1.706220 17BaPoYuTe.375     CD       True
9668.23564  0.01  0.01     2     0     0     2    0    2   5   0  a    E" 1001     0     0     0     0    0    0   5   2  s    E'    3  9951.172839  9951.059302   0.113537  1.711903 17BaPoYuTe.371     CD       True
9656.54419  0.01  0.01     2     0     0     2    0    2   5   0  a    E" 1001     0     0     0     0    0    0   5   1  a    E'    4  9951.174246  9951.059302   0.114944  1.713165 17BaPoYuTe.370     CD       True
9537.93673  0.01  0.01     2     0     0     2    0    2   5   0  a    E" 1001     0     0     0     0    0    0   6   1  a    E'    4  9951.174587  9951.059302   0.115285  1.716162 17BaPoYuTe.367     CD       True
9755.56552  0.01  0.01     2     0     0     2    0    2   5   0  a    E" 1001     0     0     0     0    0    0   4   1  a    E'    3  9951.176841  9951.059302   0.117539  1.713805 17BaPoYuTe.374     CD       True
9595.00022  0.01  0.01     2     0     0     2    0    2   6   5  s    E" 1126     0     0     0     0    0    0   6   4  s    E'    2  9952.584500  9953.296169  -0.711669  4.934352 17BaPoYuTe.270     CD      False
9713.93497  0.01  0.01     2     0     0     2    0    2   6   5  s    E" 1126     0     0     0     0    0    0   5   4  s    E'    2  9952.587637  9953.296169  -0.708532  4.935507 17BaPoYuTe.273     CD      False
9594.69842  0.01  0.01     2     0     0     2    0    2   6   5  a    E' 1135     0     0     0     0    0    0   6   4  a    E"    2  9952.983005  9951.393807   1.589198  0.563304 17BaPoYuTe.388   CD_b      False
9713.58027  0.01  0.01     2     0     0     2    0    2   6   5  a    E' 1135     0     0     0     0    0    0   5   4  a    E"    2  9952.988561  9951.393807   1.594754  0.566697 17BaPoYuTe.392   CD_b      False
9661.27007  0.01  0.01     2     0     1     0    1    0   5   3  s    E" 1004     0     0     0     0    0    0   5   1  a    E'    4  9955.900126  9955.706871   0.193255  4.911588 17BaPoYuTe.476     CD      False
9772.07455  0.01  0.01     2     0     1     0    1    0   5   3  s    E" 1004     0     0     0     0    0    0   4   2  s    E'    2  9955.903661  9955.706871   0.196790  4.913543 17BaPoYuTe.480     CD      False
9601.88589  0.01  0.01     1     0     1     2    1    2   5   5  a    E'  998     0     0     0     0    0    0   6   4  a    E"    2  9960.170475  9960.258757  -0.088282 -3.497097 17BaPoYuTe.148     CD      False
9720.76245  0.01  0.01     1     0     1     2    1    2   5   5  a    E'  998     0     0     0     0    0    0   5   4  a    E"    2  9960.170741  9960.258757  -0.088016 -3.498994 17BaPoYuTe.154     CD      False
9820.00937  0.01  0.01     1     0     1     2    1    2   5   5  a    E'  998     0     0     0     0    0    0   4   4  a    E"    1  9960.172623  9960.258757  -0.086134 -3.498636 17BaPoYuTe.158     CD      False
9762.44339  0.01  0.01     1     0     1     2    1    2   4   0  s   A2'  411     0     0     0     0    0    0   4   0  a   A2"    2  9961.737327  9962.933557  -1.196230 -1.259493  17BaPoYuTe.33     Br      False
9640.16845  0.01  0.01     2     0     1     0    1    0   6   6  s    E' 1139     0     0     0     0    0    0   6   5  s    E"    1  9964.537453  9964.140068   0.397385  4.539329 17BaPoYuTe.492     CD      False
9759.26880  0.01  0.01     2     0     1     0    1    0   6   6  s    E' 1139     0     0     0     0    0    0   5   5  s    E"    1  9964.537948  9964.140068   0.397880  4.538187 17BaPoYuTe.497     CD      False
9641.76154  0.01  0.01     2     0     1     0    1    0   6   6  a    E" 1130     0     0     0     0    0    0   6   5  a    E'    1  9966.888815  9966.863896   0.024919  2.611718 17BaPoYuTe.584     CD      False
9760.80350  0.01  0.01     2     0     1     0    1    0   6   6  a    E" 1130     0     0     0     0    0    0   5   5  a    E'    1  9966.890980  9966.863896   0.027084  2.612032 17BaPoYuTe.588     CD      False
9674.90702  0.01  0.01     1     0     1     2    1    2   5   5  a    E' 1002     0     0     0     0    0    0   5   1  s    E"    4  9968.875340  9971.237711  -2.362371 -3.269716 17BaPoYuTe.157     CD      False
9773.97235  0.01  0.01     1     0     1     2    1    2   5   5  a    E' 1002     0     0     0     0    0    0   4   1  s    E"    3  9968.878707  9971.237711  -2.359004 -3.268167 17BaPoYuTe.164     CD      False
9645.73613  0.01  0.01     1     0     1     2    1    2   5   4  s    E' 1002     0     0     0     0    0    0   6   5  s    E"    1  9970.105133  9971.237711  -1.132578 -0.624949  17BaPoYuTe.44     Br      False
9765.51568  0.01  0.01     1     0     1     2    1    2   5   4  a    E" 1015     0     0     0     0    0    0   5   5  a    E'    1  9971.603160  9972.959595  -1.356435 -2.533582 17BaPoYuTe.156     CD      False
9646.47913  0.01  0.01     1     0     1     2    1    2   5   4  a    E" 1015     0     0     0     0    0    0   6   5  a    E'    1  9971.606405  9972.959595  -1.353190 -2.528486 17BaPoYuTe.153     CD      False
9688.83187  0.01  0.01     2     0     0     2    0    2   6   5  s   A2"  587     0     0     0     0    0    0   6   6  s   A2'    1  9972.406390  9972.779309  -0.372919  4.788140 17BaPoYuTe.264     Br      False
9552.64098  0.01  0.01     2     0     0     2    0    2   6   5  a   A2'  554     0     0     0     0    0    0   7   6  a   A2"    1  9975.864003  9975.859630   0.004373  1.262867 17BaPoYuTe.381     CD       True
9691.45626  0.01  0.01     2     0     0     2    0    2   6   5  a   A2'  554     0     0     0     0    0    0   6   6  a   A2"    1  9975.866559  9975.859630   0.006929  1.263234 17BaPoYuTe.383     CD       True
9593.61792  0.01  0.01     1     0     1     2    1    2   5   4  s   A2'  521     0     0     0     0    0    0   6   3  s   A2"    2  9976.936408  9977.373603  -0.437195 -1.586640  17BaPoYuTe.34     CD      False
9712.42028  0.01  0.01     1     0     1     2    1    2   5   4  s   A2'  521     0     0     0     0    0    0   5   3  s   A2"    1  9976.936937  9977.373603  -0.436666 -1.588351  17BaPoYuTe.37     CD      False
9811.60601  0.01  0.01     1     0     1     2    1    2   5   4  s   A2'  521     0     0     0     0    0    0   4   3  s   A2"    1  9976.937112  9977.373603  -0.436491 -1.589741  17BaPoYuTe.39     CD      False
9782.62612  0.01  0.01     2     0     1     0    1    0   5   2  s    E' 1005     0     0     0     0    0    0   4   1  s    E"    3  9977.532477  9977.696306  -0.163829  5.375614 17BaPoYuTe.483     Br      False
