        nu  unc1  unc2  nu1'  nu2'  nu3'  nu4'  L3'  L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"           E'        Calc'  Obs-Calc'   ErrByte         Source Method  BandMatch
9536.18824  0.01  0.01     2     0     0     2    0    2   8   8  s   A2'  700     0     0     0     0    0    0   9   9  s   A2"    1 10128.775291 10128.930934  -0.155643  5.079023 17BaPoYuTe.296     Br       True
9750.14934  0.01  0.01     1     0     1     2    1    2   6   2  s   A2'  596     0     0     0     0    0    0   6   3  s   A2"    2 10133.467828 10131.926227   1.541601 -0.846191  17BaPoYuTe.64     Br      False
9459.00813  0.01  0.01     2     0     0     2    0    2   7   4  s   A2'  688     0     0     0     0    0    0   8   3  s   A2"    2 10138.296086 10138.351962  -0.055876  4.088543 17BaPoYuTe.278     CD       True
9616.67424  0.01  0.01     2     0     0     2    0    2   7   4  s   A2'  688     0     0     0     0    0    0   7   3  s   A2"    2 10138.296225 10138.351962  -0.055737  4.084579 17BaPoYuTe.282     CD       True
9754.97902  0.01  0.01     2     0     0     2    0    2   7   4  s   A2'  688     0     0     0     0    0    0   6   3  s   A2"    2 10138.297508 10138.351962  -0.054454  4.082803 17BaPoYuTe.289     CD       True
9583.94586  0.01  0.01     1     0     1     2    1    2   6   1  s   A2"  632     0     0     0     0    0    0   7   0  s   A2'    3 10138.339002 10138.039363   0.299639 -0.231690  17BaPoYuTe.50     CD      False
9840.69760  0.01  0.01     1     0     1     2    1    2   6   1  s   A2"  632     0     0     0     0    0    0   5   0  s   A2'    2 10138.339418 10138.039363   0.300055 -0.237248  17BaPoYuTe.58     CD      False
9678.80900  0.01  0.01     2     0     0     2    0    2   7   4  s    E' 1337     0     0     0     0    0    0   7   5  s    E"    2 10141.822153 10142.824438  -1.002285  4.531150 17BaPoYuTe.287   CD_b      False
9520.76210  0.01  0.01     2     0     0     2    0    2   7   4  s    E' 1337     0     0     0     0    0    0   8   5  s    E"    3 10141.827703 10142.824438  -0.996735  4.540149 17BaPoYuTe.281   CD_b      False
9849.46246  0.01  0.01     1     0     1     2    1    2   6   2  s    E' 1235     0     0     0     0    0    0   5   1  s    E"    4 10143.430780 10143.993039  -0.562259 -0.710364  17BaPoYuTe.59     CD      False
9592.67353  0.01  0.01     1     0     1     2    1    2   6   2  s    E' 1235     0     0     0     0    0    0   7   1  s    E"    5 10143.432202 10143.993039  -0.560837 -0.703035  17BaPoYuTe.51     CD      False
9785.64460  0.01  0.01     1     0     1     2    1    2   7   7  a    E' 1338     0     0     0     0    0    0   6   4  a    E"    2 10143.929185 10145.016759  -1.087574 -3.273224 17BaPoYuTe.194   CD_b      False
9647.26012  0.01  0.01     1     0     1     2    1    2   7   7  a    E' 1338     0     0     0     0    0    0   7   4  a    E"    3 10143.936362 10145.016759  -1.080397 -3.263088 17BaPoYuTe.190   CD_b      False
9593.59452  0.01  0.01     1     0     1     2    1    2   6   2  a    E" 1226     0     0     0     0    0    0   7   1  a    E'    5 10144.914947 10145.414996  -0.500049 -2.474200 17BaPoYuTe.169   CD_b      False
9850.29216  0.01  0.01     1     0     1     2    1    2   6   2  a    E" 1226     0     0     0     0    0    0   5   1  a    E'    4 10144.922216 10145.414996  -0.492780 -2.473092 17BaPoYuTe.180   CD_b      False
9652.68520  0.01  0.01     2     0     1     0    1    0   7   5  s    E" 1349     0     0     0     0    0    0   7   4  s    E'    3 10148.720383 10147.984660   0.735723  5.325859 17BaPoYuTe.509     CD       True
9791.13808  0.01  0.01     2     0     1     0    1    0   7   5  s    E" 1349     0     0     0     0    0    0   6   4  s    E'    2 10148.722360 10147.984660   0.737700  5.325042 17BaPoYuTe.512     CD       True
9568.55912  0.01  0.01     2     0     0     2    0    2   8   7  s   A2"  736     0     0     0     0    0    0   8   6  s   A2'    1 10149.338966 10149.228924   0.110042  4.526220 17BaPoYuTe.310     CD       True
9726.88072  0.01  0.01     2     0     0     2    0    2   8   7  s   A2"  736     0     0     0     0    0    0   7   6  s   A2'    1 10149.339049 10149.228924   0.110125  4.523401 17BaPoYuTe.314     CD       True
9655.60269  0.01  0.01     2     0     1     0    1    0   7   5  a    E' 1343     0     0     0     0    0    0   7   4  a    E"    3 10152.278932 10151.494006   0.784926  3.406024 17BaPoYuTe.597     CD      False
9619.38793  0.01  0.01     2     0     1     0    1    0   7   5  a    E' 1343     0     0     0     0    0    0   8   7  s    E"    2 10152.282323 10151.494006   0.788317  3.414002 17BaPoYuTe.594     CD      False
9778.03773  0.01  0.01     2     0     1     0    1    0   7   5  a    E' 1343     0     0     0     0    0    0   7   7  s    E"    1 10152.287049 10151.494006   0.793043  3.416464 17BaPoYuTe.598     CD      False
9620.18382  0.01  0.01     2     0     1     0    1    0   8   8  s    E' 1451     0     0     0     0    0    0   8   7  s    E"    2 10153.078213 10153.213825  -0.135612  4.447353 17BaPoYuTe.519     CD       True
9778.82913  0.01  0.01     2     0     1     0    1    0   8   8  s    E' 1451     0     0     0     0    0    0   7   7  s    E"    1 10153.078449 10153.213825  -0.135376  4.445325 17BaPoYuTe.520     CD       True
9780.02262  0.01  0.01     2     0     1     0    1    0   8   8  a    E" 1443     0     0     0     0    0    0   7   7  a    E'    1 10155.129705 10154.895690   0.234015  2.962855 17BaPoYuTe.622     CD      False
9621.46062  0.01  0.01     2     0     1     0    1    0   8   8  a    E" 1443     0     0     0     0    0    0   8   7  a    E'    2 10155.129957 10154.895690   0.234267  2.965641 17BaPoYuTe.616     CD      False
9743.43286  0.01  0.01     1     0     1     2    1    2   6   0  a    E" 1234     0     0     0     0    0    0   6   1  a    E'    4 10156.670717 10156.477748   0.192969 -2.114934 17BaPoYuTe.184     Br      False
9735.34479  0.01  0.01     2     0     0     2    0    2   8   7  a   A2'  709     0     0     0     0    0    0   7   6  a   A2"    1 10158.567813 10160.923260  -2.355447  0.881087 17BaPoYuTe.416     CD      False
9577.09809  0.01  0.01     2     0     0     2    0    2   8   7  a   A2'  709     0     0     0     0    0    0   8   6  a   A2"    1 10158.569054 10160.923260  -2.354206  0.885440 17BaPoYuTe.412     CD      False
9836.31901  0.01  0.01     1     0     1     2    1    2   7   6  s    E' 1348     0     0     0     0    0    0   6   5  s    E"    1 10160.688013 10159.521295   1.166718 -0.970332  17BaPoYuTe.78     Br      False
9759.61720  0.01  0.01     1     0     1     2    1    2   7   6  a    E" 1358     0     0     0     0    0    0   6   2  s    E'    3 10161.265097 10163.650505  -2.385408 -2.685558 17BaPoYuTe.195   CD_b      False
9697.56693  0.01  0.01     1     0     1     2    1    2   7   6  a    E" 1358     0     0     0     0    0    0   7   5  a    E'    2 10161.274057 10163.650505  -2.376448 -2.672492 17BaPoYuTe.191   CD_b      False
9745.89005  0.01  0.01     1     0     1     2    1    2   6   1  a   A2'  604     0     0     0     0    0    0   6   0  a   A2"    3 10162.777860 10163.617719  -0.839859 -4.095454 17BaPoYuTe.185     Br      False
9769.32706  0.01  0.01     2     0     0     2    0    2   7   3  s    E" 1365     0     0     0     0    0    0   6   2  s    E'    3 10170.974957 10172.069338  -1.094381  5.071232 17BaPoYuTe.290     CD       True
9473.58117  0.01  0.01     2     0     0     2    0    2   7   3  s    E" 1365     0     0     0     0    0    0   8   2  s    E'    5 10170.976573 10172.069338  -1.092765  5.080399 17BaPoYuTe.279     CD       True
9631.58368  0.01  0.01     2     0     0     2    0    2   7   3  a    E' 1354     0     0     0     0    0    0   7   2  a    E"    4 10172.005439 10170.301178   1.704261  0.867823 17BaPoYuTe.397     CD      False
9769.72926  0.01  0.01     2     0     0     2    0    2   7   3  a    E' 1354     0     0     0     0    0    0   6   2  a    E"    3 10172.007083 10170.301178   1.705905  0.866070 17BaPoYuTe.402     CD      False
9522.46019  0.01  0.01     2     0     0     2    0    2   8   7  a    E' 1466     0     0     0     0    0    0   9   8  a    E"    1 10178.896057 10179.477099  -0.581042  0.028006 17BaPoYuTe.420     Br      False
9597.64561  0.01  0.01     1     0     1     2    1    2   7   5  a   A2'  701     0     0     0     0    0    0   8   6  a   A2"    1 10179.116574 10179.467477  -0.350903 -2.173197 17BaPoYuTe.186     CD      False
9755.89402  0.01  0.01     1     0     1     2    1    2   7   5  a   A2'  701     0     0     0     0    0    0   7   6  a   A2"    1 10179.117043 10179.467477  -0.350434 -2.175840 17BaPoYuTe.188     CD      False
9523.56929  0.01  0.01     2     0     0     2    0    2   8   7  s    E" 1457     0     0     0     0    0    0   9   8  s    E'    1 10179.216028 10179.089781   0.126247  4.247053 17BaPoYuTe.305     CD      False
9701.95302  0.01  0.01     2     0     0     2    0    2   8   7  s    E" 1457     0     0     0     0    0    0   8   8  s    E'    1 10179.217378 10179.089781   0.127597  4.245926 17BaPoYuTe.309     CD      False
9780.15252  0.01  0.01     2     0     0     2    0    2   7   2  s    E' 1359     0     0     0     0    0    0   6   2  a    E"    3 10182.430343 10182.628542  -0.198199  3.970809 17BaPoYuTe.292     CD      False
9685.75648  0.01  0.01     2     0     0     2    0    2   7   2  s    E' 1359     0     0     0     0    0    0   7   4  a    E"    3 10182.432722 10182.628542  -0.195820  3.976733 17BaPoYuTe.284     CD      False
9503.82746  0.01  0.01     2     0     1     0    1    0   7   4  s   A2'  703     0     0     0     0    0    0   8   3  s   A2"    2 10183.115416 10183.796883  -0.681467  4.289448 17BaPoYuTe.503     CD       True
9661.49347  0.01  0.01     2     0     1     0    1    0   7   4  s   A2'  703     0     0     0     0    0    0   7   3  s   A2"    2 10183.115455 10183.796883  -0.681428  4.285384 17BaPoYuTe.507     CD       True
9707.52790  0.01  0.01     2     0     0     2    0    2   9   9  s    E" 1553     0     0     0     0    0    0   8   8  s    E'    1 10184.792258 10183.756319   1.035939  3.911805 17BaPoYuTe.315     Br      False
9806.25783  0.01  0.01     2     0     1     0    1    0   7   4  a   A2"  669     0     0     0     0    0    0   6   3  a   A2'    2 10190.235358 10190.943117  -0.707759  2.565639 17BaPoYuTe.604     CD      False
9510.39874  0.01  0.01     2     0     1     0    1    0   7   4  a   A2"  669     0     0     0     0    0    0   8   3  a   A2'    2 10190.235579 10190.943117  -0.707538  2.573247 17BaPoYuTe.593     CD      False
9640.52205  0.01  0.01     2     0     0     2    0    2   7   2  a    E" 1379     0     0     0     0    0    0   7   1  a    E'    5 10191.842477 10192.540735  -0.698258  0.789538 17BaPoYuTe.396     CD      False
9778.60473  0.01  0.01     2     0     0     2    0    2   7   2  a    E" 1379     0     0     0     0    0    0   6   1  a    E'    4 10191.842587 10192.540735  -0.698148  0.786143 17BaPoYuTe.401     CD      False
9809.49811  0.01  0.01     1     0     1     2    1    2   7   6  a   A2"  671     0     0     0     0    0    0   6   3  a   A2'    2 10193.475638 10194.435390  -0.959752 -2.197445 17BaPoYuTe.192     CD      False
9671.25603  0.01  0.01     1     0     1     2    1    2   7   6  a   A2"  671     0     0     0     0    0    0   7   3  a   A2'    2 10193.479009 10194.435390  -0.956381 -2.190844 17BaPoYuTe.189     CD      False
9776.89424  0.01  0.01     2     0     0     2    0    2   7   1  a   A2'  707     0     0     0     0    0    0   6   0  a   A2"    3 10193.782050 10193.330525   0.451525  0.815879 17BaPoYuTe.403     CD      False
9672.16213  0.01  0.01     2     0     0     2    0    2   7   1  a   A2'  707     0     0     0     0    0    0   7   3  s   A2"    2 10193.784115 10193.330525   0.453590  0.821188 17BaPoYuTe.398     CD      False
9870.16479  0.01  0.01     2     0     1     0    1    0   7   4  s    E' 1369     0     0     0     0    0    0   6   5  s    E"    1 10194.533793 10194.195214   0.338579  5.262646 17BaPoYuTe.514     CD      False
9573.47460  0.01  0.01     2     0     1     0    1    0   7   4  s    E' 1369     0     0     0     0    0    0   8   5  s    E"    3 10194.540203 10194.195214   0.344989  5.274927 17BaPoYuTe.506     CD      False
9604.59018  0.01  0.01     1     0     1     2    1    2   8   8  s   A2'  717     0     0     0     0    0    0   9   9  s   A2"    1 10197.177231 10197.095017   0.082214 -0.353656  17BaPoYuTe.87     Br      False
9616.98824  0.01  0.01     1     0     1     2    1    2   7   5  s   A2"  673     0     0     0     0    0    0   8   6  s   A2'    1 10197.768086 10198.565417  -0.797331 -0.048569  17BaPoYuTe.69     CD      False
9643.37934  0.01  0.01     1     0     1     2    1    2   7   5  s   A2"  673     0     0     0     0    0    0   7   0  s   A2'    3 10197.772482 10198.565417  -0.792935 -0.048530  17BaPoYuTe.73     CD      False
9846.43638  0.01  0.01     1     0     1     2    1    2   7   5  a    E' 1374     0     0     0     0    0    0   6   4  a    E"    2 10204.720965 10204.597723   0.123242 -3.451608 17BaPoYuTe.196     Br      False
9830.72723  0.01  0.01     1     0     1     2    1    2   8   8  s    E' 1483     0     0     0     0    0    0   7   7  s    E"    1 10204.976549 10205.101250  -0.124701 -1.291000  17BaPoYuTe.88     Br      False
9788.98709  0.01  0.01     2     0     0     2    0    2   7   2  s   A2'  711     0     0     0     0    0    0   6   0  a   A2"    3 10205.874900 10206.040902  -0.166002  4.552712 17BaPoYuTe.295   CD_b      False
9684.26228  0.01  0.01     2     0     0     2    0    2   7   2  s   A2'  711     0     0     0     0    0    0   7   3  s   A2"    2 10205.884265 10206.040902  -0.156637  4.565321 17BaPoYuTe.288   CD_b      False
9667.68735  0.01  0.01     2     0     1     0    1    0   7   4  a    E" 1389     0     0     0     0    0    0   7   2  s    E'    4 10207.532327 10208.261422  -0.729095  3.140558 17BaPoYuTe.608     Br      False
9510.18474  0.01  0.01     2     0     0     2    0    2   7   1  s    E" 1389     0     0     0     0    0    0   8   2  s    E'    5 10207.580143 10208.261422  -0.681279  5.502945 17BaPoYuTe.280     CD       True
9667.73915  0.01  0.01     2     0     0     2    0    2   7   1  s    E" 1389     0     0     0     0    0    0   7   2  s    E'    4 10207.584127 10208.261422  -0.677295  5.502646 17BaPoYuTe.283     CD       True
9805.93983  0.01  0.01     2     0     0     2    0    2   7   1  s    E" 1389     0     0     0     0    0    0   6   2  s    E'    3 10207.587727 10208.261422  -0.673695  5.502978 17BaPoYuTe.291     CD       True
9788.56389  0.01  0.01     2     0     1     0    1    0   8   7  s   A2"  755     0     0     0     0    0    0   7   6  s   A2'    1 10211.022219 10211.964570  -0.942351  4.970757 17BaPoYuTe.521     Br       True
9672.80133  0.01  0.01     2     0     1     0    1    0   7   3  a    E' 1380     0     0     0     0    0    0   7   2  a    E"    4 10213.223089 10213.231947  -0.008858  2.414590 17BaPoYuTe.609     Br      False
9663.97386  0.01  0.01     1     0     1     2    1    2   7   4  s    E' 1381     0     0     0     0    0    0   7   1  s    E"    5 10214.732532 10215.462725  -0.730193 -1.658817  17BaPoYuTe.71     CD      False
9593.67122  0.01  0.01     1     0     1     2    1    2   7   4  s    E' 1381     0     0     0     0    0    0   8   5  s    E"    3 10214.736823 10215.462725  -0.725902 -1.650380  17BaPoYuTe.67     CD      False
9675.13202  0.01  0.01     2     0     0     2    0    2   7   1  a    E' 1381     0     0     0     0    0    0   7   2  a    E"    4 10215.553779 10215.462725   0.091054  1.688305 17BaPoYuTe.408     Br      False
9813.91280  0.01  0.01     2     0     1     0    1    0   7   3  s    E" 1394     0     0     0     0    0    0   6   2  s    E'    3 10215.560697 10215.632333  -0.071636  3.711528 17BaPoYuTe.513     CD      False
9751.85523  0.01  0.01     2     0     1     0    1    0   7   3  s    E" 1394     0     0     0     0    0    0   7   5  a    E'    2 10215.562357 10215.632333  -0.069976  3.717294 17BaPoYuTe.510     CD      False
9816.56799  0.01  0.01     2     0     0     2    0    2   7   0  a    E" 1397     0     0     0     0    0    0   6   2  s    E'    3 10218.215887 10217.664543   0.551344  1.409548 17BaPoYuTe.404     CD      False
9678.37341  0.01  0.01     2     0     0     2    0    2   7   0  a    E" 1397     0     0     0     0    0    0   7   2  s    E'    4 10218.218387 10217.664543   0.553844  1.415316 17BaPoYuTe.399     CD      False
9519.38710  0.01  0.01     2     0     0     2    0    2   8   6  s    E' 1500     0     0     0     0    0    0   9   7  s    E"    2 10230.243759 10230.216588   0.027171  5.886637 17BaPoYuTe.304     CD       True
9697.35013  0.01  0.01     2     0     0     2    0    2   8   6  s    E' 1500     0     0     0     0    0    0   8   7  s    E"    2 10230.244523 10230.216588   0.027935  5.884027 17BaPoYuTe.308     CD       True
9697.17444  0.01  0.01     2     0     0     2    0    2   8   6  a    E" 1488     0     0     0     0    0    0   8   7  a    E'    2 10230.843777 10231.408711  -0.564934  1.720685 17BaPoYuTe.419     Br       True
9552.90848  0.01  0.01     2     0     1     0    1    0   7   2  s   A2'  720     0     0     0     0    0    0   8   3  s   A2"    2 10232.196436 10232.265551  -0.069115  5.028439 17BaPoYuTe.504     CD      False
9710.57469  0.01  0.01     2     0     1     0    1    0   7   2  s   A2'  720     0     0     0     0    0    0   7   3  s   A2"    2 10232.196675 10232.265551  -0.068876  5.024575 17BaPoYuTe.508     CD      False
9822.77256  0.01  0.01     2     0     1     0    1    0   7   2  a    E" 1408     0     0     0     0    0    0   6   1  a    E'    4 10236.010417 10236.378424  -0.368007  2.448856 17BaPoYuTe.606   CD_b       True
9684.69818  0.01  0.01     2     0     1     0    1    0   7   2  a    E" 1408     0     0     0     0    0    0   7   1  a    E'    5 10236.018607 10236.378424  -0.359817  2.460551 17BaPoYuTe.601   CD_b       True
9824.70756  0.01  0.01     1     0     1     2    1    2   7   5  s    E" 1409     0     0     0     0    0    0   6   1  a    E'    4 10237.945417 10239.388849  -1.443432 -0.260208  17BaPoYuTe.76     CD      False
9686.62668  0.01  0.01     1     0     1     2    1    2   7   5  s    E" 1409     0     0     0     0    0    0   7   1  a    E'    5 10237.947107 10239.388849  -1.441742 -0.255013  17BaPoYuTe.74     CD      False
9688.09007  0.01  0.01     2     0     1     0    1    0   7   2  s    E' 1399     0     0     0     0    0    0   7   1  s    E"    5 10238.848742 10238.663169   0.185573  4.273541 17BaPoYuTe.515     Br      False
9562.47264  0.01  0.01     1     0     1     2    1    2   7   4  a   A2"  686     0     0     0     0    0    0   8   3  a   A2'    2 10242.309479 10240.796294   1.513185 -2.430732 17BaPoYuTe.187   CD_b      False
9858.34173  0.01  0.01     1     0     1     2    1    2   7   4  a   A2"  686     0     0     0     0    0    0   6   3  a   A2'    2 10242.319258 10240.796294   1.522964 -2.428340 17BaPoYuTe.193   CD_b      False
9521.25910  0.01  0.01     2     0     0     2    0    2   9   9  a    E' 1572     0     0     0     0    0    0  10  10  a    E"    1 10242.393089 10241.915365   0.477724  1.206598 17BaPoYuTe.432     Br      False
9859.69113  0.01  0.01     1     0     1     2    1    2   7   4  s   A2'  722     0     0     0     0    0    0   6   3  s   A2"    2 10243.009618 10242.755257   0.254361 -1.221811  17BaPoYuTe.79     Br      False
9569.81281  0.01  0.01     2     0     1     0    1    0   7   2  a   A2"  688     0     0     0     0    0    0   8   3  a   A2'    2 10249.649649 10249.593630   0.056019  3.865069 17BaPoYuTe.595   CD_b      False
9727.43512  0.01  0.01     2     0     1     0    1    0   7   2  a   A2"  688     0     0     0     0    0    0   7   3  a   A2'    2 10249.658099 10249.593630   0.064469  3.869362 17BaPoYuTe.600   CD_b      False
9848.65057  0.01  0.01     2     0     1     0    1    0   7   1  a    E' 1407     0     0     0     0    0    0   6   2  a    E"    3 10250.928393 10252.495841  -1.567448  3.363530 17BaPoYuTe.607   CD_b      False
9710.51299  0.01  0.01     2     0     1     0    1    0   7   1  a    E' 1407     0     0     0     0    0    0   7   2  a    E"    4 10250.934749 10252.495841  -1.561092  3.373283 17BaPoYuTe.602   CD_b      False
9757.27511  0.01  0.01     1     0     1     2    1    2   7   3  s    E" 1420     0     0     0     0    0    0   7   4  s    E'    3 10253.310293 10253.450470  -0.140177 -0.906621  17BaPoYuTe.72     CD      False
9599.44190  0.01  0.01     1     0     1     2    1    2   7   3  s    E" 1420     0     0     0     0    0    0   8   4  s    E'    4 10253.312613 10253.450470  -0.137857 -0.900526  17BaPoYuTe.68     CD      False
9757.57821  0.01  0.01     2     0     0     2    0    2   8   5  a    E' 1516     0     0     0     0    0    0   7   4  a    E"    3 10254.254452 10254.868786  -0.614334  1.679327 17BaPoYuTe.424     Br      False
9792.11768  0.01  0.01     1     0     1     2    1    2   8   7  s    E" 1506     0     0     0     0    0    0   7   5  a    E'    2 10255.824807 10256.413787  -0.588980 -0.811556  17BaPoYuTe.86     Br      False
9702.31552  0.01  0.01     2     0     1     0    1    0   7   1  s   A2"  690     0     0     0     0    0    0   7   0  s   A2'    3 10256.708662 10257.596058  -0.887396  4.626576 17BaPoYuTe.516     Br      False
9601.03130  0.01  0.01     2     0     1     0    1    0   8   7  a    E' 1518     0     0     0     0    0    0   9   8  a    E"    1 10257.467167 10258.143774  -0.676607  3.283797 17BaPoYuTe.613     CD      False
9794.45777  0.01  0.01     2     0     1     0    1    0   8   7  a    E' 1518     0     0     0     0    0    0   7   5  s    E"    2 10257.470923 10258.143774  -0.672851  3.278959 17BaPoYuTe.620     CD      False
9780.92962  0.01  0.01     1     0     1     2    1    2   8   7  a    E' 1519     0     0     0     0    0    0   8   8  a    E"    1 10259.078556 10259.298209  -0.219653 -2.769192 17BaPoYuTe.201     CD      False
9602.68309  0.01  0.01     1     0     1     2    1    2   8   7  a    E' 1519     0     0     0     0    0    0   9   8  a    E"    1 10259.118957 10259.298209  -0.179252 -2.726020 17BaPoYuTe.199     CD      False
9842.85399  0.01  0.01     2     0     1     0    1    0   7   1  a   A2'  725     0     0     0     0    0    0   6   0  a   A2"    3 10259.741800 10258.762081   0.979719  3.829906 17BaPoYuTe.610     Br      False
9766.49438  0.01  0.01     2     0     0     2    0    2   8   5  s    E" 1511     0     0     0     0    0    0   7   4  s    E'    3 10262.529563 10262.021394   0.508169  4.807382 17BaPoYuTe.302     Br      False
9643.01184  0.01  0.01     2     0     1     0    1    0   8   6  a    E" 1513     0     0     0     0    0    0   8   5  a    E'    3 10264.704828 10264.137114   0.567714  3.323337 17BaPoYuTe.615     CD       True
9800.99935  0.01  0.01     2     0     1     0    1    0   8   6  a    E" 1513     0     0     0     0    0    0   7   5  a    E'    2 10264.706477 10264.137114   0.569363  3.321371 17BaPoYuTe.621     CD       True
9609.06127  0.01  0.01     2     0     1     0    1    0   8   6  a    E" 1513     0     0     0     0    0    0   9   8  s    E'    1 10264.708008 10264.137114   0.570894  3.331144 17BaPoYuTe.614     CD       True
9733.12240  0.01  0.01     2     0     0     2    0    2   9   8  s    E' 1587     0     0     0     0    0    0   8   7  s    E"    2 10266.016793 10266.755569  -0.738776  5.659029 17BaPoYuTe.317     Br      False
9686.21738  0.01  0.01     2     0     0     2    0    2   8   5  s   A2"  772     0     0     0     0    0    0   8   6  s   A2'    1 10266.997226 10266.302901   0.694325  4.625176 17BaPoYuTe.299     Br      False
9844.12448  0.01  0.01     2     0     0     2    0    2   8   5  a   A2'  739     0     0     0     0    0    0   7   6  a   A2"    1 10267.347503 10265.597999   1.749504  0.170191 17BaPoYuTe.415     CD      False
9508.34634  0.01  0.01     2     0     0     2    0    2   8   5  a   A2'  739     0     0     0     0    0    0   9   6  a   A2"    2 10267.348841 10265.597999   1.750842  0.178856 17BaPoYuTe.411     CD      False
9844.23538  0.01  0.01     1     0     1     2    1    2   8   7  a   A2'  739     0     0     0     0    0    0   7   6  a   A2"    1 10267.458403 10265.597999   1.860404 -3.892124 17BaPoYuTe.207     Br      False
9845.62838  0.01  0.01     1     0     1     2    1    2   8   7  s   A2"  772     0     0     0     0    0    0   7   6  s   A2'    1 10268.086709 10266.302901   1.783808 -1.389787  17BaPoYuTe.89     Br      False
9789.95049  0.01  0.01     2     0     1     0    1    0   9   9  a    E' 1589     0     0     0     0    0    0   8   8  a    E"    1 10268.099426 10268.717438  -0.618012  3.611960 17BaPoYuTe.626     CD      False
9611.69466  0.01  0.01     2     0     1     0    1    0   9   9  a    E' 1589     0     0     0     0    0    0   9   8  a    E"    1 10268.130527 10268.717438  -0.586911  3.645832 17BaPoYuTe.625     CD      False
9761.76989  0.01  0.01     1     0     1     2    1    2   7   2  a   A2"  698     0     0     0     0    0    0   7   3  a   A2'    2 10283.992869 10285.025964  -1.033095 -2.163742 17BaPoYuTe.197     Br      False
9762.85579  0.01  0.01     1     0     1     2    1    2   7   2  s   A2'  735     0     0     0     0    0    0   7   3  s   A2"    2 10284.477775 10284.594488  -0.116713 -1.377070  17BaPoYuTe.77     Br      False
9765.41218  0.01  0.01     2     0     0     2    0    2   8   4  a   A2"  777     0     0     0     0    0    0   7   3  a   A2'    2 10287.635159 10287.529427   0.105732  1.008843 17BaPoYuTe.418   CD_b      False
9607.80807  0.01  0.01     2     0     0     2    0    2   8   4  a   A2"  777     0     0     0     0    0    0   8   3  a   A2'    2 10287.644909 10287.529427   0.115482  1.022750 17BaPoYuTe.414   CD_b      False
9676.60191  0.01  0.01     2     0     0     2    0    2   8   4  s    E' 1541     0     0     0     0    0    0   8   5  s    E"    3 10297.667513 10297.560982   0.106531  5.681726 17BaPoYuTe.298     Br      False
9803.79944  0.01  0.01     2     0     1     0    1    0   8   5  s    E" 1533     0     0     0     0    0    0   7   4  s    E'    3 10299.834623 10299.996457  -0.161834  5.150660 17BaPoYuTe.522     Br      False
9447.15357  0.01  0.01     2     0     0     2    0    2   8   4  s   A2'  752     0     0     0     0    0    0   9   3  s   A2"    3 10303.332413 10303.642519  -0.310106  4.018969 17BaPoYuTe.303     CD       True
9624.04601  0.01  0.01     2     0     0     2    0    2   8   4  s   A2'  752     0     0     0     0    0    0   8   3  s   A2"    2 10303.333966 10303.642519  -0.308553  4.015330 17BaPoYuTe.306     CD       True
9781.71222  0.01  0.01     2     0     0     2    0    2   8   4  s   A2'  752     0     0     0     0    0    0   7   3  s   A2"    2 10303.334205 10303.642519  -0.308314  4.011466 17BaPoYuTe.311     CD       True
9593.23473  0.01  0.01     2     0     1     0    1    0   8   6  s    E' 1548     0     0     0     0    0    0   9   7  s    E"    2 10304.091389 10303.838051   0.253338  4.985567 17BaPoYuTe.517     CD      False
9771.19816  0.01  0.01     2     0     1     0    1    0   8   6  s    E' 1548     0     0     0     0    0    0   8   7  s    E"    2 10304.092553 10303.838051   0.254502  4.983357 17BaPoYuTe.518     CD      False
9809.60191  0.01  0.01     1     0     1     2    1    2   8   7  a    E' 1549     0     0     0     0    0    0   7   4  a    E"    3 10306.278152 10306.169426   0.108726 -2.836625 17BaPoYuTe.206     Br      False
9779.81863  0.01  0.01     1     0     1     2    1    2   8   7  s    E" 1542     0     0     0     0    0    0   8   7  a    E'    2 10313.487967 10313.439272   0.048695 -0.966882  17BaPoYuTe.83   CD_b      False
9601.94439  0.01  0.01     1     0     1     2    1    2   8   7  s    E" 1542     0     0     0     0    0    0   9   7  a    E'    2 10313.492709 10313.439272   0.053437 -0.958548  17BaPoYuTe.81   CD_b      False
9840.24400  0.01  0.01     1     0     1     2    1    2   9   9  s    E" 1629     0     0     0     0    0    0   8   8  s    E'    1 10317.508358 10317.668844  -0.160486 -0.364158  17BaPoYuTe.92     Br      False
9696.54894  0.01  0.01     1     0     1     2    1    2   8   6  a    E" 1544     0     0     0     0    0    0   8   5  a    E'    3 10318.241928 10319.211732  -0.969804 -3.657335 17BaPoYuTe.202   CD_b      False
9778.40433  0.01  0.01     1     0     1     2    1    2   8   6  a    E" 1544     0     0     0     0    0    0   7   2  s    E'    4 10318.249307 10319.211732  -0.962425 -3.654409 17BaPoYuTe.204   CD_b      False
9843.50419  0.01  0.01     1     0     1     2    1    2   9   9  a    E' 1621     0     0     0     0    0    0   8   8  a    E"    1 10321.653126 10322.058297  -0.405171 -2.228509 17BaPoYuTe.212     Br      False
9859.20693  0.01  0.01     1     0     1     2    1    2   8   6  s    E' 1557     0     0     0     0    0    0   7   5  s    E"    2 10322.220083 10322.100552   0.119531 -0.582295  17BaPoYuTe.84     CD      False
