Line Uncertainty Uncertainty' Ratio
22CaCeVaCa.2318	1.000e-5	8.544e-5	8.54392	
22CaCeVaCaa.5793	6.000e-5	5.106e-4	8.51032	
22CaCeVaCaa.1862	1.900e-4	1.617e-3	8.50951	
22CaCeVaCaa.1386	1.900e-4	1.616e-3	8.50705	
21CeCaCo.374	5.000e-4	4.240e-3	8.47967	
23CaCeVo.1439	2.500e-5	2.104e-4	8.41696	
22HuSuTo.1493	1.000e-3	8.390e-3	8.39019	
22CaCeVaCa.2159	1.000e-5	8.375e-5	8.37452	
22CaCeVaCa.187	1.000e-5	8.375e-5	8.37452	
22CaCeVaCa.1782	1.000e-5	8.375e-5	8.37452	
22CaCeVaCa.340	1.000e-5	8.375e-5	8.37452	
22CaCeVaCaa.2430	5.000e-5	4.183e-4	8.36511	
22HuSuTo.1245	1.000e-3	8.335e-3	8.33478	
22HuSuTo.1095	1.000e-3	8.334e-3	8.33377	
89UrTuRaGu.340	9.000e-5	7.434e-4	8.25984	
23CaCeVo.1695	1.300e-4	1.069e-3	8.22255	
23CaCeVo.902	1.300e-4	1.064e-3	8.18158	
23CaCeVo.3339	2.000e-5	1.625e-4	8.12696	
22CaCeVaCa.3643	3.000e-5	2.438e-4	8.12608	
22HuSuTo.1287	1.000e-3	8.108e-3	8.10829	
23CaCeVo.2230	1.300e-4	1.053e-3	8.09784	
23CaCeVo.1049	2.500e-5	2.006e-4	8.02565	
22CaCeVaCaa.1234	5.000e-5	4.012e-4	8.02367	
23CaCeVo.2671	2.800e-5	2.224e-4	7.94326	
22CaCeVaCaa.2136	1.500e-4	1.190e-3	7.93068	
23CaCeVo.3143	2.500e-5	1.971e-4	7.88575	
23CaCeVo.1745	2.500e-5	1.952e-4	7.80807	
22CaCeVaCaa.3696	1.500e-4	1.169e-3	7.79164	
22HuSuTo.964	1.000e-3	7.790e-3	7.78998	
22CaCeVaCa.2237	1.400e-4	1.085e-3	7.74866	
89UrTuRaGu.695	9.000e-5	6.962e-4	7.73603	
22CaCeVaCaa.1664	2.800e-4	2.152e-3	7.68651	
22CaCeVaCaa.4948	1.500e-4	1.151e-3	7.67622	
89UrTuRaGu.688	9.000e-5	6.895e-4	7.66136	
21CeCaCo.543	5.000e-4	3.796e-3	7.59117	
22CaCeVaCa.4980	9.000e-5	6.828e-4	7.58677	
23CaCeVo.2869	3.500e-5	2.653e-4	7.58011	
22CaCeVaCaa.5111	2.800e-4	2.109e-3	7.53214	
22CaCeVaCa.4137	8.000e-5	6.004e-4	7.50557	
22HuSuTo.631	1.000e-3	7.463e-3	7.46313	
89UrTuRaGu.293	9.000e-5	6.679e-4	7.42085	
22HuSuTo.706	1.000e-3	7.284e-3	7.28437	
22CaCeVaCa.1597	3.000e-5	2.175e-4	7.24970	
89UrTuRaGu.51	9.000e-5	6.514e-4	7.23739	
89UrTuRaGu.271	9.000e-5	6.507e-4	7.23017	
22HuSuTo.703	1.000e-3	7.164e-3	7.16384	
22HuSuTo.1300	1.000e-3	7.126e-3	7.12623	
89UrTuRaGu.477	9.000e-5	6.338e-4	7.04209	
22CaCeVaCaa.4393	2.000e-5	1.397e-4	6.98395	
23CaCeVo.1294	2.800e-5	1.950e-4	6.96516	
22CaCeVaCaa.1637	3.000e-5	2.069e-4	6.89742
10YuPeDrSu.133	2.686e-5	3.676e-4	13.68608	
10YuPeDrSu.83	2.707e-5	3.449e-4	12.73983	
10YuPeDrSu.130	1.494e-5	1.154e-4	7.72202	
22CaCeVaCa.2987	9.000e-5	6.630e-4	7.36711	
10YuPeDrSu.176	3.300e-6	2.361e-5	7.15344	
10YuPeDrSu.129	1.690e-5	1.173e-4	6.94370	
22CaCeVaCa.815	9.000e-5	6.175e-4	6.86099	
22HuSuTo.1264	1.000e-3	6.835e-3	6.83467	
22HuSuTo.874	1.000e-3	6.753e-3	6.75271	
22CaCeVaCa.3049	2.000e-5	1.344e-4	6.71964	
22HuSuTo.802	1.000e-3	6.715e-3	6.71484	
22HuSuTo.801	1.000e-3	6.715e-3	6.71484	
22HuSuTo.486	1.000e-3	6.682e-3	6.68180	
89UrTuRaGu.525	9.000e-5	6.012e-4	6.67980	
22CaCeVaCa.2882	5.400e-4	3.595e-3	6.65689	
22CaCeVaCa.57	7.000e-5	4.644e-4	6.63472	
22HuSuTo.702	1.000e-3	6.584e-3	6.58352	
22CaCeVaCa.3880	1.400e-4	9.205e-4	6.57523	
22CaCeVaCaa.3954	1.000e-5	6.559e-5	6.55857	
22CaCeVaCaa.5746	9.000e-5	5.887e-4	6.54161	
22HuSuTo.945	1.000e-3	6.519e-3	6.51919	
89UrTuRaGu.235	9.000e-5	5.849e-4	6.49935	
22CaCeVaCaa.4570	6.000e-5	3.898e-4	6.49700	
22CaCeVaCa.3964	3.600e-4	2.331e-3	6.47617	
89UrTuRaGu.481	9.000e-5	5.813e-4	6.45916	
22CaCeVaCaa.4648	4.600e-4	2.968e-3	6.45270	
22CaCeVaCaa.2598	4.600e-4	2.953e-3	6.42026	
22HuSuTo.434	1.000e-3	6.419e-3	6.41932	
22CaCeVaCaa.613	4.600e-4	2.943e-3	6.39694	
22CaCeVaCaa.4696	9.000e-5	5.745e-4	6.38284	
22CaCeVaCa.382	7.000e-5	4.464e-4	6.37726	
21CeCaCo.484	5.000e-4	3.186e-3	6.37125	
89UrTuRaGu.143	9.000e-5	5.709e-4	6.34349	
22CaCeVaCaa.3087	3.000e-3	1.901e-2	6.33730	
22CaCeVaCaa.5507	2.200e-4	1.393e-3	6.33311	
22HuSuTo.324	1.000e-3	6.331e-3	6.33134	
22CaCeVaCaa.3044	3.400e-4	2.151e-3	6.32543	
22HuSuTo.1272	1.000e-3	6.323e-3	6.32253	
22HuSuTo.153	1.000e-3	6.310e-3	6.30993	
89UrTuRaGu.243	9.000e-5	5.676e-4	6.30703	
89UrTuRaGu.445	9.000e-5	5.673e-4	6.30348	
89UrTuRaGu.233	9.000e-5	5.663e-4	6.29248	
22CaCeVaCaa.4550	3.400e-4	2.139e-3	6.29109	
22CaCeVaCaa.4589	2.200e-4	1.382e-3	6.28208	
89UrTuRaGu.98	9.000e-5	5.643e-4	6.26956	
22CaCeVaCaa.5110	5.000e-5	3.125e-4	6.24943	
22CaCeVaCa.5255	3.700e-4	2.310e-3	6.24221	
89UrTuRaGu.253	9.000e-5	5.602e-4	6.22394	
22CaCeVaCaa.3344	2.200e-4	1.366e-3	6.20813	
22CaCeVaCa.2011	7.700e-4	4.773e-3	6.19834	
89UrTuRaGu.242	9.000e-5	5.574e-4	6.19310	
89UrTuRaGu.196	9.000e-5	5.549e-4	6.16550	
89UrTuRaGu.185	9.000e-5	5.534e-4	6.14907	
10YuPeDrSu.101	5.377e-5	3.306e-4	6.14816	
89UrTuRaGu.639	9.000e-5	5.526e-4	6.14032	
22HuSuTo.872	1.000e-3	6.121e-3	6.12085	
22CaCeVaCaa.6463	6.000e-5	3.661e-4	6.10212	
22CaCeVaCaa.3665	1.000e-4	6.068e-4	6.06794	
89UrTuRaGu.191	9.000e-5	5.453e-4	6.05857	
89UrTuRaGu.192	9.000e-5	5.453e-4	6.05857	
22CaCeVaCaa.5629	3.000e-5	1.816e-4	6.05288	
22CaCeVaCa.2967	2.000e-5	1.209e-4	6.04417	
10YuPeDrSu.166	3.300e-6	1.994e-5	6.04356	
22CaCeVaCaa.1816	5.000e-5	3.019e-4	6.03835	
89UrTuRaGu.395	9.000e-5	5.434e-4	6.03794	
89UrTuRaGu.369	9.000e-5	5.417e-4	6.01847	
22CaCeVaCaa.3616	5.000e-5	3.003e-4	6.00656	
89UrTuRaGu.167	9.000e-5	5.371e-4	5.96726	
10YuPeDrSu.103	5.580e-5	3.326e-4	5.96029	
89UrTuRaGu.451	9.000e-5	5.359e-4	5.95402	
89UrTuRaGu.330	9.000e-5	5.354e-4	5.94869	
89UrTuRaGu.418	9.000e-5	5.353e-4	5.94737	
22CaCeVaCa.4354	3.700e-4	2.195e-3	5.93118	
22CaCeVaCaa.3298	6.000e-5	3.552e-4	5.91969	
22HuSuTo.733	1.000e-3	5.914e-3	5.91443	
89UrTuRaGu.5	9.000e-5	5.313e-4	5.90301	
22CaCeVaCaa.5871	6.000e-5	3.537e-4	5.89519	
22CaCeVaCaa.5380	1.000e-4	5.883e-4	5.88313	
22CaCeVaCaa.5557	1.000e-5	5.869e-5	5.86926	
89UrTuRaGu.270	9.000e-5	5.270e-4	5.85517	
89UrTuRaGu.353	9.000e-5	5.251e-4	5.83460	
89UrTuRaGu.608	9.000e-5	5.246e-4	5.82942	
89UrTuRaGu.259	9.000e-5	5.235e-4	5.81649	
22HuSuTo.1213	1.000e-3	5.810e-3	5.80969	
89UrTuRaGu.447	9.000e-5	5.222e-4	5.80209	
89UrTuRaGu.606	9.000e-5	5.215e-4	5.79432	
22CaCeVaCaa.4305	4.000e-5	2.314e-4	5.78528	
89UrTuRaGu.356	9.000e-5	5.195e-4	5.77212	
89UrTuRaGu.232	9.000e-5	5.180e-4	5.75561	
89UrTuRaGu.687	9.000e-5	5.180e-4	5.75529	
89UrTuRaGu.352	9.000e-5	5.175e-4	5.75032	
22HuSuTo.643	1.000e-3	5.727e-3	5.72656	
89UrTuRaGu.649	9.000e-5	5.151e-4	5.72325	
22HuSuTo.981	1.000e-3	5.722e-3	5.72161	
22CaCeVaCaa.1773	6.000e-5	3.430e-4	5.71730	
89UrTuRaGu.528	9.000e-5	5.144e-4	5.71513	
89UrTuRaGu.597	9.000e-5	5.138e-4	5.70900	
89UrTuRaGu.471	9.000e-5	5.130e-4	5.70006	
89UrTuRaGu.357	9.000e-5	5.130e-4	5.69960	
89UrTuRaGu.82	9.000e-5	5.123e-4	5.69229
22CaCeVaCa.3654	2.000e-5	1.211e-4	6.05411	
89UrTuRaGu.281	9.000e-5	5.129e-4	5.69909	
22HuSuTo.118	1.000e-3	5.677e-3	5.67706	
89UrTuRaGu.148	9.000e-5	5.106e-4	5.67297	
89UrTuRaGu.875	9.000e-5	5.105e-4	5.67218	
89UrTuRaGu.500	9.000e-5	5.095e-4	5.66066	
89UrTuRaGu.239	9.000e-5	5.062e-4	5.62499	
89UrTuRaGu.773	9.000e-5	5.056e-4	5.61763	
89UrTuRaGu.139	9.000e-5	5.055e-4	5.61661	
89UrTuRaGu.394	9.000e-5	5.052e-4	5.61340	
10YuPeDrSu.77	7.421e-5	4.151e-4	5.59375	
89UrTuRaGu.199	9.000e-5	5.030e-4	5.58842	
22CaCeVaCa.2257	1.300e-4	7.254e-4	5.58029	
89UrTuRaGu.532	9.000e-5	5.022e-4	5.57986	
89UrTuRaGu.241	9.000e-5	5.009e-4	5.56518	
89UrTuRaGu.505	9.000e-5	5.003e-4	5.55932	
89UrTuRaGu.770	9.000e-5	4.991e-4	5.54517	
21CeCaCo.130	5.000e-4	2.772e-3	5.54417	
